time_s,f_des_N,f_raw_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s
0.010000,0.000000,-0.000215,0.000000,0.001709,-0.000191,-0.004884
0.020194,0.000000,0.007869,0.000000,-0.008547,-0.000191,0.034188
0.030099,0.000000,0.007869,0.000000,-0.001709,-0.000191,-0.004884
0.041089,0.000000,0.029550,0.000000,-0.005128,-0.000191,0.034188
0.050000,0.000000,0.011250,0.000000,0.011966,-0.000191,-0.004884
0.060079,0.000000,0.011250,0.000000,0.005128,-0.000191,-0.131868
0.070205,0.000000,0.003806,0.000000,-0.005128,-0.000191,0.014652
0.080246,0.000000,-0.001715,0.000000,-0.011966,-0.000191,-0.063492
0.090254,0.000000,-0.001715,0.000000,-0.018803,-0.000191,-0.034188
0.100202,0.000000,0.016524,0.000000,-0.005128,-0.000191,0.083028
0.110396,0.000000,0.028524,0.000000,-0.001709,-0.000191,0.043956
0.120737,0.000000,0.028524,0.000000,-0.008547,-0.000191,0.014652
0.130605,0.000000,0.006944,0.000000,-0.008547,-0.000191,-0.083028
0.140392,0.000000,-0.002319,0.000000,-0.001709,-0.000191,-0.131868
0.150360,0.000000,-0.002319,0.000000,-0.005128,-0.000191,0.024420
0.160000,0.000000,-0.000165,0.000000,-0.011966,-0.000191,-0.043956
0.170408,0.000000,-0.000165,0.000000,-0.001709,-0.000191,-0.034188
0.180409,0.000000,0.028468,0.000000,-0.005128,-0.000191,0.024420
0.190000,0.000000,0.013364,0.000000,0.005128,-0.000191,-0.004884
0.200915,0.000000,0.013364,0.000000,-0.011966,-0.000191,0.004884
0.210000,0.000000,0.004228,0.000000,0.001709,-0.000191,0.014652
0.220000,0.000000,-0.003667,0.000000,0.001709,-0.000191,-0.092796
0.230001,0.000000,-0.003667,0.000000,-0.011966,-0.000191,-0.063492
0.241683,0.000000,0.012067,0.000000,0.001709,-0.000191,-0.112332
0.252281,0.000000,0.025139,0.000000,0.005128,-0.000191,0.053724
0.260625,0.000000,0.025139,0.000000,-0.005128,-0.000191,-0.034188
0.270019,0.000000,0.006694,0.000000,-0.015385,-0.000191,0.004884
0.280297,0.000000,0.004057,0.000000,0.005128,-0.000191,0.014652
0.290348,0.000000,0.004057,0.000000,0.008547,-0.000191,0.102564
0.300945,0.000000,-0.002082,0.000000,0.005128,-0.000191,-0.004884
0.310039,0.000000,-0.002082,0.000000,-0.008547,-0.000191,0.024420
0.320000,0.000000,0.026501,0.000000,-0.008547,-0.000191,-0.004884
0.331704,0.000000,0.018469,0.000000,0.005128,-0.000191,-0.073260
0.340163,0.000000,0.018469,0.000000,-0.008547,-0.000191,-0.024420
0.350177,0.000000,0.002928,0.000000,0.005128,-0.000191,0.004884
0.360000,0.000000,-0.000940,0.000000,-0.011966,-0.000191,-0.004884
0.370680,0.000000,-0.000940,0.000000,-0.001709,-0.000191,0.034188
0.380659,0.000000,0.007174,0.000000,-0.001709,-0.000191,0.043956
0.390204,0.000000,0.025634,0.000000,-0.008547,-0.000191,-0.053724
0.400427,0.000000,0.025634,0.000000,0.001709,-0.000191,-0.024420
0.410095,0.000000,0.007908,0.000000,-0.005128,-0.000191,0.004884
0.420256,0.000000,0.007908,0.000000,-0.011966,-0.000191,-0.063492
0.430000,0.000000,0.006533,0.000000,0.005128,-0.000191,-0.024420
0.440902,0.000000,-0.005733,0.000000,-0.005128,-0.000191,0.073260
0.450292,0.000000,-0.005733,0.000000,-0.001709,-0.000191,0.063492
0.460431,0.000000,0.014054,0.000000,-0.008547,-0.000191,-0.004884
0.470331,0.000000,0.018541,0.000000,0.001709,-0.000191,-0.024420
0.480031,0.000000,0.018541,0.000000,0.001709,-0.000191,0.043956
0.490094,0.000000,0.006871,0.000000,-0.001709,-0.000191,0.073260
0.501485,0.000000,-0.001466,0.000000,0.001709,-0.000191,-0.024420
0.510967,0.000000,-0.001466,0.000000,-0.001709,-0.000191,0.083028
0.521121,0.000000,0.005814,0.000000,-0.008547,-0.000191,0.034188
0.530226,0.000000,0.028446,0.000000,-0.001709,-0.000191,-0.024420
0.540097,0.000000,0.028446,0.000000,-0.008547,-0.000191,0.053724
0.550092,0.000000,0.011526,0.000000,0.005128,-0.000191,-0.024420
0.560452,0.000000,0.003097,0.000000,-0.008547,-0.000191,-0.004884
0.570286,0.000000,0.003097,0.000000,-0.005128,-0.000191,0.024420
0.581774,0.000000,-0.007416,0.000000,-0.011966,-0.000191,-0.102564
0.590000,0.000000,-0.007416,0.000000,0.001709,-0.000191,0.053724
0.600037,0.000000,0.018899,0.000000,-0.025641,-0.000191,-0.141636
0.610000,0.000000,0.025222,0.000000,-0.005128,-0.000191,0.014652
0.620005,0.000000,0.025222,0.000000,-0.011966,-0.000191,-0.014652
0.630992,0.000000,0.010661,0.000000,0.008547,-0.000191,-0.024420
0.640629,0.000000,0.010661,0.000000,-0.005128,-0.000191,-0.053724
0.650364,0.000000,-0.001340,0.000000,-0.005128,-0.000191,0.073260
0.660000,0.000000,0.002738,0.000000,-0.011966,-0.000191,0.014652
0.670244,0.000000,0.002738,0.000000,0.001709,-0.000191,-0.034188
0.680012,0.000000,0.027593,0.000000,-0.008547,-0.000191,0.004884
0.690044,0.000000,0.014070,0.000000,-0.001709,-0.000191,0.063492
0.702271,0.000000,0.001992,0.000000,-0.001709,-0.000191,-0.043956
0.711563,0.000000,0.001992,0.000000,-0.005128,-0.000191,0.024420
