time_s,f_des_N,f_raw_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s
0.010091,0.000000,-0.010902,0.000000,-0.001709,-0.000191,0.063492
0.020107,0.000000,-0.011714,0.000000,-0.005128,-0.000191,0.004884
0.030257,0.000000,-0.011714,0.000000,0.008547,-0.000191,-0.004884
0.040000,0.000000,0.012756,0.000000,-0.001709,-0.000191,0.024420
0.053005,0.000000,-0.000755,0.000000,-0.011966,-0.000191,0.092796
0.060158,0.000000,-0.000755,0.000000,-0.011966,-0.000191,-0.034188
0.070448,0.000000,-0.002035,0.000000,0.008547,-0.000191,0.034188
0.080590,0.000000,-0.018060,0.000000,-0.008547,-0.000191,-0.024420
0.090286,0.000000,-0.018060,0.000000,0.005128,-0.000191,0.043956
0.100309,0.000000,-0.002396,0.000000,-0.005128,-0.000191,0.024420
0.110000,0.000000,-0.002396,0.000000,-0.001709,-0.000191,-0.024420
0.120724,0.000000,0.002355,0.000000,-0.015385,-0.000191,0.043956
0.130127,0.000000,-0.007996,0.000000,0.005128,-0.000191,0.043956
0.140465,0.000000,-0.007996,0.000000,-0.001709,-0.000191,-0.034188
0.150000,0.000000,-0.008253,0.000000,-0.008547,-0.000191,0.073260
0.160134,0.000000,-0.016976,0.000000,0.011966,-0.000191,0.053724
0.170000,0.000000,-0.016976,0.000000,-0.008547,-0.000191,0.043956
0.180000,0.000000,0.013029,0.000000,0.001709,-0.000191,0.053724
0.190084,0.000000,0.000227,0.000000,0.001709,-0.000191,0.014652
0.200199,0.000000,0.000227,0.000000,0.001709,-0.000191,0.024420
0.210167,0.000000,-0.007792,0.000000,-0.005128,-0.000191,-0.102564
0.220854,0.000000,-0.007792,0.000000,-0.001709,-0.000191,-0.043956
0.230545,0.000000,-0.010941,0.000000,-0.018803,-0.000191,-0.073260
0.240308,0.000000,-0.001382,0.000000,-0.011966,-0.000191,0.043956
0.250323,0.000000,-0.001382,0.000000,-0.001709,-0.000191,-0.014652
0.260239,0.000000,0.016263,0.000000,-0.001709,-0.000191,0.034188
0.270489,0.000000,-0.004135,0.000000,0.005128,-0.000191,-0.014652
0.280776,0.000000,-0.004135,0.000000,-0.015385,-0.000191,-0.014652
0.290321,0.000000,-0.010198,0.000000,0.008547,-0.000191,-0.043956
0.300673,0.000000,-0.014218,0.000000,-0.011966,-0.000191,-0.004884
0.310243,0.000000,-0.014218,0.000000,0.018803,-0.000191,-0.034188
0.320000,0.000000,0.001682,0.000000,-0.005128,-0.000191,0.112332
0.331092,0.000000,0.012152,0.000000,-0.011966,-0.000191,0.053724
0.340969,0.000000,0.012152,0.000000,0.001709,-0.000191,-0.141636
0.350766,0.000000,-0.004271,0.000000,0.008547,-0.000191,0.131868
0.361164,0.000000,-0.019726,0.000000,-0.008547,-0.000191,0.083028
0.370005,0.000000,-0.019726,0.000000,-0.011966,-0.000191,-0.004884
0.380111,0.000000,-0.011700,0.000000,0.005128,-0.000191,0.083028
0.390194,0.000000,-0.011700,0.000000,-0.005128,-0.000191,-0.063492
0.400393,0.000000,0.013564,0.000000,-0.008547,-0.000191,-0.024420
0.410238,0.000000,-0.005996,0.000000,-0.005128,-0.000191,0.024420
0.420715,0.000000,-0.005996,0.000000,0.005128,-0.000191,0.063492
0.431528,0.000000,-0.010867,0.000000,0.011966,-0.000191,-0.004884
0.440000,0.000000,-0.019856,0.000000,0.005128,-0.000191,0.043956
0.450000,0.000000,-0.019856,0.000000,-0.011966,-0.000191,-0.043956
0.463032,0.000000,-0.004606,0.000000,0.008547,-0.000191,0.004884
0.471575,0.000000,0.003280,0.000000,-0.018803,-0.000191,0.014652
0.482118,0.000000,0.003280,0.000000,0.005128,-0.000191,0.102564
0.490302,0.000000,-0.010970,0.000000,-0.001709,-0.000191,0.014652
0.500422,0.000000,-0.015256,0.000000,0.001709,-0.000191,-0.063492
0.510000,0.000000,-0.015256,0.000000,-0.008547,-0.000191,-0.014652
0.520000,0.000000,-0.014300,0.000000,0.008547,-0.000191,-0.073260
0.530030,0.000000,-0.014300,0.000000,0.008547,-0.000191,0.014652
0.540393,0.000000,0.004782,0.000000,-0.005128,-0.000191,-0.024420
0.550273,0.000000,-0.002721,0.000000,-0.005128,-0.000191,-0.004884
0.560002,0.000000,-0.002721,0.000000,-0.015385,-0.000191,-0.004884
0.570000,0.000000,-0.013868,0.000000,0.005128,-0.000191,-0.014652
0.580000,0.000000,-0.014939,0.000000,0.001709,-0.000191,0.083028
0.590568,0.000000,-0.014939,0.000000,-0.008547,-0.000191,0.004884
0.600157,0.000000,-0.006674,0.000000,-0.022222,-0.000191,-0.043956
0.610651,0.000000,0.015954,0.000000,-0.001709,-0.000191,0.073260
0.620644,0.000000,0.015954,0.000000,-0.011966,-0.000191,0.043956
0.630000,0.000000,-0.006238,0.000000,0.005128,-0.000191,-0.024420
0.640000,0.000000,-0.015240,0.000000,-0.015385,-0.000191,0.102564
0.650000,0.000000,-0.015240,0.000000,0.005128,-0.000191,0.063492
0.660137,0.000000,-0.013426,0.000000,-0.011966,-0.000191,-0.034188
0.670121,0.000000,-0.013426,0.000000,0.008547,-0.000191,-0.004884
0.680456,0.000000,0.005118,0.000000,-0.011966,-0.000191,0.073260
0.690170,0.000000,0.000846,0.000000,-0.005128,-0.000191,0.004884
0.700000,0.000000,0.000846,0.000000,0.005128,-0.000191,0.063492
0.710128,0.000000,-0.008599,0.000000,-0.005128,-0.000191,-0.014652
0.720266,0.000000,-0.022294,0.000000,0.015385,-0.000191,0.004884
0.730412,0.000000,-0.022294,0.000000,-0.008547,-0.000191,-0.014652
0.740913,0.000000,-0.011290,0.000000,-0.005128,-0.000191,-0.043956
0.750303,0.000000,0.011028,0.000000,-0.015385,-0.000191,-0.073260
0.760605,0.000000,0.011028,0.000000,-0.001709,-0.000191,0.043956
0.770001,0.000000,-0.014347,0.000000,-0.001709,-0.000191,-0.073260
0.780000,0.000000,-0.014347,0.000000,0.008547,-0.000191,-0.043956
0.791049,0.000000,-0.014347,0.000000,-0.018803,-0.000191,0.024420
0.800428,0.000000,-0.016480,0.000000,-0.001709,-0.000191,-0.024420
0.812005,0.000000,-0.021087,0.000000,-0.015385,-0.000191,0.092796
0.821504,0.000000,-0.021087,0.000000,-0.011966,-0.000191,0.034188
0.833724,0.000000,0.006572,0.000000,-0.001709,-0.000191,0.004884
0.842912,0.000000,-0.005481,0.000000,-0.011966,-0.000191,-0.073260
0.850179,0.000000,-0.005481,0.000000,0.001709,-0.000191,0.004884
0.860254,0.000000,-0.016387,0.000000,0.011966,-0.000191,-0.043956
0.870315,0.000000,-0.016387,0.000000,-0.015385,-0.000191,0.122100
0.880391,0.000000,-0.019759,0.000000,0.011966,-0.000191,0.034188
0.890294,0.000000,-0.008464,0.000000,-0.005128,-0.000191,-0.014652
0.900130,0.000000,-0.008464,0.000000,0.005128,-0.000191,0.034188
0.910239,0.000000,0.003975,0.000000,-0.005128,-0.000191,0.024420
0.920006,0.000000,-0.007065,0.000000,-0.015385,-0.000191,0.063492
0.930011,0.000000,-0.007065,0.000000,0.008547,-0.000191,-0.004884
0.940135,0.000000,-0.016420,0.000000,-0.008547,-0.000191,0.034188
0.950503,0.000000,-0.023573,0.000000,-0.011966,-0.000191,0.014652
0.960367,0.000000,-0.023573,0.000000,-0.008547,-0.000191,-0.024420
0.971912,0.000000,-0.001803,0.000000,0.001709,-0.000191,0.063492
0.980344,0.000000,-0.001803,0.000000,-0.005128,-0.000191,-0.014652
0.990002,0.000000,0.005386,0.000000,-0.005128,-0.000191,-0.053724
1.002329,0.000000,-0.015234,0.000000,0.001709,-0.000191,-0.092796
1.010655,0.000000,-0.015234,0.000000,0.011966,-0.000191,0.034188
1.021299,0.000000,-0.018973,0.000000,0.001709,-0.000191,0.063492
1.030215,0.000000,-0.010780,0.000000,0.011966,-0.000191,0.024420
1.040747,0.000000,-0.010780,0.000000,-0.005128,-0.000191,0.004884
1.050123,0.000000,0.006950,0.000000,-0.011966,-0.000191,-0.122100
1.060262,0.000000,-0.005440,0.000000,-0.008547,-0.000191,-0.014652
1.070493,0.000000,-0.005440,0.000000,-0.001709,-0.000191,-0.024420
1.080384,0.000000,-0.012565,0.000000,0.008547,-0.000191,-0.014652
1.090818,0.000000,-0.022989,0.000000,0.005128,-0.000191,0.004884
1.100449,0.000000,-0.022989,0.000000,-0.011966,-0.000191,-0.073260
1.110000,0.000000,-0.001825,0.000000,0.001709,-0.000191,-0.053724
1.120000,0.000000,-0.001825,0.000000,0.022222,-0.000191,-0.122100
1.130943,0.000000,0.004758,0.000000,-0.001709,-0.000191,-0.034188
1.140100,0.000000,-0.015673,0.000000,-0.008547,-0.000191,0.053724
1.150719,0.000000,-0.015673,0.000000,0.005128,-0.000191,-0.131868
1.160124,0.000000,-0.019176,0.000000,-0.005128,-0.000191,0.024420
1.170522,0.000000,-0.018918,0.000000,-0.018803,-0.000191,-0.053724
1.180284,0.000000,-0.018918,0.000000,0.008547,-0.000191,-0.073260
1.190304,0.000000,0.007806,0.000000,-0.005128,-0.000191,0.034188
1.200504,0.000000,-0.008407,0.000000,-0.001709,-0.000191,-0.004884
1.212033,0.000000,-0.008407,0.000000,-0.015385,-0.000191,-0.034188
1.220811,0.000000,-0.020337,0.000000,-0.001709,-0.000191,-0.034188
1.230193,0.000000,-0.022378,0.000000,-0.001709,-0.000191,-0.053724
1.240278,0.000000,-0.022378,0.000000,-0.001709,-0.000191,-0.092796
