time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,tau_meas1_Nm,tau_meas2_Nm,tau_meas3_Nm,f_des_N,f_rfob_N,f_sensor_N,f_err_N,dob1_Nm,dob2_Nm,dob3_Nm,rfob1_Nm,rfob2_Nm,rfob3_Nm,tau_eff1_Nm,tau_eff2_Nm,tau_eff3_Nm,q_des1_rad,q_des2_rad,q_des3_rad,qdot_des1_rad_s,qdot_des2_rad_s,qdot_des3_rad_s,g_dob,g_rfob,dob_comp,force_fb,m_adm,xdot_alpha,b_adm,k_adm
98.42211749999842,-0.00705729762722207,0.848474860761425,-0.9102738994430453,-0.1025641025641022,-0.024420024420024333,-0.09279609279609247,0.059829059829059617,1.1641025641025644,0.33333333333333304,0.0,0.2255871676589171,-0.18660331614986458,-0.2255871676589171,0.08099687287754564,0.09538250811323115,0.09169353139946484,0.0628505143405559,0.11101945851180885,0.07524751740785213,0.1731370788363229,1.359618447759139,0.5344517377134903,0.0,0.900097672005556,-0.8814087561871179,0.0,0.01394006816656623,-0.025146366879705975,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.44383549999839,-0.00705729762722207,0.848474860761425,-0.9102738994430453,-0.0146520146520146,0.073260073260073,0.004884004884004867,0.059829059829059617,1.160683760683761,0.32991452991452963,0.0,0.31690780554070497,-0.18688101036705435,-0.31690780554070497,0.11541484340888472,0.112756813750478,0.11846900619481521,0.07434195739769443,0.11763916688472659,0.08477366285271852,0.0852249909242353,1.2113944131585634,0.35120531121150034,0.0,0.900586103507674,-0.8822943083336006,0.0,0.02248970909470541,-0.040775032069441906,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.46000849999837,-0.00705729762722207,0.848474860761425,-0.9102738994430453,0.004884004884004867,0.0146520146520146,0.004884004884004867,0.06324786324786302,1.177777777777778,0.3025641025641024,0.0,0.2509418709878,-0.18568569836042398,-0.2509418709878,0.1065604264893666,0.089656644033479,0.08143011490652459,0.0751514494093592,0.11124291045405789,0.07699013991504636,0.06568897138821583,1.3123684295679192,0.36098642627186206,0.0,0.9008499471093956,-0.8827711787002759,0.0,0.01631383180126676,-0.029485585029114237,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.47833709999759,-0.00705729762722207,0.848474860761425,-0.9102738994430453,-0.03418803418803407,0.0439560439560438,0.03418803418803407,0.08717948717948687,1.1709401709401712,0.316239316239316,0.0,0.12366048067159455,-0.18669586405475802,-0.12366048067159455,0.09799082353363944,0.0970645037505832,0.05434435947176143,0.07460628456933513,0.1130769562630122,0.06973099006690932,0.10476101046025477,1.2401867018313597,0.34758723346031606,0.0,0.9009305464931122,-0.882912356143853,0.0,0.004397465366698635,-0.00770257649701126,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.49249749999944,-0.00705729762722207,0.848474860761425,-0.9106553749904627,0.05372405372405353,-0.11233211233211193,-0.024420024420024333,0.06324786324786302,1.1470085470085474,0.3264957264957262,0.0,0.048542414759018965,-0.18693566195952774,-0.048542414759018965,0.09464240190500528,0.10489502790082132,0.03647403436529871,0.07631978091619418,0.1109398689520321,0.06368162854996717,0.016848922548167167,1.507915693373136,0.4616692555300034,0.0,0.9008932441223321,-0.8828388095116918,0.0,-0.002634273804079357,0.005193824478935886,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.50909279999905,-0.00705729762722207,0.848474860761425,-0.9102738994430453,0.024420024420024333,-0.0146520146520146,0.09279609279609247,0.06324786324786302,1.1880341880341883,0.34017094017093985,0.0,-0.0650607180854845,-0.18642293846119534,0.0650607180854845,0.07005783491887928,0.17187522993209375,0.05208609259266082,0.07140017519881041,0.12885348728284857,0.06611571581230608,0.04615295185219637,1.3074394330147434,0.3153476123330463,0.0,0.9006730073586343,-0.8824306435392854,0.0,-0.013271032382842295,0.02459527531385754,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.52118789999804,-0.00705729762722207,0.848474860761425,-0.9102738994430453,-0.06349206349206327,-0.024420024420024333,0.0439560439560438,0.05641025641025621,1.1401709401709406,0.3811965811965816,0.0,-0.175453590993379,-0.18694352151908658,0.175453590993379,0.07008812849707395,0.1665330094415694,0.029545775825534498,0.07027136009828033,0.12931949086391867,0.059205869932735834,0.13406503976428397,1.2992804425551823,0.42483660370220255,0.0,0.900387487303764,-0.881904652151004,0.0,-0.023606258310742086,0.04348797350376616,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.53350789999968,-0.00705729762722207,0.848474860761425,-0.9102738994430453,-0.024420024420024333,-0.03418803418803407,-0.03418803418803407,0.059829059829059617,1.1333333333333337,0.38803418803418843,0.0,-0.17626343691660853,-0.1874120462711887,0.17626343691660853,0.08607984205924121,0.16167814398561384,0.03608315518900106,0.074220591267606,0.1293600185445539,0.05916719751041621,0.09499300069224503,1.3094323049151801,0.5503228074665437,0.0,0.9000957241041866,-0.8813671727963442,0.0,-0.023682077884622985,0.043626570989318214,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.53685720000067,-0.00705729762722207,0.848474860761425,-0.9102738994430453,0.024420024420024333,0.03418803418803407,-0.073260073260073,0.08376068376068346,1.1333333333333337,0.3709401709401705,0.0,-0.14439633576707797,-0.1870696406462404,0.14439633576707797,0.0860581204335954,0.15873854810095844,0.04582054047028457,0.07452716262669949,0.12938082897642925,0.061246876457325246,0.04615295185219637,1.1899924793581755,0.6026680189881898,0.0,0.9000263982526978,-0.8812393205789082,0.0,-0.02069860910287992,0.038172817424016126,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
98.53934699999809,-0.00705729762722207,0.848474860761425,-0.9102738994430453,-0.05372405372405353,-0.03418803418803407,0.004884004884004867,0.059829059829059617,1.1162393162393158,0.39829059829059865,0.0,-0.09976903089113459,-0.18676147558378692,0.09976903089113459,0.0851080289655993,0.15272848279137435,0.055054286426267814,0.07423905255238446,0.12803637073123755,0.06340937353823796,0.12429702999627423,1.319561677114888,0.47513598972003945,0.0,0.8999852655075835,-0.8811632938502073,0.0,-0.01652050170974264,0.030535275435651585,20.0,5.0,0.0,0.0,0.0,1.0,90.0,10.0
