time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,tau_meas1_Nm,tau_meas2_Nm,tau_meas3_Nm,f_des_N,f_rfob_N,f_sensor_N,f_err_N,dob1_Nm,dob2_Nm,dob3_Nm,rfob1_Nm,rfob2_Nm,rfob3_Nm,tau_eff1_Nm,tau_eff2_Nm,tau_eff3_Nm,q_des1_rad,q_des2_rad,q_des3_rad,qdot_des1_rad_s,qdot_des2_rad_s,qdot_des3_rad_s,g_dob,g_rfob,dob_comp,force_fb,m_adm,xdot_alpha,b_adm,k_adm
256.0995669999975,-0.0040054932478827965,0.8179568169680322,-0.8461860074769205,0.06349206349206327,0.0146520146520146,-0.1611721611721606,0.0529914529914528,0.72991452991453,0.12820512820512864,0.0,2.4222570505512153,4.109592914581299,-2.4222570505512153,0.03885498063509857,-0.5335036251644603,-0.2758049642936279,0.03754595718278099,-0.7194790366609691,-0.24118380793156172,-0.0234371310132353,1.1556927012651883,-0.42163517237051096,0.0,0.8482879122152934,-0.846684779055445,0.0,0.23543830358738044,-0.4372745603005894,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.1246747999976,-0.0040054932478827965,0.8187197680628671,-0.8500007629510946,0.004884004884004867,0.1318681318681314,-0.17094017094017033,0.02564102564102555,0.7230769230769232,0.16923076923076952,0.0,2.044682046492386,4.319393634796143,-2.044682046492386,0.013533364667058446,-0.3700067417431944,-0.47587445235986536,0.03603157488704519,-0.7028658269615712,-0.254753014388554,0.0351709275948231,0.9809006139973842,-0.3810625774448023,0.0,0.8532424612087957,-0.8558791944981042,0.0,0.1973310681732254,-0.366197573766609,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.1371365999985,-0.0040054932478827965,0.8221530479896237,-0.8576302738994428,0.11233211233211193,0.26862026862026767,-0.5421245421245438,0.0495726495726494,0.7401709401709402,0.16923076923076952,0.0,1.8860365200311506,4.119091033935547,-1.8860365200311506,0.00892160935055526,-0.36941374313187614,-0.5316339082854604,0.035994572780473036,-0.696947098895886,-0.26085101244812103,-0.07227717985328397,0.673978604397361,0.2768054504424362,0.0,0.8554866573047761,-0.8600356288227361,0.0,0.1800860305750184,-0.3335340259299866,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.15575979999994,-0.0040054932478827965,0.8240604257267108,-0.8660227359426258,0.1025641025641022,0.23931623931623847,-0.46398046398046233,0.06324786324786302,0.8017094017094015,0.12136752136752094,0.0,1.899645342727069,4.353610038757324,-1.899645342727069,-0.028407353395340555,-0.4585607454459389,-0.3891641587705623,0.03396103122044508,-0.6938530322929238,-0.2576861879690721,-0.06250917008527423,0.7623768367705795,0.1944973298309073,0.0,0.8588362512045119,-0.866224145736093,0.0,0.17986135033043382,-0.33230147949185246,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.1675273000001,-0.0040054932478827965,0.8259678034637978,-0.8706004425116347,0.0146520146520146,0.05372405372405353,-0.35653235653235527,0.05641025641025621,0.7538461538461538,0.16923076923076952,0.0,1.8854683877389544,3.2685203552246094,-1.8854683877389544,-0.03672236957451232,-0.45936576119671024,-0.3410250413202092,0.032829225528174626,-0.6908122662192235,-0.25668124158157496,0.025402917826813365,1.0968578766138999,0.051151923883738015,0.0,0.8609257224850593,-0.8700796389570489,0.0,0.17756288765870012,-0.32763910948905495,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.18643990000055,-0.0040054932478827965,0.8274937056534675,-0.8767040512703133,0.004884004884004867,0.1025641025641022,-0.5030525030525048,0.03589743589743577,0.8529914529914526,0.1589743589743593,0.0,1.7647642633484344,2.875152826309204,-1.7647642633484344,-0.0177390405894432,-0.36310375866959205,-0.3273514777953439,0.03268836187370741,-0.6797314283895463,-0.25776982343210786,0.0351709275948231,1.025826155987572,0.3125047884650099,0.0,0.8640431947134279,-0.8758205730528903,0.0,0.16483573005774682,-0.3035507595833945,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.19542340000044,-0.0040054932478827965,0.8290196078431371,-0.8809002822919048,0.0146520146520146,0.0439560439560438,-0.37606837606837473,0.029059829059828957,0.8837606837606842,0.12478632478632434,0.0,1.7508124321796947,2.992903709411621,-1.7508124321796947,-0.009950342749484014,-0.33473943236353654,-0.28022208086492684,0.032708082795557106,-0.6751488983194907,-0.25594398142522207,0.025402917826813365,1.1259434854669965,0.15099998102849824,0.0,0.8655051398765835,-0.8785094269156156,0.0,0.1627367020842863,-0.29931027581226727,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.2046788000007,-0.004386968795300206,0.8301640344853893,-0.8850965133134963,-0.0146520146520146,0.08302808302808273,-0.3076923076923066,0.018803418803418737,0.9042735042735046,0.08717948717948687,0.0,1.7043687428596337,2.992903709411621,-1.7043687428596337,-0.0030384470412068067,-0.2969675386671428,-0.2674554178111659,0.032643338583195125,-0.669548168886379,-0.25556842991623147,0.05852170260501666,1.054200497124738,0.08601395520068497,0.0,0.8669636867426892,-0.8811882396228283,0.0,0.15758874452377247,-0.28943240779852925,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.2076699999998,-0.0040054932478827965,0.8305455100328067,-0.8862409399557485,0.024420024420024333,0.0439560439560438,-0.29792429792429687,0.04273504273504258,0.9282051282051285,0.15213675213675248,0.0,1.6885302659437544,2.992903709411621,-1.6885302659437544,-7.200533644878028e-07,-0.28906053244976726,-0.2676028801406858,0.03271924916469767,-0.6679591048028636,-0.2556419008024259,0.01563490805880363,1.1235766806570455,0.08056008940721099,0.0,0.8674299588845867,-0.882044273898014,0.0,0.1558812991574581,-0.28618423223016787,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
256.21040169999833,-0.0040054932478827965,0.8309269855802242,-0.8873853665980007,0.06349206349206327,0.08302808302808273,-0.35653235653235527,0.022222222222222143,0.9042735042735046,0.1008547008547005,0.0,1.6722598197541783,2.807507276535034,-1.6722598197541783,-0.00044787898676760043,-0.2796925302574112,-0.2679071938916454,0.03266936373191212,-0.66632478137548,-0.2557233538602027,-0.0234371310132353,1.0510952342393542,0.1790227550037213,0.0,0.8678510126609708,-0.8828169835491265,0.0,0.15413617037291008,-0.282867683685283,20.0,1.0,0.0,0.0,0.0,1.0,90.0,10.0
