time_s,f_des_N,f_rfob_N,f_ati_N,f_err_N,f_joint_Nm,tau_in_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_des_rad,q_rad,tau_meas_Nm,b_adm,k_spring,kp_motor,kd_motor,lpf_alpha,vel_limit,wq_rfob
36.880575,0.000000,0.056504,0.602461,-0.056504,-0.011301,-0.015385,-0.002222,0.092796,0.001172,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.890789,0.000000,0.006236,0.559990,-0.006236,-0.001247,0.008547,-0.000211,-0.180708,0.001169,-0.000191,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.901704,0.000000,0.080087,0.559990,-0.080087,-0.016017,0.022222,-0.003165,0.063492,0.001135,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.910116,0.000000,0.031256,0.558665,-0.031256,-0.006251,0.005128,-0.001212,0.092796,0.001125,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.922810,0.000000,-0.003320,0.558665,0.003320,0.000664,0.001709,0.000171,-0.043956,0.001127,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.931087,0.000000,0.030268,0.532349,-0.030268,-0.006054,0.011966,-0.001173,-0.034188,0.001117,-0.000191,0.039316,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.940506,0.000000,0.058806,0.592118,-0.058806,-0.011761,0.039316,-0.002314,0.034188,0.001095,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.950524,0.000000,0.050578,0.575149,-0.050578,-0.010116,0.011966,-0.001985,0.004884,0.001075,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.960000,0.000000,0.052205,0.575149,-0.052205,-0.010441,0.001709,-0.002050,0.024420,0.001056,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.970248,0.000000,0.042316,0.545231,-0.042316,-0.008463,0.001709,-0.001654,0.024420,0.001039,-0.000191,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.980102,0.000000,0.042999,0.545231,-0.042999,-0.008600,0.022222,-0.001682,0.034188,0.001023,-0.000191,-0.032479,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
36.993456,0.000000,0.014940,0.539830,-0.014940,-0.002988,-0.032479,-0.000559,-0.092796,0.001015,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.000101,0.000000,0.043926,0.514408,-0.043926,-0.008785,-0.005128,-0.001719,0.024420,0.001004,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.012341,0.000000,0.009402,0.514408,-0.009402,-0.001880,-0.015385,-0.000338,0.004884,0.000999,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.022399,0.000000,0.001572,0.618601,-0.001572,-0.000314,0.008547,-0.000025,-0.043956,0.000999,-0.000191,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.031042,0.000000,0.021838,0.553419,-0.021838,-0.004368,0.018803,-0.000835,-0.004884,0.000992,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.041133,0.000000,0.013716,0.553419,-0.013716,-0.002743,-0.008547,-0.000510,-0.024420,0.000987,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.050525,0.000000,0.017471,0.553402,-0.017471,-0.003494,0.005128,-0.000661,0.014652,0.000981,-0.000191,-0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.061029,0.000000,-0.005272,0.521703,0.005272,0.001054,-0.022222,0.000249,-0.004884,0.000983,-0.000191,0.042735,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.070364,0.000000,0.008094,0.521703,-0.008094,-0.001619,0.042735,-0.000286,0.034188,0.000981,-0.000191,0.029060,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.080349,0.000000,0.013894,0.593643,-0.013894,-0.002779,0.029060,-0.000518,0.063492,0.000975,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.090054,0.000000,-0.001894,0.593643,0.001894,0.000379,-0.015385,0.000114,-0.112332,0.000977,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.100000,0.000000,0.052373,0.577173,-0.052373,-0.010475,0.008547,-0.002057,0.112332,0.000956,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.110900,0.000000,-0.002187,0.548132,0.002187,0.000437,-0.008547,0.000126,0.053724,0.000957,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.120171,0.000000,-0.012370,0.548132,0.012370,0.002474,-0.001709,0.000533,0.073260,0.000962,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.130973,0.000000,-0.017891,0.539405,0.017891,0.003578,0.011966,0.000754,0.053724,0.000971,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.142045,0.000000,-0.023525,0.524191,0.023525,0.004705,-0.018803,0.000979,0.073260,0.000981,-0.000191,-0.039316,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.155469,0.000000,-0.054253,0.524191,0.054253,0.010851,-0.039316,0.002208,0.073260,0.001011,-0.000191,0.029060,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.160576,0.000000,-0.064138,0.605677,0.064138,0.012828,0.029060,0.002527,0.014652,0.001024,0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.170265,0.000000,-0.045811,0.605677,0.045811,0.009162,-0.001709,0.001871,-0.014652,0.001042,-0.000191,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.180055,0.000000,-0.013287,0.557539,0.013287,0.002657,0.022222,0.000570,0.122100,0.001048,-0.000191,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.190901,0.000000,-0.031947,0.531753,0.031947,0.006389,0.018803,0.001240,0.063492,0.001061,0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.200233,0.000000,-0.023166,0.531753,0.023166,0.004633,-0.005128,0.000965,-0.024420,0.001070,-0.000191,-0.032479,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.210000,0.000000,-0.002554,0.531781,0.002554,0.000511,-0.032479,0.000140,-0.092796,0.001071,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.220084,0.000000,0.028981,0.554729,-0.028981,-0.005796,-0.005128,-0.001121,0.053724,0.001060,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.230883,0.000000,-0.013930,0.554729,0.013930,0.002786,-0.018803,0.000595,-0.014652,0.001067,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.240155,0.000000,-0.009794,0.601772,0.009794,0.001959,0.005128,0.000430,-0.014652,0.001071,-0.000191,0.039316,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.251260,0.000000,0.013129,0.601772,-0.013129,-0.002626,0.039316,-0.000487,0.043956,0.001065,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.260739,0.000000,0.010243,0.532597,-0.010243,-0.002049,0.015385,-0.000372,0.004884,0.001062,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.274861,0.000000,0.010152,0.540828,-0.010152,-0.002030,-0.011966,-0.000368,-0.043956,0.001056,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.283460,0.000000,0.029785,0.521625,-0.029785,-0.005957,0.008547,-0.001153,0.014652,0.001047,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.291486,0.000000,0.023337,0.521625,-0.023337,-0.004667,0.015385,-0.000895,-0.073260,0.001039,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.300177,0.000000,0.045510,0.593645,-0.045510,-0.009102,-0.008547,-0.001782,0.063492,0.001024,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.310792,0.000000,0.009099,0.593645,-0.009099,-0.001820,0.001709,-0.000326,0.102564,0.001020,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.320243,0.000000,-0.022533,0.570706,0.022533,0.004507,0.005128,0.000863,0.063492,0.001029,0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.330343,0.000000,-0.019667,0.544629,0.019667,0.003933,0.011966,0.000825,0.083028,0.001037,-0.000191,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.340000,0.000000,-0.014925,0.544629,0.014925,0.002985,0.022222,0.000635,-0.073260,0.001043,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.351097,0.000000,0.028135,0.534781,-0.028135,-0.005627,-0.018803,-0.001087,-0.014652,0.001031,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.360294,0.000000,0.032375,0.515437,-0.032375,-0.006475,0.008547,-0.001257,-0.004884,0.001019,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.370692,0.000000,0.027678,0.515437,-0.027678,-0.005536,-0.001709,-0.001069,0.034188,0.001008,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.380306,0.000000,0.011911,0.614978,-0.011911,-0.002382,0.005128,-0.000438,0.083028,0.001004,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.393642,0.000000,-0.008739,0.549832,0.008739,0.001748,0.005128,0.000388,-0.034188,0.001009,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.400200,0.000000,0.021527,0.549832,-0.021527,-0.004305,-0.005128,-0.000823,0.063492,0.001004,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.411005,0.000000,-0.003317,0.543090,0.003317,0.000663,-0.011966,0.000171,-0.024420,0.001006,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.420171,0.000000,0.015649,0.529658,-0.015649,-0.003130,0.005128,-0.000588,0.043956,0.001000,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.430000,0.000000,0.006250,0.529658,-0.006250,-0.001250,0.011966,-0.000212,-0.053724,0.000998,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.440011,0.000000,0.035359,0.587372,-0.035359,-0.007072,0.005128,-0.001376,0.092796,0.000984,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.450572,0.000000,-0.005393,0.587372,0.005393,0.001079,-0.008547,0.000178,-0.102564,0.000986,0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.460058,0.000000,0.039013,0.579329,-0.039013,-0.007803,-0.001709,-0.001522,-0.053724,0.000972,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.470000,0.000000,0.036231,0.553307,-0.036231,-0.007246,-0.015385,-0.001411,-0.034188,0.000958,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.480464,0.000000,0.030281,0.553307,-0.030281,-0.006056,0.008547,-0.001173,-0.004884,0.000946,-0.000191,0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.490524,0.000000,0.025595,0.544937,-0.025595,-0.005119,0.022222,-0.000986,-0.122100,0.000936,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.501481,0.000000,0.061816,0.504419,-0.061816,-0.012363,0.005128,-0.002435,-0.063492,0.000909,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.511060,0.000000,0.049023,0.504419,-0.049023,-0.009805,-0.018803,-0.001923,-0.004884,0.000891,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.522092,0.000000,0.021489,0.613804,-0.021489,-0.004298,0.001709,-0.000821,0.073260,0.000881,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.531720,0.000000,-0.018452,0.559499,0.018452,0.003690,0.005128,0.000776,-0.014652,0.000889,-0.000191,-0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.541230,0.000000,-0.017777,0.559499,0.017777,0.003555,-0.022222,0.000749,-0.141636,0.000896,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.550225,0.000000,0.025137,0.546245,-0.025137,-0.005027,-0.008547,-0.000967,-0.034188,0.000887,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.560289,0.000000,0.017818,0.546245,-0.017818,-0.003564,0.015385,-0.000675,0.014652,0.000881,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.570000,0.000000,-0.002519,0.546245,0.002519,0.000504,0.001709,0.000139,-0.043956,0.000882,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.580634,0.000000,0.007858,0.528672,-0.007858,-0.001572,0.001709,-0.000276,0.043956,0.000879,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.590288,0.000000,-0.013009,0.569708,0.013009,0.002602,0.008547,0.000559,-0.004884,0.000884,-0.000191,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.600478,0.000000,0.005172,0.569708,-0.005172,-0.001034,0.025641,-0.000169,-0.014652,0.000883,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.610325,0.000000,0.011800,0.584962,-0.011800,-0.002360,-0.011966,-0.000434,0.151404,0.000878,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.622232,0.000000,-0.035824,0.584962,0.035824,0.007165,0.005128,0.001395,0.112332,0.000895,0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.630158,0.000000,-0.044231,0.539126,0.044231,0.008846,0.008547,0.001807,-0.004884,0.000909,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.640049,0.000000,-0.001902,0.547590,0.001902,0.000380,0.011966,0.000114,-0.112332,0.000910,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.650744,0.000000,0.051478,0.547590,-0.051478,-0.010296,-0.005128,-0.002021,-0.043956,0.000889,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.660001,0.000000,0.049310,0.517140,-0.049310,-0.009862,-0.008547,-0.001934,-0.083028,0.000871,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.670000,0.000000,0.052601,0.608422,-0.052601,-0.010520,-0.011966,-0.002066,-0.034188,0.000850,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.680343,0.000000,0.026179,0.608422,-0.026179,-0.005236,-0.018803,-0.001009,-0.102564,0.000840,-0.000191,0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.690000,0.000000,0.038564,0.568388,-0.038564,-0.007713,0.008547,-0.001504,0.024420,0.000825,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.700000,0.000000,-0.000157,0.568388,0.000157,0.000031,-0.001709,0.000044,-0.141636,0.000826,-0.000191,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.714416,0.000000,0.043682,0.542565,-0.043682,-0.008736,0.018803,-0.001709,-0.034188,0.000801,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.720314,0.000000,0.025009,0.534142,-0.025009,-0.005002,-0.008547,-0.000962,0.024420,0.000795,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.730371,0.000000,0.000065,0.534142,-0.000065,-0.000013,0.011966,0.000036,-0.073260,0.000796,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.740000,0.000000,0.022710,0.548366,-0.022710,-0.004542,0.005128,-0.000870,-0.073260,0.000787,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.750248,0.000000,0.029341,0.599356,-0.029341,-0.005868,-0.008547,-0.001135,0.014652,0.000776,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.760914,0.000000,0.001607,0.599356,-0.001607,-0.000321,-0.001709,-0.000026,-0.102564,0.000776,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.770992,0.000000,0.021617,0.558493,-0.021617,-0.004323,-0.011966,-0.000827,-0.004884,0.000767,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.780016,0.000000,-0.002574,0.537310,0.002574,0.000515,-0.001709,0.000141,0.161172,0.000768,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.790000,0.000000,-0.072473,0.537310,0.072473,0.014495,-0.005128,0.002861,-0.073260,0.000797,0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.800072,0.000000,-0.030192,0.512386,0.030192,0.006038,-0.011966,0.001246,0.122100,0.000810,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.810258,0.000000,-0.065234,0.583989,0.065234,0.013047,0.011966,0.002571,-0.092796,0.000836,0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.820564,0.000000,-0.011135,0.583989,0.011135,0.002227,-0.008547,0.000484,-0.014652,0.000841,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.830568,0.000000,-0.010219,0.566908,0.010219,0.002044,-0.005128,0.000447,-0.053724,0.000845,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.841226,0.000000,0.011825,0.557048,-0.011825,-0.002365,0.015385,-0.000435,0.043956,0.000841,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.850000,0.000000,-0.010318,0.557048,0.010318,0.002064,0.001709,0.000451,-0.092796,0.000845,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.860454,0.000000,0.020414,0.552289,-0.020414,-0.004083,-0.008547,-0.000778,-0.043956,0.000836,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.870748,0.000000,0.016843,0.552289,-0.016843,-0.003369,-0.005128,-0.000636,-0.004884,0.000830,-0.000191,0.025641,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.880221,0.000000,0.012066,0.509293,-0.012066,-0.002413,0.025641,-0.000444,-0.102564,0.000826,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.890328,0.000000,0.040821,0.622188,-0.040821,-0.008164,-0.001709,-0.001595,-0.083028,0.000810,-0.000191,-0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.900000,0.000000,0.037450,0.622188,-0.037450,-0.007490,-0.022222,-0.001460,0.053724,0.000795,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.910110,0.000000,-0.014031,0.556521,0.014031,0.002806,-0.005128,0.000599,-0.092796,0.000801,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.921163,0.000000,0.015608,0.575101,-0.015608,-0.003122,0.011966,-0.000586,0.014652,0.000795,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.931130,0.000000,-0.006238,0.575101,0.006238,0.001248,-0.001709,0.000288,0.053724,0.000798,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.940375,0.000000,-0.034149,0.549567,0.034149,0.006830,-0.008547,0.001404,-0.043956,0.000811,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.950532,0.000000,-0.015388,0.592348,0.015388,0.003078,-0.005128,0.000654,-0.024420,0.000817,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.961377,0.000000,-0.004521,0.592348,0.004521,0.000904,0.011966,0.000219,0.014652,0.000820,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.970245,0.000000,-0.013821,0.597919,0.013821,0.002764,-0.005128,0.000591,-0.053724,0.000825,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.980943,0.000000,0.007745,0.563304,-0.007745,-0.001549,0.005128,-0.000272,0.004884,0.000822,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
37.990445,0.000000,-0.003277,0.563304,0.003277,0.000655,-0.005128,0.000169,0.004884,0.000824,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.000241,0.000000,-0.007790,0.557734,0.007790,0.001558,0.001709,0.000350,-0.073260,0.000827,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.010461,0.000000,0.014445,0.557734,-0.014445,-0.002889,-0.005128,-0.000540,0.004884,0.000822,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.020009,0.000000,0.004253,0.539162,-0.004253,-0.000851,0.011966,-0.000132,0.043956,0.000820,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.030000,0.000000,-0.018268,0.607106,0.018268,0.003654,-0.008547,0.000769,-0.024420,0.000828,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.040104,0.000000,-0.006373,0.607106,0.006373,0.001275,-0.001709,0.000293,0.004884,0.000831,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.050290,0.000000,-0.013193,0.578108,0.013193,0.002639,-0.008547,0.000566,0.083028,0.000837,-0.000191,-0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.060317,0.000000,-0.048743,0.548726,0.048743,0.009749,-0.015385,0.001988,0.004884,0.000857,-0.000191,-0.022222,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.071371,0.000000,-0.048198,0.548726,0.048198,0.009640,-0.022222,0.001966,-0.034188,0.000879,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.080749,0.000000,-0.035548,0.539738,0.035548,0.007110,-0.011966,0.001460,0.004884,0.000892,-0.000191,-0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.091016,0.000000,-0.043944,0.561293,0.043944,0.008789,-0.011966,0.001796,-0.043956,0.000911,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.100741,0.000000,-0.021000,0.561293,0.021000,0.004200,0.015385,0.000878,-0.063492,0.000919,-0.000191,-0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.110007,0.000000,-0.007821,0.615445,0.007821,0.001564,-0.018803,0.000351,-0.034188,0.000922,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.120021,0.000000,-0.009887,0.545834,0.009887,0.001977,-0.001709,0.000434,-0.092796,0.000927,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.130097,0.000000,0.008180,0.545834,-0.008180,-0.001636,-0.005128,-0.000289,0.083028,0.000924,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.140000,0.000000,-0.043409,0.544374,0.043409,0.008682,-0.005128,0.001774,-0.014652,0.000941,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.150801,0.000000,-0.036023,0.544374,0.036023,0.007205,-0.005128,0.001479,-0.014652,0.000957,-0.000191,-0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.160077,0.000000,-0.029692,0.539741,0.029692,0.005938,-0.001709,0.001226,-0.043956,0.000969,-0.000191,-0.032479,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.170441,0.000000,-0.028905,0.604155,0.028905,0.005781,-0.032479,0.001194,-0.024420,0.000981,-0.000191,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.183867,0.000000,-0.018236,0.604155,0.018236,0.003647,0.018803,0.000768,-0.063492,0.000991,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.190166,0.000000,0.004500,0.573072,-0.004500,-0.000900,0.001709,-0.000142,0.092796,0.000991,-0.000191,0.001709,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.200323,0.000000,-0.035084,0.558366,0.035084,0.007017,0.001709,0.001442,-0.063492,0.001005,-0.000191,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.210671,0.000000,0.007807,0.558366,-0.007807,-0.001561,0.018803,-0.000274,-0.053724,0.001002,-0.000191,-0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.220322,0.000000,0.024277,0.538596,-0.024277,-0.004855,-0.005128,-0.000933,-0.024420,0.000993,-0.000191,0.005128,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.230000,0.000000,0.023751,0.544903,-0.023751,-0.004750,0.005128,-0.000912,0.004884,0.000985,-0.000191,-0.008547,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.240060,0.000000,0.008157,0.544903,-0.008157,-0.001631,-0.008547,-0.000288,-0.034188,0.000982,-0.000191,0.011966,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.252312,0.000000,0.019013,0.620884,-0.019013,-0.003803,0.011966,-0.000722,-0.043956,0.000973,-0.000191,0.018803,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
38.260927,0.000000,0.034576,0.554388,-0.034576,-0.006915,0.018803,-0.001345,0.014652,0.000961,-0.000191,0.015385,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000,30.0000
