epoch,train_loss,val_loss,lr
1,0.22424784854181812,0.056886348981633146,0.001
2,0.03279425412352778,0.013458414140165362,0.001
3,0.011845294691813299,0.00781225240510753,0.001
4,0.007910273156455185,0.004898300971517451,0.001
5,0.005557038393826821,0.0037854599511712534,0.001
6,0.0044016509770582884,0.0028359433162447986,0.001
7,0.0032715904860733413,0.002181179153645395,0.001
8,0.0028969828540889118,0.0019154625339831552,0.001
9,0.0024705506276148253,0.0023503339459371364,0.001
10,0.0024993284738773847,0.0018128261401946855,0.001
11,0.002127296538848398,0.0016304807649909431,0.001
12,0.001967658282408857,0.0019829702115832615,0.001
13,0.0018157507858087875,0.0014600962018355345,0.001
14,0.001667811958771995,0.0014949807103197927,0.001
15,0.0016479770704689953,0.0018030797028874294,0.001
16,0.0016334326876104514,0.0011588303639919648,0.001
17,0.001499064286581726,0.0021845235879349913,0.001
18,0.001604569668117433,0.0012141068832168722,0.001
19,0.0013311152418072408,0.0015529802369558786,0.001
20,0.0014151025499798294,0.0013435159939237766,0.001
21,0.0012247749453044344,0.001249501585530547,0.001
22,0.001274647757721444,0.0011459184110037281,0.001
23,0.0012034420942903584,0.0025533967330040905,0.001
24,0.001374737491719743,0.0011531024978249373,0.001
25,0.0012390990695780796,0.00113314615500868,0.001
26,0.001189480201763093,0.0017387492980203059,0.001
27,0.0010925168454105783,0.0012503303720767045,0.001
28,0.0011185535195912433,0.0010889475069677408,0.001
29,0.0011823168818432934,0.0010657179556412893,0.001
30,0.001060302877941957,0.0010989324088232257,0.001
31,0.001029376559254005,0.0010674569574702117,0.001
32,0.0010951825863339453,0.0015863114573921148,0.001
33,0.0011632064619085665,0.0016474312410140648,0.001
34,0.00105325522669392,0.0009779439053028568,0.001
35,0.0009606127965494863,0.0014336395676399017,0.001
36,0.0011719423939243086,0.0009673425231256291,0.001
37,0.0011070947532948012,0.0021086559844856016,0.001
38,0.0010914618786201518,0.0017779853168086936,0.001
39,0.0009842465703303997,0.0010350404429631547,0.001
40,0.0009813664521838928,0.001627273365863177,0.001
41,0.0009237319607144365,0.001075652011264211,0.001
42,0.000937386615993853,0.0013279801121172615,0.001
43,0.0009393696175713061,0.0010327984182896396,0.001
44,0.0010676589493966127,0.0009993182810652268,0.001
45,0.0008904585821761026,0.002195003520872476,0.001
46,0.001185641903231223,0.0010264964341424787,0.001
47,0.0008072899071436025,0.0009555665176146879,0.001
48,0.0010215991055274494,0.0010735500667594436,0.001
49,0.0009199796757923486,0.0009887337440855674,0.001
50,0.0008485419558297493,0.0017271539024236557,0.001
51,0.0008781262072455934,0.0017986029481045647,0.001
52,0.001135956496796292,0.0009932344244060736,0.001
53,0.000837088715380583,0.001548599653865378,0.001
54,0.0008089172017052133,0.0009380991269165698,0.001
55,0.0008447742216989526,0.0008051098732309591,0.001
56,0.0008623708405683183,0.0007900364393503684,0.001
57,0.0007859568796657885,0.000995933508966118,0.001
58,0.0007713358498051062,0.0007944843319889445,0.001
59,0.0007220538468378731,0.0009398606269516879,0.001
60,0.0008194595354442031,0.000902671457375758,0.001
61,0.000772348644100448,0.001476519241825574,0.001
62,0.0007083385120122096,0.0009467223576572524,0.001
63,0.0008637681243240706,0.0014045745333354188,0.001
64,0.0007428209974955863,0.0009582686014115237,0.001
65,0.0008966364352526063,0.001421720483320423,0.001
66,0.000909975606104375,0.001051616596414222,0.001
67,0.0007871675960277804,0.0008645575960230433,0.001
68,0.0007189350893211543,0.001299197699737329,0.001
69,0.0007537016028172185,0.001260662354174683,0.001
70,0.0008750247244691302,0.0011614424085968898,0.001
71,0.00078129436289414,0.0011712284600481583,0.001
72,0.0007453982831719212,0.001234057023583983,0.001
73,0.000700208828306924,0.0010785448017657504,0.001
74,0.000773224043739466,0.0009554493475832746,0.001
75,0.000680337888865262,0.0008298686317478617,0.001
76,0.0008027926708261172,0.001020723851954835,0.001
77,0.0006808861035407863,0.0011538231196120763,0.0005
78,0.0006078715504815754,0.0007677565212361514,0.0005
79,0.0005750248273317185,0.0007708307731753358,0.0005
80,0.0005868515091287529,0.0007551717053020261,0.0005
81,0.000577804504477809,0.0005661730050571008,0.0005
82,0.0005693830294996246,0.0008388578201222242,0.0005
83,0.0005675170118880705,0.0007089528281532196,0.0005
84,0.0005626111535124609,0.0007311617850095161,0.0005
85,0.0005658068840439694,0.0011424268229713297,0.0005
