time_s,f_des_N,f_raw_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s
0.012453,0.000000,-0.016277,0.000000,-0.008547,-0.000191,-0.014652
0.020425,0.000000,-0.016277,0.000000,-0.011966,-0.000191,0.004884
0.031118,0.000000,-0.033962,0.000000,0.005128,-0.000191,-0.063492
0.040355,0.000000,-0.033962,0.000000,-0.015385,-0.000191,0.053724
0.050326,0.000000,0.031503,0.000000,-0.011966,-0.000191,-0.141636
0.060316,0.000000,0.005034,0.000000,-0.005128,-0.000191,0.024420
0.070392,0.000000,0.005034,0.000000,-0.015385,-0.000191,-0.034188
0.080137,0.000000,-0.014862,0.000000,-0.005128,-0.000191,-0.043956
0.090000,0.000000,-0.026461,0.000000,-0.001709,-0.000191,0.053724
0.100150,0.000000,-0.026461,0.000000,0.001709,-0.000191,-0.024420
0.110741,0.000000,-0.040289,0.000000,0.005128,-0.000191,-0.151404
0.120357,0.000000,0.050583,0.000000,-0.005128,0.000191,0.151404
0.130589,0.000000,0.050583,0.000000,-0.001709,-0.000191,-0.112332
0.140030,0.000000,-0.007795,0.000000,-0.005128,-0.000191,-0.004884
0.150070,0.000000,-0.016475,0.000000,-0.005128,-0.000191,-0.004884
0.160221,0.000000,-0.016475,0.000000,-0.011966,-0.000191,-0.043956
0.170460,0.000000,-0.035023,0.000000,-0.008547,-0.000191,-0.043956
0.180913,0.000000,-0.035023,0.000000,-0.005128,-0.000191,-0.004884
0.191747,0.000000,0.028650,0.000000,-0.005128,-0.000191,0.063492
0.200000,0.000000,0.011021,0.000000,-0.008547,-0.000191,-0.024420
0.210028,0.000000,0.011021,0.000000,0.001709,-0.000191,0.014652
0.220010,0.000000,-0.021337,0.000000,0.001709,-0.000191,0.063492
0.230142,0.000000,-0.023755,0.000000,-0.008547,-0.000191,-0.092796
0.240932,0.000000,-0.023755,0.000000,0.001709,-0.000191,-0.004884
0.250268,0.000000,-0.043455,0.000000,-0.001709,-0.000191,0.043956
0.261192,0.000000,0.046818,0.000000,-0.005128,-0.000191,-0.092796
0.270257,0.000000,0.046818,0.000000,-0.011966,-0.000191,-0.073260
0.280170,0.000000,0.001785,0.000000,0.005128,-0.000191,-0.102564
0.290193,0.000000,-0.018400,0.000000,0.008547,-0.000191,0.014652
0.300201,0.000000,-0.018400,0.000000,-0.011966,-0.000191,0.024420
0.310572,0.000000,-0.033581,0.000000,-0.008547,-0.000191,-0.083028
0.320206,0.000000,0.013790,0.000000,-0.001709,-0.000191,-0.004884
0.330335,0.000000,0.013790,0.000000,-0.005128,-0.000191,-0.014652
0.340204,0.000000,0.023076,0.000000,-0.001709,-0.000191,-0.210012
0.350115,0.000000,0.023076,0.000000,0.001709,-0.000191,-0.024420
0.360000,0.000000,-0.023598,0.000000,-0.011966,-0.000191,-0.024420
0.373120,0.000000,-0.022456,0.000000,0.001709,-0.000191,-0.004884
0.380472,0.000000,-0.022456,0.000000,0.001709,0.000191,0.102564
0.390200,0.000000,-0.038285,0.000000,-0.001709,-0.000191,0.024420
0.400381,0.000000,0.035708,0.000000,-0.001709,-0.000191,-0.043956
0.410000,0.000000,0.035708,0.000000,-0.008547,-0.000191,-0.004884
0.420000,0.000000,0.003211,0.000000,0.001709,-0.000191,-0.112332
0.430048,0.000000,-0.018531,0.000000,-0.005128,0.000191,0.112332
0.440912,0.000000,-0.018531,0.000000,-0.011966,-0.000191,-0.024420
0.450881,0.000000,-0.032443,0.000000,0.008547,-0.000191,-0.014652
0.460296,0.000000,-0.014202,0.000000,-0.008547,-0.000191,-0.053724
0.470384,0.000000,-0.014202,0.000000,-0.011966,0.000191,0.131868
0.480000,0.000000,0.035101,0.000000,0.005128,0.000191,0.092796
0.490202,0.000000,-0.009754,0.000000,-0.008547,-0.000191,0.053724
0.500512,0.000000,-0.009754,0.000000,0.001709,-0.000191,0.004884
0.510996,0.000000,-0.020249,0.000000,0.005128,-0.000191,0.063492
0.521328,0.000000,-0.020249,0.000000,-0.008547,0.000191,0.200244
0.531227,0.000000,-0.035804,0.000000,-0.008547,-0.000191,0.014652
0.540000,0.000000,0.034301,0.000000,-0.001709,-0.000191,-0.053724
0.550016,0.000000,0.034301,0.000000,-0.011966,-0.000191,-0.034188
0.560543,0.000000,0.005878,0.000000,-0.011966,-0.000191,0.063492
0.570167,0.000000,-0.015429,0.000000,-0.001709,-0.000191,-0.004884
0.581377,0.000000,-0.015429,0.000000,-0.001709,-0.000191,0.014652
0.592415,0.000000,-0.031588,0.000000,-0.008547,-0.000191,-0.004884
0.600074,0.000000,-0.028888,0.000000,-0.008547,-0.000191,-0.053724
0.610149,0.000000,-0.028888,0.000000,-0.015385,-0.000191,-0.112332
0.621604,0.000000,0.041006,0.000000,-0.001709,-0.000191,0.024420
0.630441,0.000000,-0.007775,0.000000,-0.005128,-0.000191,0.034188
0.640035,0.000000,-0.007775,0.000000,0.005128,-0.000191,0.073260
0.650291,0.000000,-0.019477,0.000000,-0.005128,-0.000191,-0.014652
0.660530,0.000000,-0.039474,0.000000,-0.011966,-0.000191,-0.014652
0.670332,0.000000,-0.039474,0.000000,-0.005128,-0.000191,0.014652
0.680000,0.000000,0.027319,0.000000,-0.008547,-0.000191,-0.034188
0.690467,0.000000,0.027319,0.000000,-0.005128,-0.000191,-0.034188
0.700259,0.000000,0.010390,0.000000,0.008547,0.000191,0.131868
0.710530,0.000000,-0.019008,0.000000,-0.015385,-0.000191,-0.043956
0.720875,0.000000,-0.019008,0.000000,0.001709,-0.000191,-0.014652
0.730259,0.000000,-0.028175,0.000000,0.005128,-0.000191,0.024420
0.740165,0.000000,-0.040140,0.000000,0.001709,-0.000191,0.014652
0.751094,0.000000,-0.040140,0.000000,-0.005128,-0.000191,-0.063492
0.760412,0.000000,0.044696,0.000000,-0.005128,-0.000191,-0.043956
0.770000,0.000000,-0.005578,0.000000,0.001709,-0.000191,0.004884
0.780240,0.000000,-0.005578,0.000000,0.001709,-0.000191,0.053724
0.790087,0.000000,-0.014342,0.000000,-0.011966,-0.000191,-0.034188
0.800203,0.000000,-0.014342,0.000000,0.001709,-0.000191,0.083028
0.810273,0.000000,-0.035956,0.000000,-0.005128,-0.000191,-0.024420
0.821430,0.000000,0.012812,0.000000,0.008547,-0.000191,0.112332
0.830910,0.000000,0.012812,0.000000,-0.005128,-0.000191,-0.004884
0.840000,0.000000,0.008356,0.000000,0.008547,-0.000191,-0.122100
0.850000,0.000000,-0.021244,0.000000,-0.011966,-0.000191,0.014652
0.860289,0.000000,-0.021244,0.000000,-0.008547,-0.000191,-0.034188
0.870325,0.000000,-0.020768,0.000000,-0.005128,-0.000191,-0.063492
0.880466,0.000000,-0.036550,0.000000,-0.011966,-0.000191,0.034188
0.890097,0.000000,-0.036550,0.000000,0.001709,0.000191,0.180708
0.901142,0.000000,0.034072,0.000000,-0.001709,-0.000191,-0.004884
0.910951,0.000000,-0.006293,0.000000,0.001709,-0.000191,0.014652
0.920091,0.000000,-0.006293,0.000000,-0.001709,-0.000191,0.063492
0.930106,0.000000,-0.020455,0.000000,-0.005128,-0.000191,-0.053724
0.941154,0.000000,-0.020455,0.000000,0.005128,-0.000191,0.014652
0.950000,0.000000,-0.035312,0.000000,0.001709,-0.000191,0.004884
0.960192,0.000000,-0.019988,0.000000,0.005128,-0.000191,0.004884
0.971566,0.000000,0.028229,0.000000,-0.005128,-0.000191,0.004884
0.980063,0.000000,0.028229,0.000000,-0.015385,-0.000191,-0.141636
0.990088,0.000000,-0.021855,0.000000,0.001709,-0.000191,0.043956
1.003957,0.000000,-0.028492,0.000000,-0.001709,-0.000191,-0.053724
1.010550,0.000000,-0.028492,0.000000,-0.005128,-0.000191,0.014652
1.020250,0.000000,-0.037364,0.000000,0.005128,-0.000191,0.043956
1.030467,0.000000,-0.037364,0.000000,0.005128,-0.000191,0.024420
