time_s,f_des_N,f_raw_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s
0.010000,0.000000,0.398853,0.000000,0.001709,-0.000191,-0.014652
0.020303,0.000000,0.398853,0.000000,0.005128,-0.000191,-0.073260
0.030198,0.000000,0.381816,0.000000,0.011966,-0.000191,0.014652
0.040329,0.000000,0.381816,0.000000,-0.022222,-0.000191,-0.092796
0.050094,0.000000,0.345320,0.000000,0.011966,-0.000191,-0.043956
0.060093,0.000000,0.335071,0.000000,-0.011966,-0.000191,0.004884
0.073146,0.000000,0.335071,0.000000,0.008547,-0.000191,-0.004884
0.081765,0.000000,0.334038,0.000000,-0.005128,-0.000191,-0.034188
0.091328,0.000000,0.412584,0.000000,-0.011966,-0.000191,0.024420
0.101149,0.000000,0.412584,0.000000,0.011966,-0.000191,-0.004884
0.110423,0.000000,0.357376,0.000000,-0.015385,-0.000191,0.053724
0.120605,0.000000,0.353716,0.000000,-0.008547,-0.000191,0.053724
0.132110,0.000000,0.353716,0.000000,0.005128,-0.000191,0.034188
0.140000,0.000000,0.346413,0.000000,0.011966,-0.000191,0.034188
0.150089,0.000000,0.346413,0.000000,-0.008547,-0.000191,0.063492
0.160000,0.000000,0.395532,0.000000,0.015385,-0.000191,-0.014652
0.170064,0.000000,0.385525,0.000000,0.011966,-0.000191,-0.043956
0.180004,0.000000,0.385525,0.000000,-0.001709,-0.000191,0.102564
0.190008,0.000000,0.354958,0.000000,0.008547,-0.000191,0.092796
0.200000,0.000000,0.335638,0.000000,0.005128,-0.000191,-0.034188
0.210000,0.000000,0.335638,0.000000,-0.001709,-0.000191,-0.034188
0.220160,0.000000,0.343058,0.000000,0.015385,-0.000191,-0.014652
0.232388,0.000000,0.401491,0.000000,0.001709,-0.000191,0.034188
0.240523,0.000000,0.401491,0.000000,0.015385,-0.000191,-0.141636
0.250274,0.000000,0.368162,0.000000,0.001709,-0.000191,-0.024420
0.261510,0.000000,0.341985,0.000000,-0.011966,-0.000191,-0.122100
0.271078,0.000000,0.341985,0.000000,-0.001709,-0.000191,-0.004884
0.280333,0.000000,0.335781,0.000000,0.005128,-0.000191,-0.004884
0.290503,0.000000,0.335781,0.000000,-0.018803,-0.000191,-0.063492
0.300121,0.000000,0.360381,0.000000,0.001709,-0.000191,0.043956
0.310236,0.000000,0.396594,0.000000,0.005128,-0.000191,-0.043956
0.320247,0.000000,0.396594,0.000000,-0.008547,-0.000191,-0.063492
0.330420,0.000000,0.352694,0.000000,-0.001709,-0.000191,0.014652
0.340410,0.000000,0.344543,0.000000,0.008547,-0.000191,-0.112332
0.350212,0.000000,0.344543,0.000000,0.005128,-0.000191,-0.014652
0.360413,0.000000,0.346042,0.000000,0.001709,-0.000191,0.024420
0.370529,0.000000,0.421349,0.000000,-0.011966,-0.000191,-0.024420
0.380201,0.000000,0.421349,0.000000,0.005128,-0.000191,0.083028
0.390165,0.000000,0.388819,0.000000,0.001709,-0.000191,-0.034188
0.400499,0.000000,0.360837,0.000000,-0.008547,-0.000191,0.034188
0.411040,0.000000,0.360837,0.000000,-0.008547,-0.000191,-0.024420
0.420633,0.000000,0.341105,0.000000,-0.001709,-0.000191,0.014652
0.430608,0.000000,0.341105,0.000000,0.001709,-0.000191,-0.014652
0.440268,0.000000,0.336006,0.000000,0.001709,-0.000191,0.024420
0.450235,0.000000,0.417322,0.000000,-0.032479,-0.000191,-0.014652
0.460000,0.000000,0.417322,0.000000,0.001709,-0.000191,-0.131868
0.470000,0.000000,0.366237,0.000000,-0.001709,-0.000191,0.024420
0.481008,0.000000,0.372997,0.000000,-0.015385,-0.000191,0.063492
0.490069,0.000000,0.372997,0.000000,0.001709,-0.000191,0.004884
0.500760,0.000000,0.352695,0.000000,-0.005128,-0.000191,0.083028
0.510005,0.000000,0.352695,0.000000,0.015385,-0.000191,0.004884
0.520269,0.000000,0.424534,0.000000,-0.005128,-0.000191,0.004884
0.530281,0.000000,0.391512,0.000000,-0.018803,-0.000191,0.004884
0.540297,0.000000,0.391512,0.000000,0.001709,-0.000191,-0.043956
0.550398,0.000000,0.353278,0.000000,0.001709,-0.000191,0.083028
0.560265,0.000000,0.352263,0.000000,-0.015385,-0.000191,-0.073260
0.571638,0.000000,0.352263,0.000000,-0.008547,-0.000191,0.034188
0.580630,0.000000,0.334719,0.000000,-0.008547,-0.000191,0.024420
0.591374,0.000000,0.461705,0.000000,-0.005128,-0.000191,-0.043956
0.600000,0.000000,0.461705,0.000000,0.008547,-0.000191,0.034188
0.610083,0.000000,0.407468,0.000000,0.008547,-0.000191,0.053724
0.620104,0.000000,0.363726,0.000000,-0.008547,-0.000191,-0.004884
0.630190,0.000000,0.363726,0.000000,0.001709,-0.000191,0.053724
0.640478,0.000000,0.334816,0.000000,-0.029060,-0.000191,-0.043956
0.650906,0.000000,0.334816,0.000000,-0.008547,-0.000191,0.024420
0.661635,0.000000,0.393932,0.000000,-0.001709,-0.000191,-0.102564
0.670000,0.000000,0.383320,0.000000,-0.005128,-0.000191,0.073260
0.680000,0.000000,0.383320,0.000000,0.011966,-0.000191,0.004884
0.690000,0.000000,0.349967,0.000000,-0.015385,-0.000191,0.014652
0.700891,0.000000,0.348766,0.000000,-0.005128,-0.000191,0.034188
0.710189,0.000000,0.348766,0.000000,-0.018803,-0.000191,-0.112332
0.720588,0.000000,0.335967,0.000000,-0.029060,-0.000191,-0.043956
0.732323,0.000000,0.421017,0.000000,0.015385,-0.000191,-0.073260
0.740000,0.000000,0.421017,0.000000,-0.005128,-0.000191,0.092796
0.750227,0.000000,0.382201,0.000000,-0.008547,-0.000191,0.004884
0.760310,0.000000,0.354741,0.000000,0.011966,-0.000191,0.024420
0.770667,0.000000,0.354741,0.000000,0.011966,-0.000191,0.004884
0.780537,0.000000,0.331001,0.000000,0.018803,-0.000191,0.053724
0.790296,0.000000,0.374115,0.000000,0.005128,-0.000191,0.043956
0.801696,0.000000,0.374115,0.000000,-0.015385,-0.000191,-0.004884
0.810122,0.000000,0.381776,0.000000,0.018803,-0.000191,-0.004884
0.820000,0.000000,0.356241,0.000000,-0.029060,-0.000191,-0.014652
0.830000,0.000000,0.356241,0.000000,-0.005128,-0.000191,0.043956
0.841173,0.000000,0.347978,0.000000,0.011966,-0.000191,-0.034188
0.850501,0.000000,0.324989,0.000000,0.001709,-0.000191,0.053724
0.860349,0.000000,0.324989,0.000000,0.011966,-0.000191,-0.083028
0.870000,0.000000,0.397401,0.000000,0.005128,-0.000191,0.043956
0.880001,0.000000,0.397401,0.000000,-0.005128,-0.000191,0.102564
0.890007,0.000000,0.360098,0.000000,0.011966,-0.000191,-0.014652
0.900286,0.000000,0.341199,0.000000,0.008547,-0.000191,0.043956
0.910452,0.000000,0.341199,0.000000,0.001709,-0.000191,0.102564
0.920395,0.000000,0.347449,0.000000,0.015385,-0.000191,0.063492
0.930000,0.000000,0.358944,0.000000,-0.032479,-0.000191,-0.102564
0.940000,0.000000,0.358944,0.000000,0.001709,-0.000191,0.014652
0.950191,0.000000,0.404473,0.000000,0.011966,-0.000191,0.063492
0.960296,0.000000,0.419545,0.000000,-0.005128,-0.000191,0.092796
0.970323,0.000000,0.419545,0.000000,-0.001709,-0.000191,0.024420
0.982545,0.000000,0.381600,0.000000,0.005128,-0.000191,0.053724
0.990000,0.000000,0.341244,0.000000,0.022222,-0.000191,0.083028
1.000462,0.000000,0.341244,0.000000,-0.011966,-0.000191,-0.014652
1.010219,0.000000,0.417857,0.000000,0.008547,-0.000191,-0.043956
1.020185,0.000000,0.417857,0.000000,-0.001709,-0.000191,-0.024420
1.030061,0.000000,0.371171,0.000000,-0.005128,-0.000191,-0.151404
1.040067,0.000000,0.361021,0.000000,0.005128,-0.000191,-0.014652
1.050146,0.000000,0.361021,0.000000,-0.005128,-0.000191,0.004884
1.060570,0.000000,0.346656,0.000000,0.008547,-0.000191,-0.043956
1.071471,0.000000,0.349274,0.000000,-0.008547,-0.000191,-0.063492
1.080344,0.000000,0.349274,0.000000,-0.011966,-0.000191,-0.043956
1.090152,0.000000,0.425558,0.000000,0.008547,-0.000191,0.014652
1.100000,0.000000,0.365709,0.000000,0.011966,-0.000191,0.151404
1.110035,0.000000,0.365709,0.000000,-0.018803,-0.000191,0.073260
1.120182,0.000000,0.348874,0.000000,-0.011966,-0.000191,-0.034188
1.130351,0.000000,0.344197,0.000000,0.001709,-0.000191,0.004884
1.141238,0.000000,0.344197,0.000000,0.001709,-0.000191,0.024420
1.150486,0.000000,0.419599,0.000000,-0.011966,-0.000191,-0.004884
