time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,tau_meas1_Nm,tau_meas2_Nm,tau_meas3_Nm,G1_Nm,G2_Nm,G3_Nm,Cqdot1_Nm,Cqdot2_Nm,Cqdot3_Nm,tau_res1_Nm,tau_res2_Nm,tau_res3_Nm,f_ctrl_N,f_des_N,f_err_N,xdot_des_x,xdot_des_y,xdot_des_z,qdot_des1_rad_s,qdot_des2_rad_s,qdot_des3_rad_s,q_des1_rad,q_des2_rad,q_des3_rad,kp1,kp2,kp3,kd1,kd2,kd3,m_adm,xdot_alpha,b_adm,k_adm,lpf_alpha,vel_limit,f_ati_N
289.37840680000227,-0.003242542153047978,0.7985015640497444,-0.789727626459144,-0.004884004884004867,-0.004884004884004867,0.024420024420024333,0.03247863247863236,0.3230769230769228,0.2581196581196581,0.0,1.219503401607859,0.3672722628733879,-6.142369035616786e-07,1.740111831320154e-06,-9.393790919053103e-08,0.032479246715535925,-0.8964282186427674,-0.1091525108158206,5.82912678784694,0.0,-5.32912678784694,-0.03526408461113227,9.713018299408538e-05,-0.0004010191276234254,0.0,0.331064351341547,-0.6231803721954564,0.0,0.815182649738813,-0.7752504259374478,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,5.793410301208496
289.41595059999963,-0.003242542153047978,0.798120088502327,-0.7901091020065614,0.06349206349206327,-0.05372405372405353,-0.0439560439560438,0.029059829059828957,0.29914529914529897,0.3059829059829058,0.0,1.219839430245857,0.3672746145945383,8.976367268456678e-05,7.944356817558073e-05,-1.133094935739165e-05,0.02897006538714439,-0.9207735746687337,-0.061280377662275134,5.827829082794149,0.0,-5.327829082794149,-0.03526099975171099,9.714823269287369e-05,-0.00038348757147457595,0.0,0.3309082019321845,-0.6228530600033512,0.0,0.8276062010896429,-0.7986346966499607,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,5.818793773651123
289.4293084999954,-0.002861066605630569,0.8026977950713359,-0.7973571374074921,0.0439560439560438,0.23931623931623847,-0.44444444444444287,0.022222222222222143,0.5213675213675213,0.011965811965811923,0.0,1.2158336800686458,0.3672811620264545,-0.00027484859419322095,-3.570663984700351e-05,-0.00023007929999594497,0.022497070816415363,-0.6944304520612775,-0.3550852707606466,5.814417667412326,0.0,-5.314417667412326,-0.03510620775147015,8.553189793573158e-05,-0.0004045227334765829,0.0,0.3271126541561624,-0.6145723987266264,0.0,0.8319757392112064,-0.8068440932923013,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,3.186596632003784
289.4531728000002,-0.002861066605630569,0.8072755016403448,-0.8114717326619363,0.0146520146520146,0.073260073260073,-0.47374847374847207,0.01538461538461533,0.7846153846153845,0.10769230769230731,0.0,1.2118056050589834,0.3672831663501252,-2.8412849702458288e-05,0.0006342657717704378,-2.186662742598438e-05,0.015413028234317788,-0.42782448621536934,-0.2595689920303919,5.783850594109105,0.0,-5.283850594109105,-0.03483652072784291,8.534333443501599e-05,-0.00031539114055846676,0.0,0.32018876855987677,-0.5995703236176781,0.0,0.8396168200422831,-0.8211524193690818,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,3.058478355407715
289.4801813000013,-0.002861066605630569,0.8107087815671015,-0.8278751812008849,0.06349206349206327,0.08302808302808273,-0.5616605616605632,0.03247863247863236,0.7606837606837606,0.18632478632478655,0.0,1.2087205451231986,0.36723228438179406,-0.00014417981587363062,0.0009715108489964795,-2.8905383275201482e-05,0.032622812294506,-0.44900829528843444,-0.1808785926737323,5.736862145208532,0.0,-5.236862145208532,-0.03447136221077205,8.519483840421338e-05,-0.00015527663504985394,0.0,0.3119612659820623,-0.5819657715758872,0.0,0.8480424258949035,-0.8368704419113306,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,3.1252856254577637
289.50180819999514,-0.002861066605630569,0.814905012588693,-0.8381750209811549,0.08302808302808273,0.15140415140415087,-0.5421245421245438,0.059829059829059617,0.8017094017094015,0.1042735042735039,0.0,1.2049533173468914,0.36718696292650227,-0.0003385343675710593,0.0006312495768847509,-9.661207135898563e-05,0.060167594196630675,-0.4038751652143746,-0.2628168465816394,5.673960850458368,0.0,-5.173960850458368,-0.033989098511349985,8.501481463988595e-05,-0.00011533401134774893,0.0,0.3046922284682372,-0.566974141568129,0.0,0.854631974248893,-0.8491323349701303,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,2.731279134750366
289.52772739999637,-0.002861066605630569,0.8202456702525367,-0.8561043717097732,-0.0146520146520146,0.14163614163614113,-0.5518925518925535,0.059829059829059617,0.856410256410256,0.20000000000000018,0.0,1.2000583446717354,0.3670502883414092,5.695719590558741e-05,0.0006316129223270806,-8.51359394185127e-05,0.05977210263315403,-0.3442797011838065,-0.1669651524019905,5.592075311372195,0.0,-5.092075311372195,-0.03335932235779576,8.477484900559011e-05,1.2936476114755458e-05,0.0,0.29426418038744284,-0.5451931902069569,0.0,0.8622590663935521,-0.863263306306411,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,1.9594614505767822
289.5516936999993,-0.002861066605630569,0.8248233768215456,-0.8728892957961392,0.05372405372405353,0.17094017094017033,-0.5616605616605632,0.03247863247863236,0.9111111111111114,0.23076923076923084,0.0,1.1957728041233169,0.36686220481312,-0.00025279915301179584,0.0005683310337632111,-0.00012651105799415982,0.03273143163164416,-0.28523002404596864,-0.135966462985895,5.484912555140641,0.0,-4.984912555140641,-0.03256961340386374,8.455943705637094e-05,0.00014578855508395883,0.0,0.2831252466481448,-0.5223783376827053,0.0,0.8690445309931278,-0.8757827822623516,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,1.7596203088760376
289.57653330000176,-0.003242542153047978,0.8294010833905545,-0.8862409399557485,0.08302808302808273,0.11233211233211193,-0.5128205128205146,0.029059829059828957,1.0068376068376068,0.22393162393162402,0.0,1.19148902307747,0.36669325090811294,-0.0002665203666658345,0.0007314243941222772,-5.7087458204103434e-05,0.029326349426494792,-0.1853828406339854,-0.14270453951828482,5.347785829294554,0.0,-4.847785829294554,-0.03158065922564004,9.559163784251817e-05,0.00022399558124047703,0.0,0.2714385437289353,-0.49907356482993936,0.0,0.8757869558446025,-0.8881795699845247,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,1.5360358953475952
289.5922587000023,-0.003242542153047978,0.8320714122224764,-0.8931074998092619,-0.024420024420024333,0.08302808302808273,-0.5030525030525048,0.05641025641025621,1.0683760683760681,0.1555555555555559,0.0,1.1889899362508136,0.36660246725707235,6.0346195119696856e-05,0.0007493253496955389,-3.03625649350033e-05,0.056349910215136516,-0.12136319322444103,-0.21101654913658147,5.175806437225956,0.0,-4.675806437225956,-0.03039073848682994,9.545093871661945e-05,0.00025500488337767784,0.0,0.25972546625934273,-0.4766105921602774,0.0,0.8798712426918521,-0.8956744621907297,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,1.179828405380249
289.6100376999966,-0.003242542153047978,0.8343602655069808,-0.9030258640421145,0.08302808302808273,0.1318681318681314,-0.5518925518925535,0.03247863247863236,1.1982905982905985,0.28205128205128194,0.0,1.1867394100901014,0.36642086900479864,-0.00031488456871865466,0.0007893959337846652,-7.931340315628611e-05,0.03279351704735102,0.010761792266712387,-0.08429027355036042,4.9573926823915535,0.0,-4.4573926823915535,-0.02889285659094534,9.531543176638917e-05,0.0003460351241228195,0.0,0.24493557870956792,-0.4481701575964817,0.0,0.8842259523443418,-0.9036424794200983,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,1.2049696445465088
289.61669529999926,-0.003242542153047978,0.8362676432440679,-0.909129472800793,0.12210012210012167,0.12210012210012167,-0.6691086691086703,0.059829059829059617,1.2324786324786325,0.24786324786324787,0.0,1.1849030489362915,0.3663118977323755,-0.00044660858840235785,0.0014499928203310828,-7.208741307103089e-05,0.06027566841746197,0.04612559072200995,-0.11837656245605659,4.709994420527393,0.0,-4.209994420527393,-0.02721050125021373,9.520831856683131e-05,0.0003874118363014878,0.0,0.2295541596094845,-0.4191485101916377,0.0,0.8857542321179672,-0.9064330025426628,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,1.2049696445465088
289.62241569999605,-0.003242542153047978,0.8370305943389027,-0.9125627527275497,0.03418803418803407,0.18070818070818007,-0.571428571428573,0.0495726495726494,1.2461538461538462,0.3025641025641024,0.0,1.1841385549428596,0.36623919391381604,-0.00017388604716333416,0.0005480515787009767,-0.00014556719031403578,0.04974653561981273,0.06146723963228561,-0.06352952415939962,4.444286100884721,0.0,-3.944286100884721,-0.02542461701812469,9.516131634480313e-05,0.00041979668662257553,0.0,0.21391996247812503,-0.3899936790394463,0.0,0.8869779398706403,-0.908663922382988,10.0,25.0,15.0,1.0,1.8,1.5,0.0,1.0,150.0,20.0,0.1,1.0,0.7989281415939331
