time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,tau_meas1_Nm,tau_meas2_Nm,tau_meas3_Nm,f_des_N,f_gmo_N,f_sensor_N,r1_Nm,r2_Nm,r3_Nm,tau_cmd1_Nm,tau_cmd2_Nm,tau_cmd3_Nm,q_des1_rad,q_des2_rad,q_des3_rad,qdot_des1_rad_s,qdot_des2_rad_s,qdot_des3_rad_s,k_obs,m_adm,xdot_alpha,b_adm,k_adm,kp1,kp2,kp3,kd1,kd2,kd3,use_ati
70.89214229999925,-0.0036240177004653873,0.8160494392309452,-0.8435156786449987,-0.0146520146520146,-0.0146520146520146,0.2490842490842482,0.05641025641025621,0.4735042735042736,0.38803418803418843,0.0,4.32836132755846,5.896329950856162,-0.032217328531365316,0.39304369942967077,-0.04958623076894242,0.05089219165666847,1.2826084520194738,-1.058180772725315,0.0,0.8387485191462898,-0.8180671774593341,0.0,0.38264323764568486,-0.7108546112559405,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
70.9118819999967,-0.0036240177004653873,0.8156679636835278,-0.8412268253604942,0.004884004884004867,-0.15140415140415087,0.22954822954822873,0.011965811965811923,0.6615384615384619,0.19658119658119677,0.0,3.749723093761903,6.009195711311594,-0.03223447213528684,0.37988582494731,-0.021263427962156557,0.031356172120649006,1.610415483491317,-1.1044473997606994,0.0,0.8452972333678492,-0.8302391961964173,0.0,0.3317534826976717,-0.6166263285996734,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
70.92686379999941,-0.003242542153047978,0.8210086213473715,-0.8511451895933468,0.1025641025641022,0.20024420024419953,-0.6398046398046411,0.0495726495726494,0.8358974358974356,0.1623931623931627,0.0,3.279952693512192,6.088201743630395,-0.030477611695663195,0.37286666338514896,0.0014850119456374185,-0.07013868103362242,0.8701132290085655,0.35659614826005837,0.0,0.8495917950316203,-0.8382020950988012,0.0,0.2866519151899472,-0.5315048192433922,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
70.93803149999803,-0.0036240177004653873,0.823297474631876,-0.8557228961623558,-0.06349206349206327,0.14163614163614113,-0.5518925518925535,0.0495726495726494,0.8495726495726492,0.2615384615384615,0.0,3.253487925856795,6.145654880590715,-0.03231555778139358,0.3712457637800314,0.0014213742608090293,0.09973224049671714,0.9906656916956343,0.21689090100489622,0.0,0.8527514015068997,-0.8440538481481629,0.0,0.2829236526472757,-0.5239890980312182,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
70.95700249999936,-0.0036240177004653873,0.8244419012741282,-0.8641153582055388,0.03418803418803407,0.024420024420024333,-0.5518925518925535,0.0495726495726494,0.8837606837606842,0.18632478632478655,0.0,3.138564507358916,5.335111711930468,-0.03185721056004736,0.36492428748646,0.003599974577974517,0.0020521428166198064,1.2792716184514845,0.23577550035540862,0.0,0.8578855492072802,-0.8535468265469115,0.0,0.2706313689326265,-0.5003942015752203,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
70.97045269999944,-0.0036240177004653873,0.8267307545586327,-0.8706004425116347,-0.0146520146520146,0.1318681318681314,-0.34676434676434553,0.03931623931623918,0.8700854700854697,0.206837606837607,0.0,3.0604384345554174,4.471097701944772,-0.03232302174856356,0.3629126987848017,0.006267173992722933,0.05089219165666847,1.1013513951745213,-0.04739029274293094,0.0,0.8614104167937283,-0.8600542937425116,0.0,0.26206804258875904,-0.4838193629508636,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
70.98637929999677,-0.0036240177004653873,0.8282566567483023,-0.8770855268177307,-0.06349206349206327,0.1904761904761898,-0.47374847374847207,0.04273504273504258,0.9316239316239319,0.2136752136752138,0.0,2.908362005591743,4.0031100947762575,-0.03348062337313648,0.3594939326734708,0.012852359582772619,0.09973224049671714,1.0295261827919722,0.1734765369336901,0.0,0.8653485804004671,-0.8673138624687492,0.0,0.247269574636107,-0.45581409261582667,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
71.00081849999697,-0.0036240177004653873,0.8309269855802242,-0.883952086671244,-0.14163614163614113,0.11233211233211193,-0.37606837606837473,0.0529914529914528,0.9555555555555557,0.13846153846153886,0.0,2.815812400512861,3.526749510305477,-0.03580692645573983,0.35504049215027095,0.015210724815824864,0.177876318640795,1.171765045811864,0.063178540787272,0.0,0.8687791614594562,-0.8736267237151015,0.0,0.2375880283493688,-0.4372029784382851,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
71.01187479999862,-0.0036240177004653873,0.8324528877698938,-0.8892927443350878,-0.004884004884004867,0.12210012210012167,-0.3369963369963358,0.04615384615384599,0.9897435897435898,0.17264957264957292,0.0,2.722928773244996,3.2131489526392487,-0.03497246257043445,0.35177826037870025,0.018519283777594608,0.04112418188865874,1.1626222974369118,0.04129534723345507,0.0,0.8713043895069087,-0.8782672820092492,0.0,0.2283972076620879,-0.4197207287657514,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
71.01434410000002,-0.0036240177004653873,0.8332158388647286,-0.89043717097734,0.05372405372405353,0.11233211233211193,-0.49328449328449153,0.04273504273504258,0.9726495726495727,0.19316239316239336,0.0,2.6974578513924463,2.993628562272889,-0.033960514168206474,0.3498764204137335,0.018943956766635715,-0.01748387671939966,1.170625839948907,0.2845517761893753,0.0,0.8718622634053347,-0.87929212489797,0.0,0.22592390479530924,-0.4150337699519408,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
71.01681769999777,-0.0036240177004653873,0.833597314412146,-0.8915815976195922,0.0439560439560438,0.09279609279609247,-0.40537240537240393,0.018803418803418737,0.8666666666666663,0.16923076923076952,0.0,2.6840580841390054,2.8399642890164367,-0.034004897588187734,0.3489958851189956,0.01915393241454388,-0.007715866951389927,1.2076141596630992,0.15859810669258034,0.0,0.8724176401755995,-0.8803120780635688,0.0,0.2245216570054043,-0.41233552980425103,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
71.02013449999868,-0.0036240177004653873,0.8343602655069808,-0.8931074998092619,0.06349206349206327,0.21001221001220927,-0.44444444444444287,0.03931623931623918,0.907692307692308,0.1658119658119661,0.0,2.676940058871386,2.7323992977369205,-0.033525684413454826,0.35072291886909845,0.0203337449995247,-0.027251886487409394,0.9943433794896203,0.22259800161189813,0.0,0.8731591182578525,-0.8816732537687791,0.0,0.22355224374433588,-0.41038823710800454,1.0,0.0,1.0,100.0,10.0,10.0,25.0,15.0,1.0,1.8,1.5,0
