time_s,f_des_N,f_raw_N,f_filt_N,f_err_N,f_joint_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_des_rad,q_rad,tau_meas_Nm,b_adm,k_spring,kp_motor,kd_motor,lpf_alpha,vel_limit
10.230367,0.000000,0.017097,0.011625,-0.011625,-0.002325,-0.000503,-0.014652,0.022851,0.000191,0.087179,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.240000,0.000000,0.017097,0.013266,-0.013266,-0.002653,-0.000569,-0.043956,0.022845,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.250000,0.000000,-0.012553,0.005520,-0.005520,-0.001104,-0.000259,0.004884,0.022843,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.260656,0.000000,-0.029547,-0.005000,0.005000,0.001000,0.000162,-0.004884,0.022845,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.270870,0.000000,-0.029547,-0.012364,0.012364,0.002473,0.000456,0.034188,0.022849,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.280264,0.000000,-0.020395,-0.014774,0.014774,0.002955,0.000553,0.004884,0.022854,0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.290345,0.000000,0.051729,0.005177,-0.005177,-0.001035,-0.000245,0.063492,0.022852,0.000191,0.097436,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.300453,0.000000,0.051729,0.019143,-0.019143,-0.003829,-0.000804,0.024420,0.022844,0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.310411,0.000000,-0.005773,0.011668,-0.011668,-0.002334,-0.000505,-0.034188,0.022839,0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.320058,0.000000,-0.001712,0.007654,-0.007654,-0.001531,-0.000344,-0.034188,0.022836,0.000191,0.090598,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.330080,0.000000,-0.001712,0.004844,-0.004844,-0.000969,-0.000232,-0.024420,0.022833,0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.340143,0.000000,-0.019149,-0.002354,0.002354,0.000471,0.000056,0.014652,0.022834,0.000191,0.100855,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.352614,0.000000,0.045117,0.011887,-0.011887,-0.002377,-0.000514,0.004884,0.022827,0.000191,0.087179,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.361823,0.000000,0.045117,0.021856,-0.021856,-0.004371,-0.000912,0.004884,0.022819,0.000191,0.090598,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.370874,0.000000,0.023743,0.022422,-0.022422,-0.004484,-0.000935,0.053724,0.022810,0.000191,0.097436,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.381679,0.000000,0.023743,0.022819,-0.022819,-0.004564,-0.000951,0.024420,0.022800,0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.390492,0.000000,-0.004575,0.014600,-0.014600,-0.002920,-0.000622,-0.004884,0.022795,0.000191,0.107692,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.400847,0.000000,-0.008736,0.007600,-0.007600,-0.001520,-0.000342,0.043956,0.022791,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.410000,0.000000,-0.008736,0.002699,-0.002699,-0.000540,-0.000146,0.024420,0.022790,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.420194,0.000000,-0.026478,-0.006054,0.006054,0.001211,0.000204,-0.034188,0.022792,0.000191,0.117949,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.431365,0.000000,-0.026478,-0.012181,0.012181,0.002436,0.000449,0.063492,0.022797,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.440668,0.000000,0.076287,0.014359,-0.014359,-0.002872,-0.000613,-0.034188,0.022791,0.000191,0.090598,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.450296,0.000000,-0.017087,0.004925,-0.004925,-0.000985,-0.000235,-0.014652,0.022789,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.464345,0.000000,-0.005856,0.001691,-0.001691,-0.000338,-0.000106,-0.014652,0.022788,0.000191,0.097436,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.471030,0.000000,-0.005856,-0.000573,0.000573,0.000115,-0.000015,-0.014652,0.022787,0.000191,0.087179,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.480812,0.000000,-0.013613,-0.004485,0.004485,0.000897,0.000141,-0.004884,0.022789,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.490106,0.000000,-0.013613,-0.007223,0.007223,0.001445,0.000251,-0.083028,0.022791,0.000191,0.100855,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.500116,0.000000,0.030861,0.004202,-0.004202,-0.000840,-0.000206,0.004884,0.022789,0.000191,0.117949,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.510125,0.000000,0.033027,0.012850,-0.012850,-0.002570,-0.000552,0.014652,0.022784,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.521702,0.000000,0.033027,0.018903,-0.018903,-0.003781,-0.000794,-0.053724,0.022774,0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.530288,0.000000,-0.001774,0.012700,-0.012700,-0.002540,-0.000546,-0.004884,0.022770,0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.540202,0.000000,0.001309,0.009282,-0.009282,-0.001856,-0.000409,-0.043956,0.022766,0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.550408,0.000000,0.001309,0.006890,-0.006890,-0.001378,-0.000314,-0.014652,0.022762,0.000191,0.090598,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.560174,0.000000,-0.024022,-0.002383,0.002383,0.000477,0.000057,-0.024420,0.022763,0.000191,0.100855,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.571096,0.000000,0.055946,0.015116,-0.015116,-0.003023,-0.000643,0.063492,0.022756,0.000191,0.100855,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.580323,0.000000,0.055946,0.027365,-0.027365,-0.005473,-0.001133,-0.053724,0.022745,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.590288,0.000000,0.018515,0.024710,-0.024710,-0.004942,-0.001027,-0.014652,0.022735,0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.600052,0.000000,-0.009203,0.014536,-0.014536,-0.002907,-0.000620,0.131868,0.022729,0.000191,0.090598,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.613294,0.000000,-0.009203,0.007414,-0.007414,-0.001483,-0.000335,0.014652,0.022725,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.620685,0.000000,-0.016753,0.000164,-0.000164,-0.000033,-0.000045,0.014652,0.022724,0.000191,0.097436,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.631636,0.000000,0.010075,0.003137,-0.003137,-0.000627,-0.000164,-0.004884,0.022723,0.000191,0.097436,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.640000,0.000000,0.010075,0.005219,-0.005219,-0.001044,-0.000247,0.063492,0.022721,0.000191,0.097436,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.650229,0.000000,0.040287,0.015739,-0.015739,-0.003148,-0.000668,-0.014652,0.022714,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.660467,0.000000,0.040287,0.023104,-0.023104,-0.004621,-0.000962,-0.004884,0.022704,0.000191,0.097436,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.670509,0.000000,-0.004583,0.014798,-0.014798,-0.002960,-0.000630,0.014652,0.022698,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.680259,0.000000,0.003308,0.011351,-0.011351,-0.002270,-0.000492,0.024420,0.022693,0.000191,0.100855,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.690000,0.000000,0.003308,0.008938,-0.008938,-0.001788,-0.000396,-0.014652,0.022689,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.700063,0.000000,-0.028015,-0.002148,0.002148,0.000430,0.000048,0.034188,0.022689,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.710207,0.000000,0.052697,0.014305,-0.014305,-0.002861,-0.000610,0.034188,0.022683,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.720000,0.000000,0.052697,0.025823,-0.025823,-0.005165,-0.001071,-0.112332,0.022673,0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.732564,0.000000,0.022273,0.024758,-0.024758,-0.004952,-0.001028,0.024420,0.022660,0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.740210,0.000000,0.002284,0.018016,-0.018016,-0.003603,-0.000759,-0.073260,0.022654,0.000191,0.090598,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.750680,0.000000,0.002284,0.013296,-0.013296,-0.002659,-0.000570,0.063492,0.022648,0.000191,0.087179,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.760224,0.000000,-0.016034,0.004497,-0.004497,-0.000899,-0.000218,-0.112332,0.022646,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.770318,0.000000,-0.016034,-0.001662,0.001662,0.000332,0.000028,-0.004884,0.022646,0.000191,0.114530,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.780005,1.000000,-0.021141,-0.007506,1.007506,0.201501,0.040262,0.073260,0.023036,0.000191,0.097436,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.790806,1.000000,0.033940,0.004928,0.995072,0.199014,0.039765,0.014652,0.023466,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.800066,1.000000,0.033940,0.013632,0.986368,0.197274,0.039417,-0.024420,0.023831,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.810012,1.000000,0.029818,0.018488,0.981512,0.196302,0.039222,-0.014652,0.024221,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.823672,1.000000,0.030981,0.022236,0.977764,0.195553,0.039072,0.063492,0.024755,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.830000,1.000000,0.030981,0.024859,0.975141,0.195028,0.038967,0.034188,0.025001,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.840757,1.000000,0.016867,0.022462,0.977538,0.195508,0.039063,0.034188,0.025421,0.000191,0.090598,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.850031,1.000000,0.090140,0.042765,0.957235,0.191447,0.038251,-0.024420,0.025776,0.000191,0.114530,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.860000,1.000000,0.090140,0.056978,0.943022,0.188604,0.037683,-0.024420,0.026152,0.000191,0.104274,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.870001,1.000000,0.077633,0.063174,0.936826,0.187365,0.037435,0.024420,0.026526,0.000191,0.111111,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.882686,1.000000,0.056170,0.061073,0.938927,0.187785,0.037519,-0.063492,0.027002,0.000191,0.114530,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.890055,1.000000,0.056170,0.059602,0.940398,0.188080,0.037578,-0.034188,0.027279,0.000191,0.107692,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.900206,1.000000,0.060156,0.059768,0.940232,0.188046,0.037571,-0.034188,0.027660,0.000191,0.128205,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.914273,1.000000,0.060156,0.059884,0.940116,0.188023,0.037566,0.014652,0.028189,0.000191,0.114530,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.920474,1.000000,0.060856,0.060176,0.939824,0.187965,0.037555,0.092796,0.028422,0.000191,0.117949,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.930959,1.000000,0.151583,0.087598,0.912402,0.182480,0.036458,0.063492,0.028804,0.000191,0.131624,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.940071,1.000000,0.151583,0.106794,0.893206,0.178641,0.035614,0.014652,0.029128,0.000572,0.131624,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.950032,1.000000,0.120771,0.110987,0.889013,0.177803,0.035446,-0.151404,0.029482,0.000572,0.128205,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.960286,1.000000,0.111893,0.111259,0.888741,0.177748,0.035512,-0.024420,0.029846,0.000191,0.124786,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.972492,1.000000,0.111893,0.111449,0.888551,0.177710,0.035428,0.024420,0.030278,0.000572,0.135043,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.980001,1.000000,0.131991,0.117612,0.882388,0.176478,0.035181,0.004884,0.030542,0.000572,0.131624,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
10.990054,1.000000,0.216321,0.147224,0.852776,0.170555,0.033997,0.102564,0.030884,0.000572,0.141880,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.000047,1.000000,0.216321,0.167954,0.832046,0.166409,0.033167,-0.014652,0.031215,0.000572,0.128205,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.010021,1.000000,0.223388,0.184584,0.815416,0.163083,0.032502,-0.004884,0.031540,0.000572,0.135043,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.020000,1.000000,0.196438,0.188140,0.811860,0.162372,0.032360,-0.014652,0.031863,0.000572,0.124786,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.030000,1.000000,0.196438,0.190629,0.809371,0.161874,0.032260,0.034188,0.032185,0.000572,0.138462,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.040000,1.000000,0.190357,0.190548,0.809452,0.161890,0.032264,-0.053724,0.032508,0.000572,0.141880,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.050410,1.000000,0.187816,0.189728,0.810272,0.162054,0.032296,-0.073260,0.032844,0.000572,0.145299,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.060785,1.000000,0.187816,0.189154,0.810846,0.162169,0.032319,0.034188,0.033179,0.000572,0.128205,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.071340,1.000000,0.273143,0.214351,0.785649,0.157130,0.031312,-0.083028,0.033510,0.000572,0.141880,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.080004,1.000000,0.273143,0.231989,0.768011,0.153602,0.030606,-0.024420,0.033775,0.000572,0.128205,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.093642,1.000000,0.244507,0.235744,0.764256,0.152851,0.030456,-0.092796,0.034190,0.000572,0.158974,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.100759,1.000000,0.225086,0.232547,0.767453,0.153491,0.030584,-0.034188,0.034408,0.000572,0.141880,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.110388,1.000000,0.225086,0.230308,0.769692,0.153938,0.030597,-0.034188,0.034703,0.000954,0.138462,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.120110,1.000000,0.215923,0.225993,0.774007,0.154801,0.030770,-0.043956,0.035002,0.000954,0.141880,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.130000,1.000000,0.282438,0.242926,0.757074,0.151415,0.030092,-0.034188,0.035299,0.000954,0.135043,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.140000,1.000000,0.282438,0.254780,0.745220,0.149044,0.029618,-0.073260,0.035596,0.000954,0.162393,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.151445,1.000000,0.304650,0.269741,0.730259,0.146052,0.029020,0.092796,0.035928,0.000954,0.135043,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.160529,1.000000,0.271303,0.270210,0.729790,0.145958,0.028925,-0.034188,0.036190,0.001335,0.145299,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.170229,1.000000,0.271303,0.270538,0.729462,0.145892,0.028988,0.063492,0.036472,0.000954,0.152137,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.182669,1.000000,0.292630,0.277165,0.722835,0.144567,0.028646,-0.073260,0.036828,0.001335,0.152137,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.190430,1.000000,0.292630,0.281805,0.718195,0.143639,0.028537,0.053724,0.037049,0.000954,0.155556,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.200210,1.000000,0.286174,0.283115,0.716885,0.143377,0.028408,0.053724,0.037327,0.001335,0.162393,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.210353,1.000000,0.339860,0.300139,0.699861,0.139972,0.027727,0.014652,0.037609,0.001335,0.155556,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.220018,1.000000,0.339860,0.312055,0.687945,0.137589,0.027251,0.043956,0.037872,0.001335,0.169231,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.230001,1.000000,0.338446,0.319972,0.680028,0.136006,0.026934,0.083028,0.038141,0.001335,0.158974,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.240420,1.000000,0.313349,0.317985,0.682015,0.136403,0.027014,-0.043956,0.038422,0.001335,0.169231,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.250601,1.000000,0.313349,0.316594,0.683406,0.136681,0.027145,-0.034188,0.038699,0.000954,0.165812,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.260938,1.000000,0.328344,0.320119,0.679881,0.135976,0.027004,0.024420,0.038978,0.000954,0.169231,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.271106,1.000000,0.344646,0.327477,0.672523,0.134505,0.026634,0.053724,0.039249,0.001335,0.162393,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.280274,1.000000,0.344646,0.332628,0.667372,0.133474,0.026428,0.014652,0.039491,0.001335,0.169231,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.290461,1.000000,0.392508,0.350592,0.649408,0.129882,0.025709,-0.043956,0.039753,0.001335,0.169231,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.300394,1.000000,0.349382,0.350229,0.649771,0.129954,0.025724,0.004884,0.040008,0.001335,0.152137,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.310001,1.000000,0.349382,0.349975,0.650025,0.130005,0.025734,0.063492,0.040256,0.001335,0.172650,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.320000,1.000000,0.352758,0.350810,0.649190,0.129838,0.025701,0.043956,0.040513,0.001335,0.162393,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.332650,1.000000,0.326230,0.343436,0.656564,0.131313,0.025996,0.053724,0.040841,0.001335,0.165812,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.341102,1.000000,0.326230,0.338274,0.661726,0.132345,0.026202,-0.043956,0.041063,0.001335,0.169231,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.350219,1.000000,0.405919,0.358567,0.641433,0.128287,0.025390,0.102564,0.041294,0.001335,0.182906,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.360000,1.000000,0.405919,0.372773,0.627227,0.125445,0.024822,0.063492,0.041537,0.001335,0.186325,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.370450,1.000000,0.399248,0.380716,0.619284,0.123857,0.024504,0.004884,0.041793,0.001335,0.165812,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.380505,1.000000,0.374927,0.378979,0.621021,0.124204,0.024574,-0.034188,0.042040,0.001335,0.162393,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.390336,1.000000,0.374927,0.377764,0.622236,0.124447,0.024622,-0.112332,0.042282,0.001335,0.169231,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.400147,1.000000,0.368296,0.374923,0.625077,0.125015,0.024736,-0.043956,0.042525,0.001335,0.179487,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.410265,1.000000,0.372979,0.374340,0.625660,0.125132,0.024759,-0.043956,0.042776,0.001335,0.172650,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.420000,1.000000,0.372979,0.373932,0.626068,0.125214,0.024776,-0.024420,0.043017,0.001335,0.179487,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.430062,1.000000,0.438339,0.393254,0.606746,0.121349,0.024003,-0.083028,0.043258,0.001335,0.176068,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.441395,1.000000,0.438339,0.406780,0.593220,0.118644,0.023462,-0.053724,0.043524,0.001335,0.172650,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.450163,1.000000,0.409544,0.407609,0.592391,0.118478,0.023429,-0.053724,0.043730,0.001335,0.172650,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.461338,1.000000,0.384416,0.400651,0.599349,0.119870,0.023707,0.014652,0.043994,0.001335,0.172650,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.470223,1.000000,0.384416,0.395780,0.604220,0.120844,0.023902,0.014652,0.044207,0.001335,0.179487,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.480000,1.000000,0.378459,0.390584,0.609416,0.121883,0.024110,-0.024420,0.044443,0.001335,0.189744,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.490257,1.000000,0.434431,0.403738,0.596262,0.119252,0.023583,-0.034188,0.044684,0.001335,0.176068,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.501696,1.000000,0.434431,0.412946,0.587054,0.117411,0.023215,0.043956,0.044950,0.001335,0.186325,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.510000,1.000000,0.446397,0.422981,0.577019,0.115404,0.022737,-0.024420,0.045139,0.001717,0.206838,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.520393,1.000000,0.409669,0.418988,0.581012,0.116202,0.022897,-0.092796,0.045377,0.001717,0.193162,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.530999,1.000000,0.409669,0.416192,0.583808,0.116762,0.023085,0.004884,0.045622,0.001335,0.176068,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.540069,1.000000,0.381449,0.405769,0.594231,0.118846,0.023426,-0.014652,0.045834,0.001717,0.189744,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.550059,1.000000,0.388017,0.400444,0.599556,0.119911,0.023639,-0.053724,0.046070,0.001717,0.193162,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.560983,1.000000,0.388017,0.396716,0.603284,0.120657,0.023788,-0.024420,0.046330,0.001717,0.196581,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.570104,1.000000,0.467749,0.418026,0.581974,0.116395,0.022936,0.122100,0.046539,0.001717,0.196581,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.580370,1.000000,0.467749,0.432943,0.567057,0.113411,0.022339,-0.073260,0.046769,0.001717,0.172650,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.590563,1.000000,0.416093,0.427888,0.572112,0.114422,0.022541,0.043956,0.046998,0.001717,0.206838,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.600796,1.000000,0.420008,0.425524,0.574476,0.114895,0.022636,-0.073260,0.047230,0.001717,0.200000,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.610544,1.000000,0.420008,0.423869,0.576131,0.115226,0.022702,0.112332,0.047451,0.001717,0.182906,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.620120,1.000000,0.393933,0.414888,0.585112,0.117022,0.023061,0.024420,0.047672,0.001717,0.196581,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.630481,1.000000,0.467693,0.430730,0.569270,0.113854,0.022427,-0.043956,0.047905,0.001717,0.186325,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.640165,1.000000,0.467693,0.441819,0.558181,0.111636,0.021984,0.034188,0.048117,0.001717,0.193162,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.650106,1.000000,0.460219,0.447339,0.552661,0.110532,0.021763,-0.004884,0.048334,0.001717,0.182906,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.660115,1.000000,0.445508,0.446790,0.553210,0.110642,0.021785,-0.092796,0.048552,0.001717,0.213675,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.670180,1.000000,0.445508,0.446405,0.553595,0.110719,0.021800,-0.024420,0.048771,0.001717,0.210256,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.681070,1.000000,0.427074,0.440606,0.559394,0.111879,0.022032,-0.053724,0.049011,0.001717,0.196581,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.690319,1.000000,0.427074,0.436546,0.563454,0.112691,0.022195,0.083028,0.049216,0.001717,0.182906,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.700407,1.000000,0.420255,0.431659,0.568341,0.113668,0.022390,-0.083028,0.049442,0.001717,0.206838,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.712405,1.000000,0.511115,0.455495,0.544505,0.108901,0.021437,0.083028,0.049700,0.001717,0.210256,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.720907,1.000000,0.511115,0.472181,0.527819,0.105564,0.020769,-0.034188,0.049876,0.001717,0.203419,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.730445,1.000000,0.471018,0.471832,0.528168,0.105634,0.020783,0.083028,0.050074,0.001717,0.200000,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.740137,1.000000,0.456260,0.467160,0.532840,0.106568,0.020970,-0.122100,0.050278,0.001717,0.217094,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.750164,1.000000,0.456260,0.463890,0.536110,0.107222,0.021101,-0.073260,0.050489,0.001717,0.206838,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.760000,1.000000,0.440271,0.456804,0.543196,0.108639,0.021384,-0.034188,0.050700,0.001717,0.217094,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.770326,1.000000,0.503769,0.470894,0.529106,0.105821,0.020821,0.014652,0.050915,0.001717,0.213675,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.780112,1.000000,0.503769,0.480756,0.519244,0.103849,0.020426,-0.053724,0.051114,0.001717,0.206838,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.790394,1.000000,0.515040,0.491041,0.508959,0.101792,0.020015,-0.043956,0.051320,0.001717,0.220513,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.800072,1.000000,0.515040,0.498241,0.501759,0.100352,0.019727,0.014652,0.051511,0.001717,0.223932,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.811161,1.000000,0.490868,0.496029,0.503971,0.100794,0.019816,0.063492,0.051731,0.001717,0.193162,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
11.820051,1.000000,0.487461,0.493459,0.506541,0.101308,0.019842,0.063492,0.051907,0.002098,0.206838,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
