time_s,f_des_N,f_raw_N,f_filt_N,f_err_N,f_joint_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_des_rad,q_rad,tau_meas_Nm,b_adm,k_spring,kp_motor,kd_motor,lpf_alpha,vel_limit
18.690263,0.000000,-0.023134,-0.010433,0.010433,0.002087,0.000455,0.014652,0.016570,-0.000191,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.700317,0.000000,-0.030439,-0.016434,0.016434,0.003287,0.000619,-0.024420,0.016576,0.000191,0.042735,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.710236,0.000000,-0.030439,-0.020636,0.020636,0.004127,0.000864,-0.122100,0.016584,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.720828,0.000000,-0.029790,-0.023382,0.023382,0.004676,0.000973,-0.034188,0.016595,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.730535,0.000000,0.041003,-0.004066,0.004066,0.000813,0.000201,0.004884,0.016597,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.744853,0.000000,-0.012162,-0.006495,0.006495,0.001299,0.000298,0.024420,0.016601,-0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.750504,0.000000,-0.012162,-0.008195,0.008195,0.001639,0.000366,0.014652,0.016603,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.760566,0.000000,-0.012162,-0.009385,0.009385,0.001877,0.000414,0.043956,0.016607,-0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.770194,0.000000,-0.024316,-0.013864,0.013864,0.002773,0.000516,0.034188,0.016612,0.000191,0.087179,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.780337,0.000000,-0.041614,-0.022189,0.022189,0.004438,0.000926,0.092796,0.016622,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.790003,0.000000,-0.041614,-0.028017,0.028017,0.005603,0.001083,-0.024420,0.016632,0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.800757,0.000000,0.031267,-0.010232,0.010232,0.002046,0.000447,-0.053724,0.016637,-0.000191,0.087179,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.810601,0.000000,0.005169,-0.005611,0.005611,0.001122,0.000263,-0.004884,0.016639,-0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.820795,0.000000,0.005169,-0.002377,0.002377,0.000475,0.000133,-0.083028,0.016641,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.830034,0.000000,-0.026224,-0.009531,0.009531,0.001906,0.000419,-0.083028,0.016645,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.840000,0.000000,-0.026224,-0.014539,0.014539,0.002908,0.000620,-0.004884,0.016651,-0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.851036,0.000000,-0.028306,-0.018669,0.018669,0.003734,0.000785,0.083028,0.016660,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.861193,0.000000,-0.044268,-0.026349,0.026349,0.005270,0.001016,-0.024420,0.016670,0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.870571,0.000000,0.045265,-0.004865,0.004865,0.000973,0.000233,0.004884,0.016672,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.880272,0.000000,0.045265,0.010174,-0.010174,-0.002035,-0.000369,0.083028,0.016668,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.890000,0.000000,-0.005101,0.005592,-0.005592,-0.001118,-0.000262,-0.004884,0.016666,0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.900215,0.000000,-0.005101,0.002384,-0.002384,-0.000477,-0.000057,0.102564,0.016665,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.910314,0.000000,-0.022674,-0.005133,0.005133,0.001027,0.000167,-0.063492,0.016667,0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.921552,0.000000,-0.035603,-0.014274,0.014274,0.002855,0.000609,0.063492,0.016674,-0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.930000,0.000000,-0.035603,-0.020673,0.020673,0.004135,0.000789,0.053724,0.016681,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.940281,0.000000,0.015100,-0.009941,0.009941,0.001988,0.000359,0.043956,0.016684,0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.950691,0.000000,0.012414,-0.003234,0.003234,0.000647,0.000091,-0.004884,0.016685,0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.960044,0.000000,0.012414,0.001460,-0.001460,-0.000292,-0.000020,-0.063492,0.016685,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.970727,0.000000,-0.020954,-0.005264,0.005264,0.001053,0.000249,-0.024420,0.016688,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.980273,0.000000,-0.022829,-0.010534,0.010534,0.002107,0.000459,0.004884,0.016692,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
18.990344,0.000000,-0.022829,-0.014222,0.014222,0.002844,0.000607,-0.004884,0.016698,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.000000,0.000000,-0.043364,-0.022965,0.022965,0.004593,0.000957,-0.092796,0.016707,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.010000,0.000000,0.038065,-0.004656,0.004656,0.000931,0.000224,0.024420,0.016710,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.021022,0.000000,0.038065,0.008160,-0.008160,-0.001632,-0.000365,-0.004884,0.016706,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.030763,0.000000,-0.001506,0.005261,-0.005261,-0.001052,-0.000172,-0.024420,0.016704,-0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.041382,0.000000,-0.020882,-0.002582,0.002582,0.000516,0.000141,0.034188,0.016705,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.050000,0.000000,-0.020882,-0.008072,0.008072,0.001614,0.000361,-0.151404,0.016709,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.060486,0.000000,-0.038277,-0.017134,0.017134,0.003427,0.000723,0.043956,0.016716,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.070516,0.000000,-0.038277,-0.023477,0.023477,0.004695,0.000901,0.043956,0.016725,0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.080320,0.000000,-0.010480,-0.019577,0.019577,0.003915,0.000745,0.024420,0.016732,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.090000,0.000000,0.027508,-0.005452,0.005452,0.001090,0.000256,0.102564,0.016735,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.100039,0.000000,0.027508,0.004436,-0.004436,-0.000887,-0.000216,-0.063492,0.016733,0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.110194,0.000000,-0.014298,-0.001184,0.001184,0.000237,0.000086,-0.131868,0.016734,-0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.120334,0.000000,-0.024680,-0.008233,0.008233,0.001647,0.000367,-0.004884,0.016737,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.131943,0.000000,-0.024680,-0.013167,0.013167,0.002633,0.000565,0.024420,0.016744,-0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.140005,0.000000,-0.041748,-0.021741,0.021741,0.004348,0.000832,0.053724,0.016751,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.152201,0.000000,0.032203,-0.005558,0.005558,0.001112,0.000184,0.014652,0.016753,0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.165082,0.000000,0.032203,0.005770,-0.005770,-0.001154,-0.000193,-0.053724,0.016750,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.170000,0.000000,-0.000213,0.003975,-0.003975,-0.000795,-0.000121,-0.004884,0.016750,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.181484,0.000000,-0.000213,0.002719,-0.002719,-0.000544,-0.000071,-0.034188,0.016749,-0.000191,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.190902,0.000000,-0.024649,-0.005492,0.005492,0.001098,0.000258,-0.073260,0.016751,-0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.200304,0.000000,-0.031836,-0.013395,0.013395,0.002679,0.000574,-0.004884,0.016757,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.210000,0.000000,-0.031836,-0.018927,0.018927,0.003785,0.000795,-0.024420,0.016765,-0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.220000,0.000000,-0.032267,-0.022929,0.022929,0.004586,0.000955,0.004884,0.016774,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.233003,0.000000,0.041734,-0.003530,0.003530,0.000706,0.000179,-0.004884,0.016776,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.241655,0.000000,0.041734,0.010049,-0.010049,-0.002010,-0.000364,0.004884,0.016773,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.253242,0.000000,-0.013453,0.002999,-0.002999,-0.000600,-0.000082,0.053724,0.016772,-0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.261795,0.000000,-0.024239,-0.005173,0.005173,0.001035,0.000169,0.014652,0.016774,0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.274740,0.000000,-0.038263,-0.015100,0.015100,0.003020,0.000642,0.014652,0.016782,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.280207,0.000000,-0.038263,-0.022049,0.022049,0.004410,0.000920,-0.004884,0.016787,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.291477,0.000000,0.024014,-0.008230,0.008230,0.001646,0.000367,-0.034188,0.016791,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.301042,0.000000,0.024014,0.001443,-0.001443,-0.000289,-0.000020,-0.053724,0.016791,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.310270,0.000000,0.003305,0.002002,-0.002002,-0.000400,-0.000042,0.014652,0.016791,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.320341,0.000000,0.003305,0.002393,-0.002393,-0.000479,-0.000058,-0.034188,0.016790,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.330000,0.000000,-0.025661,-0.006023,0.006023,0.001205,0.000279,-0.063492,0.016793,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.341658,0.000000,-0.027677,-0.012520,0.012520,0.002504,0.000539,-0.083028,0.016799,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.350152,0.000000,-0.027677,-0.017067,0.017067,0.003413,0.000721,-0.112332,0.016805,-0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.360342,0.000000,-0.043287,-0.024933,0.024933,0.004987,0.001035,-0.063492,0.016816,-0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.370279,0.000000,0.044866,-0.003993,0.003993,0.000799,0.000198,-0.014652,0.016818,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.381611,0.000000,0.044866,0.010664,-0.010664,-0.002133,-0.000388,0.004884,0.016813,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.390000,0.000000,-0.006768,0.005435,-0.005435,-0.001087,-0.000256,-0.024420,0.016811,0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.400723,0.000000,-0.026224,-0.004063,0.004063,0.000813,0.000201,-0.004884,0.016813,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.410126,0.000000,-0.026224,-0.010711,0.010711,0.002142,0.000467,0.004884,0.016818,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.420001,0.000000,-0.037552,-0.018764,0.018764,0.003753,0.000789,0.004884,0.016825,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.430000,0.000000,-0.037552,-0.024400,0.024400,0.004880,0.000938,-0.073260,0.016835,0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.440154,0.000000,0.013146,-0.013136,0.013136,0.002627,0.000564,-0.053724,0.016841,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.451130,0.000000,0.012916,-0.005320,0.005320,0.001064,0.000251,-0.024420,0.016843,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.460654,0.000000,0.012916,0.000151,-0.000151,-0.000030,0.000032,-0.024420,0.016844,-0.000191,0.039316,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.470162,0.000000,-0.023534,-0.006955,0.006955,0.001391,0.000316,0.043956,0.016847,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.480566,0.000000,-0.023729,-0.011987,0.011987,0.002397,0.000441,-0.053724,0.016851,0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.490430,0.000000,-0.023729,-0.015510,0.015510,0.003102,0.000659,0.053724,0.016858,-0.000191,0.042735,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.500622,0.000000,-0.042645,-0.023650,0.023650,0.004730,0.000908,-0.063492,0.016867,0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.510146,0.000000,0.035980,-0.005761,0.005761,0.001152,0.000269,0.053724,0.016870,-0.000191,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.520260,0.000000,0.035980,0.006761,-0.006761,-0.001352,-0.000309,0.034188,0.016866,0.000191,0.039316,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.530156,0.000000,-0.000820,0.004487,-0.004487,-0.000897,-0.000218,0.014652,0.016864,0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.540279,0.000000,-0.000820,0.002895,-0.002895,-0.000579,-0.000154,0.004884,0.016863,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.550429,0.000000,-0.022009,-0.004576,0.004576,0.000915,0.000221,0.034188,0.016865,-0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.560277,0.000000,-0.030126,-0.012241,0.012241,0.002448,0.000452,0.034188,0.016869,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.570379,0.000000,-0.030126,-0.017607,0.017607,0.003521,0.000666,0.092796,0.016876,0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.580774,0.000000,-0.008546,-0.014888,0.014888,0.002978,0.000557,-0.004884,0.016882,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.592568,0.000000,0.030815,-0.001177,0.001177,0.000235,0.000009,0.043956,0.016882,0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.600726,0.000000,0.030815,0.008420,-0.008420,-0.001684,-0.000375,0.004884,0.016879,0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.611116,0.000000,-0.015608,0.001212,-0.001212,-0.000242,-0.000010,-0.083028,0.016879,-0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.620737,0.000000,-0.020888,-0.005418,0.005418,0.001084,0.000255,0.092796,0.016881,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.630014,0.000000,-0.020888,-0.010059,0.010059,0.002012,0.000364,0.004884,0.016885,0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.640110,0.000000,-0.040631,-0.019231,0.019231,0.003846,0.000807,-0.043956,0.016893,-0.000191,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.650226,0.000000,0.030509,-0.004309,0.004309,0.000862,0.000211,-0.034188,0.016895,-0.000191,0.090598,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.661890,0.000000,0.030509,0.006137,-0.006137,-0.001227,-0.000207,0.034188,0.016893,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.670719,0.000000,0.003433,0.005326,-0.005326,-0.001065,-0.000251,-0.043956,0.016890,0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.681189,0.000000,0.003433,0.004758,-0.004758,-0.000952,-0.000152,-0.053724,0.016889,-0.000191,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.690593,0.000000,-0.024843,-0.004122,0.004122,0.000824,0.000203,0.053724,0.016891,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.701689,0.000000,-0.028573,-0.011458,0.011458,0.002292,0.000420,0.102564,0.016895,0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.710472,0.000000,-0.028573,-0.016592,0.016592,0.003318,0.000626,-0.024420,0.016901,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.720197,0.000000,-0.037969,-0.023005,0.023005,0.004601,0.000958,0.004884,0.016910,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.730002,0.000000,0.044761,-0.002675,0.002675,0.000535,0.000145,-0.092796,0.016912,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.740051,0.000000,0.044761,0.011556,-0.011556,-0.002311,-0.000424,-0.014652,0.016907,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.750226,0.000000,-0.009657,0.005192,-0.005192,-0.001038,-0.000170,0.073260,0.016906,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.760273,0.000000,-0.019935,-0.002346,0.002346,0.000469,0.000056,0.034188,0.016906,0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.770373,0.000000,-0.019935,-0.007623,0.007623,0.001525,0.000267,-0.024420,0.016909,0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.781400,0.000000,-0.042313,-0.018030,0.018030,0.003606,0.000759,-0.063492,0.016917,-0.000191,0.094017,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.791096,0.000000,-0.042313,-0.025315,0.025315,0.005063,0.001051,0.063492,0.016927,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.800968,0.000000,0.021718,-0.011205,0.011205,0.002241,0.000410,-0.092796,0.016931,0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.810100,0.000000,0.007715,-0.005529,0.005529,0.001106,0.000259,0.014652,0.016934,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.821071,0.000000,0.007715,-0.001556,0.001556,0.000311,0.000024,0.004884,0.016934,0.000191,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.830407,0.000000,-0.024465,-0.008428,0.008428,0.001686,0.000299,0.014652,0.016937,0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.840162,0.000000,-0.026764,-0.013929,0.013929,0.002786,0.000595,-0.131868,0.016943,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.850000,0.000000,-0.026764,-0.017779,0.017779,0.003556,0.000749,0.102564,0.016950,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.860142,0.000000,-0.045777,-0.026179,0.026179,0.005236,0.001009,0.043956,0.016960,0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.871152,0.000000,0.042318,-0.005630,0.005630,0.001126,0.000187,0.063492,0.016962,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.881447,0.000000,0.042318,0.008755,-0.008755,-0.001751,-0.000388,0.083028,0.016958,0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.892722,0.000000,-0.004185,0.004873,-0.004873,-0.000975,-0.000233,-0.063492,0.016956,0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.900000,0.000000,-0.020404,-0.002710,0.002710,0.000542,0.000147,-0.053724,0.016957,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.915306,0.000000,-0.020404,-0.008018,0.008018,0.001604,0.000359,-0.014652,0.016962,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.920033,0.000000,-0.038538,-0.017174,0.017174,0.003435,0.000725,0.004884,0.016966,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.931584,0.000000,-0.038538,-0.023583,0.023583,0.004717,0.000981,0.034188,0.016977,-0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.940940,0.000000,0.009418,-0.013683,0.013683,0.002737,0.000509,-0.131868,0.016982,0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.950274,0.000000,0.016652,-0.004583,0.004583,0.000917,0.000221,-0.092796,0.016984,-0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.960282,0.000000,0.016652,0.001788,-0.001788,-0.000358,-0.000033,-0.141636,0.016984,-0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.970240,0.000000,-0.027998,-0.007148,0.007148,0.001430,0.000324,-0.034188,0.016987,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.982788,0.000000,-0.022155,-0.011650,0.011650,0.002330,0.000504,0.043956,0.016993,-0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
19.991075,0.000000,-0.022155,-0.014801,0.014801,0.002960,0.000554,0.014652,0.016998,0.000191,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.002913,0.000000,-0.049358,-0.025168,0.025168,0.005034,0.001045,0.034188,0.017010,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.010255,0.000000,0.035989,-0.006821,0.006821,0.001364,0.000235,-0.014652,0.017012,0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.020627,0.000000,0.035989,0.006022,-0.006022,-0.001204,-0.000279,-0.063492,0.017009,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.030248,0.000000,0.001735,0.004736,-0.004736,-0.000947,-0.000151,-0.014652,0.017007,-0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.041543,0.000000,0.001735,0.003835,-0.003835,-0.000767,-0.000192,0.034188,0.017005,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.050501,0.000000,-0.023111,-0.004248,0.004248,0.000850,0.000132,-0.083028,0.017006,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.060000,0.000000,-0.031345,-0.012377,0.012377,0.002475,0.000533,-0.141636,0.017011,-0.000191,0.063248,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.070350,0.000000,-0.031345,-0.018068,0.018068,0.003614,0.000761,-0.083028,0.017019,-0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.081073,0.000000,-0.016594,-0.017626,0.017626,0.003525,0.000743,0.092796,0.017027,-0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.090000,0.000000,0.027632,-0.004048,0.004048,0.000810,0.000124,0.014652,0.017028,0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.100000,0.000000,0.027632,0.005456,-0.005456,-0.001091,-0.000256,0.092796,0.017026,0.000191,0.056410,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.110664,0.000000,-0.017403,-0.001402,0.001402,0.000280,0.000018,-0.131868,0.017026,0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.120278,0.000000,-0.025424,-0.008609,0.008609,0.001722,0.000382,0.083028,0.017030,-0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.130280,0.000000,-0.025424,-0.013653,0.013653,0.002731,0.000508,-0.034188,0.017035,0.000191,0.083761,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.140815,0.000000,-0.038077,-0.020980,0.020980,0.004196,0.000877,0.083028,0.017044,-0.000191,0.080342,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.150255,0.000000,0.027103,-0.006555,0.006555,0.001311,0.000224,0.043956,0.017046,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.160460,0.000000,0.027103,0.003542,-0.003542,-0.000708,-0.000180,-0.034188,0.017044,0.000191,0.087179,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.170145,0.000000,0.001440,0.002912,-0.002912,-0.000582,-0.000155,0.014652,0.017043,0.000191,0.073504,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.180396,0.000000,0.001440,0.002470,-0.002470,-0.000494,-0.000137,-0.063492,0.017041,0.000191,0.049573,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.190252,0.000000,-0.020437,-0.004402,0.004402,0.000880,0.000214,0.004884,0.017044,-0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.201251,0.000000,-0.029539,-0.011943,0.011943,0.002389,0.000440,0.014652,0.017048,0.000191,0.052991,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.210256,0.000000,-0.029539,-0.017222,0.017222,0.003444,0.000651,-0.053724,0.017054,0.000191,0.070085,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.220721,0.000000,-0.039209,-0.023818,0.023818,0.004764,0.000991,0.004884,0.017065,-0.000191,0.066667,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.231048,0.000000,0.045534,-0.003012,0.003012,0.000602,0.000082,0.043956,0.017065,0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.242222,0.000000,0.045534,0.011551,-0.011551,-0.002310,-0.000500,0.043956,0.017060,0.000191,0.059829,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
20.250978,0.000000,-0.009919,0.005110,-0.005110,-0.001022,-0.000243,0.004884,0.017058,0.000191,0.076923,5.000000,1.000000,5.000000,0.300000,0.3000,2.0000
