time_s,f_des_N,f_raw_N,f_filt_N,f_err_N,f_joint_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_rad,tau_meas_Nm,b_adm,k_spring,kd_motor,lpf_alpha,vel_limit
44.940406,1.000000,-0.336604,-0.307503,1.307503,0.261501,0.052338,-0.014652,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
44.950342,1.000000,-0.336604,-0.313323,1.313323,0.262665,0.052571,0.053724,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
44.960010,1.000000,-0.250901,-0.300839,1.300839,0.260168,0.052072,0.024420,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
44.970020,1.000000,-0.283717,-0.297415,1.297415,0.259483,0.051935,-0.092796,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
44.980000,1.000000,-0.283717,-0.294675,1.294675,0.258935,0.051825,-0.004884,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
44.990000,1.000000,-0.299180,-0.295576,1.295576,0.259115,0.051861,0.014652,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.000104,1.000000,-0.299180,-0.296297,1.296297,0.259259,0.051890,-0.014652,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
45.010229,1.000000,-0.319888,-0.301015,1.301015,0.260203,0.052079,0.024420,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
45.022040,1.000000,-0.265882,-0.293989,1.293989,0.258798,0.051798,0.063492,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
45.030372,1.000000,-0.265882,-0.288367,1.288367,0.257673,0.051573,-0.024420,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
45.040187,1.000000,-0.276383,-0.285970,1.285970,0.257194,0.051477,-0.034188,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
45.050152,1.000000,-0.309137,-0.290604,1.290604,0.258121,0.051662,0.024420,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.060175,1.000000,-0.309137,-0.294310,1.294310,0.258862,0.051811,-0.053724,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
45.070331,1.000000,-0.301433,-0.295735,1.295735,0.259147,0.051868,-0.053724,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.081307,1.000000,-0.316298,-0.299848,1.299848,0.259970,0.052032,-0.024420,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
45.091605,1.000000,-0.316298,-0.303138,1.303138,0.260628,0.052164,0.004884,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.100727,1.000000,-0.238390,-0.290188,1.290188,0.258038,0.051646,0.043956,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.110604,1.000000,-0.276749,-0.287500,1.287500,0.257500,0.051538,-0.043956,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
45.120000,1.000000,-0.276749,-0.285350,1.285350,0.257070,0.051452,0.034188,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
45.130133,1.000000,-0.310785,-0.290437,1.290437,0.258087,0.051656,-0.024420,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
45.141106,1.000000,-0.313824,-0.295114,1.295114,0.259023,0.051843,-0.034188,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
45.150000,1.000000,-0.313824,-0.298856,1.298856,0.259771,0.051992,0.004884,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.160023,1.000000,-0.285001,-0.296085,1.296085,0.259217,0.051882,-0.014652,-0.000191,0.032479,5.000000,1.000000,0.500000,0.2000,2.0000
45.170150,1.000000,-0.285001,-0.293868,1.293868,0.258774,0.051793,-0.043956,-0.000191,0.039316,5.000000,1.000000,0.500000,0.2000,2.0000
45.180716,1.000000,-0.269733,-0.289041,1.289041,0.257808,0.051600,0.083028,-0.000191,0.025641,5.000000,1.000000,0.500000,0.2000,2.0000
45.190148,1.000000,-0.303905,-0.292014,1.292014,0.258403,0.051719,-0.004884,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
45.200343,1.000000,-0.303905,-0.294392,1.294392,0.258878,0.051814,0.014652,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.210185,1.000000,-0.304444,-0.296403,1.296403,0.259281,0.051894,-0.083028,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
45.220529,1.000000,-0.325398,-0.302202,1.302202,0.260440,0.052126,-0.131868,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.230282,1.000000,-0.325398,-0.306841,1.306841,0.261368,0.052312,0.024420,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
45.240254,1.000000,-0.256709,-0.296814,1.296814,0.259363,0.051911,-0.083028,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
45.250294,1.000000,-0.271574,-0.291766,1.291766,0.258353,0.051709,-0.014652,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
45.260303,1.000000,-0.271574,-0.287728,1.287728,0.257546,0.051547,0.024420,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
45.270204,1.000000,-0.296953,-0.289573,1.289573,0.257915,0.051621,-0.004884,-0.000191,0.025641,5.000000,1.000000,0.500000,0.2000,2.0000
45.280175,1.000000,-0.306361,-0.292930,1.292930,0.258586,0.051755,-0.024420,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
45.290457,1.000000,-0.306361,-0.295616,1.295616,0.259123,0.051863,0.073260,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
45.303981,1.000000,-0.295868,-0.295667,1.295667,0.259133,0.051865,-0.063492,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
45.310462,1.000000,-0.257698,-0.288073,1.288073,0.257615,0.051561,-0.014652,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
45.321133,1.000000,-0.257698,-0.281998,1.281998,0.256400,0.051318,0.024420,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
45.330329,1.000000,-0.284976,-0.282594,1.282594,0.256519,0.051342,-0.004884,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
45.340000,1.000000,-0.284976,-0.283070,1.283070,0.256614,0.051361,0.024420,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
45.353307,1.000000,-0.306663,-0.287789,1.287789,0.257558,0.051550,-0.063492,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
45.360168,1.000000,-0.324296,-0.295090,1.295090,0.259018,0.051842,-0.043956,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.370085,1.000000,-0.324296,-0.300931,1.300931,0.260186,0.052075,-0.004884,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
45.381993,1.000000,-0.258496,-0.292444,1.292444,0.258489,0.051736,0.024420,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.390664,1.000000,-0.274997,-0.288955,1.288955,0.257791,0.051596,0.073260,-0.000191,0.032479,5.000000,1.000000,0.500000,0.2000,2.0000
45.400101,1.000000,-0.274997,-0.286163,1.286163,0.257233,0.051485,-0.092796,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
45.410115,1.000000,-0.315219,-0.291974,1.291974,0.258395,0.051717,-0.014652,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
45.420161,1.000000,-0.316428,-0.296865,1.296865,0.259373,0.051913,-0.053724,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
45.430170,1.000000,-0.316428,-0.300778,1.300778,0.260156,0.026035,-0.014652,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.440731,1.000000,-0.337818,-0.308186,1.308186,0.261637,0.026183,-0.083028,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.452387,1.000000,-0.259486,-0.298446,1.298446,0.259689,0.025988,-0.014652,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
45.460487,1.000000,-0.259486,-0.290654,1.290654,0.258131,0.025832,-0.122100,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
45.470484,1.000000,-0.314969,-0.295517,1.295517,0.259103,0.025929,0.073260,-0.000191,-0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.480444,1.000000,-0.314969,-0.299407,1.299407,0.259881,0.026007,0.014652,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
45.490788,1.000000,-0.335072,-0.306540,1.306540,0.261308,0.026150,-0.112332,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
45.500001,1.000000,-0.340717,-0.313376,1.313376,0.262675,0.026287,-0.092796,-0.000191,-0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.510000,1.000000,-0.340717,-0.318844,1.318844,0.263769,0.026396,0.043956,-0.000191,0.022222,10.000000,1.000000,0.500000,0.2000,2.0000
45.520027,1.000000,-0.287417,-0.312558,1.312558,0.262512,0.026270,-0.004884,-0.000191,0.025641,10.000000,1.000000,0.500000,0.2000,2.0000
45.531819,1.000000,-0.294340,-0.308915,1.308915,0.261783,0.026197,0.014652,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
45.541312,1.000000,-0.294340,-0.306000,1.306000,0.261200,0.026139,0.004884,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
45.550302,1.000000,-0.346260,-0.314052,1.314052,0.262810,0.026300,0.034188,-0.000191,0.029060,10.000000,1.000000,0.500000,0.2000,2.0000
45.560339,1.000000,-0.322373,-0.315716,1.315716,0.263143,0.026333,-0.014652,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
45.570590,1.000000,-0.322373,-0.317048,1.317048,0.263410,0.026360,-0.014652,-0.000191,0.025641,10.000000,1.000000,0.500000,0.2000,2.0000
45.580147,1.000000,-0.361386,-0.325915,1.325915,0.265183,0.026537,0.004884,-0.000191,-0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.590286,1.000000,-0.361386,-0.333009,1.333009,0.266602,0.026679,-0.034188,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
45.601539,1.000000,-0.286078,-0.323623,1.323623,0.264725,0.026492,0.014652,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
45.613812,1.000000,-0.314412,-0.321781,1.321781,0.264356,0.026455,0.004884,-0.000191,-0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.620408,1.000000,-0.314412,-0.320307,1.320307,0.264061,0.026425,0.053724,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.630354,1.000000,-0.332659,-0.322778,1.322778,0.264556,0.026475,0.073260,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
45.640447,1.000000,-0.330544,-0.324331,1.324331,0.264866,0.026506,0.034188,-0.000191,-0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
45.650459,1.000000,-0.330544,-0.325574,1.325574,0.265115,0.026531,-0.004884,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
45.660615,1.000000,-0.295211,-0.319501,1.319501,0.263900,0.026409,-0.034188,-0.000191,0.025641,10.000000,1.000000,0.500000,0.2000,2.0000
45.670310,1.000000,-0.285922,-0.312785,1.312785,0.262557,0.026275,0.014652,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
45.680173,1.000000,-0.285922,-0.307413,1.307413,0.261483,0.026167,0.043956,-0.000191,-0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
45.690235,1.000000,-0.324850,-0.310900,1.310900,0.262180,0.026237,-0.004884,-0.000191,-0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
45.700349,1.000000,-0.321025,-0.312925,1.312925,0.262585,0.026278,-0.053724,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
45.710033,1.000000,-0.321025,-0.314545,1.314545,0.262909,0.026310,0.014652,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
45.721158,1.000000,-0.353300,-0.322296,1.322296,0.264459,0.026465,-0.034188,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.731349,1.000000,-0.285204,-0.314878,1.314878,0.262976,0.026317,-0.112332,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.740191,1.000000,-0.285204,-0.308943,1.308943,0.261789,0.026198,-0.034188,-0.000191,-0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.750978,1.000000,-0.306209,-0.308396,1.308396,0.261679,0.026187,0.053724,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
45.760350,1.000000,-0.306209,-0.307959,1.307959,0.261592,0.026178,0.004884,-0.000191,-0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.770328,1.000000,-0.325479,-0.311463,1.311463,0.262293,0.026248,-0.043956,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
45.780923,1.000000,-0.343980,-0.317966,1.317966,0.263593,0.026378,-0.083028,-0.000191,0.025641,10.000000,1.000000,0.500000,0.2000,2.0000
45.795120,1.000000,-0.312523,-0.316878,1.316878,0.263376,0.026357,-0.102564,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
45.800615,1.000000,-0.312523,-0.316007,1.316007,0.263201,0.026339,0.034188,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.810000,1.000000,-0.278519,-0.308509,1.308509,0.261702,0.026189,0.063492,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
45.820441,1.000000,-0.278519,-0.302511,1.302511,0.260502,0.026069,-0.034188,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.830000,1.000000,-0.325758,-0.307160,1.307160,0.261432,0.026162,-0.092796,-0.000191,-0.025641,10.000000,1.000000,0.500000,0.2000,2.0000
45.840532,1.000000,-0.338143,-0.313357,1.313357,0.262671,0.026286,0.014652,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
45.850094,1.000000,-0.338143,-0.318314,1.318314,0.263663,0.026385,-0.063492,-0.000191,-0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.860039,1.000000,-0.351278,-0.324907,1.324907,0.264981,0.026517,-0.053724,-0.000191,0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
45.870178,1.000000,-0.351278,-0.330181,1.330181,0.266036,0.026623,0.024420,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
45.880990,1.000000,-0.299172,-0.323979,1.323979,0.264796,0.026499,0.063492,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
45.890124,1.000000,-0.313029,-0.321789,1.321789,0.264358,0.026455,-0.083028,-0.000191,0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
45.900718,1.000000,-0.313029,-0.320037,1.320037,0.264007,0.026420,0.014652,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
45.910231,1.000000,-0.333020,-0.322634,1.322634,0.264527,0.026472,-0.053724,-0.000191,-0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.920372,1.000000,-0.334030,-0.324913,1.324913,0.264983,0.026517,0.004884,-0.000191,0.022222,10.000000,1.000000,0.500000,0.2000,2.0000
45.930221,1.000000,-0.334030,-0.326736,1.326736,0.265347,0.026554,-0.112332,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.940330,1.000000,-0.355476,-0.332484,1.332484,0.266497,0.026669,-0.004884,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.950290,1.000000,-0.275423,-0.321072,1.321072,0.264214,0.026441,0.014652,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.960265,1.000000,-0.275423,-0.311942,1.311942,0.262388,0.026258,0.092796,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.971857,1.000000,-0.328625,-0.315279,1.315279,0.263056,0.026325,0.004884,-0.000191,-0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
45.980313,1.000000,-0.343125,-0.320848,1.320848,0.264170,0.026436,-0.073260,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
45.990610,1.000000,-0.343125,-0.325303,1.325303,0.265061,0.026525,0.043956,-0.000191,-0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
46.000105,1.000000,-0.351448,-0.330532,1.330532,0.266106,0.026630,-0.004884,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.010896,1.000000,-0.299500,-0.324326,1.324326,0.264865,0.026506,0.004884,-0.000191,-0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
46.020296,1.000000,-0.299500,-0.319361,1.319361,0.263872,0.026406,0.004884,-0.000191,-0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
46.030261,1.000000,-0.315287,-0.318546,1.318546,0.263709,0.026390,0.004884,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.040274,1.000000,-0.315287,-0.317894,1.317894,0.263579,0.026377,-0.073260,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.050316,1.000000,-0.341870,-0.322689,1.322689,0.264538,0.026473,0.014652,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.062792,1.000000,-0.339683,-0.326088,1.326088,0.265218,0.026541,0.014652,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.070642,1.000000,-0.339683,-0.328807,1.328807,0.265761,0.026595,0.004884,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.080000,1.000000,-0.359248,-0.334895,1.334895,0.266979,0.026717,0.014652,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.090866,1.000000,-0.281154,-0.324147,1.324147,0.264829,0.026502,-0.024420,-0.000191,-0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.100004,1.000000,-0.281154,-0.315548,1.315548,0.263110,0.026330,0.004884,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
46.110656,1.000000,-0.313248,-0.315088,1.315088,0.263018,0.026321,-0.004884,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.120209,1.000000,-0.335787,-0.319228,1.319228,0.263846,0.026404,-0.004884,-0.000191,0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.130000,1.000000,-0.335787,-0.322540,1.322540,0.264508,0.026470,0.043956,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.140000,1.000000,-0.335826,-0.325197,1.325197,0.265039,0.026523,0.024420,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.150203,1.000000,-0.335826,-0.327323,1.327323,0.265465,0.026566,-0.063492,-0.000191,0.029060,10.000000,1.000000,0.500000,0.2000,2.0000
46.160000,1.000000,-0.307157,-0.323290,1.323290,0.264658,0.026485,-0.014652,-0.000191,0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.170508,1.000000,-0.299053,-0.318442,1.318442,0.263688,0.026388,-0.034188,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.180643,1.000000,-0.299053,-0.314565,1.314565,0.262913,0.026310,-0.014652,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.190000,1.000000,-0.319169,-0.315486,1.315486,0.263097,0.026329,-0.073260,-0.000191,0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.200757,1.000000,-0.337727,-0.319934,1.319934,0.263987,0.026418,-0.034188,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.210157,1.000000,-0.337727,-0.323492,1.323492,0.264698,0.026489,-0.004884,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.220162,1.000000,-0.347447,-0.328283,1.328283,0.265657,0.026585,0.141636,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.230408,1.000000,-0.273872,-0.317401,1.317401,0.263480,0.026367,0.092796,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.240536,1.000000,-0.273872,-0.308695,1.308695,0.261739,0.026193,-0.092796,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.250479,1.000000,-0.311455,-0.309247,1.309247,0.261849,0.026204,-0.043956,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.260508,1.000000,-0.311455,-0.309689,1.309689,0.261938,0.026213,-0.024420,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.270558,1.000000,-0.326758,-0.313103,1.313103,0.262621,0.026281,-0.112332,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.280827,1.000000,-0.337203,-0.317923,1.317923,0.263585,0.026378,0.014652,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.290562,1.000000,-0.337203,-0.321779,1.321779,0.264356,0.026455,-0.063492,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.300000,1.000000,-0.322399,-0.321903,1.321903,0.264381,0.026457,0.063492,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.310000,1.000000,-0.273192,-0.312160,1.312160,0.262432,0.026262,0.131868,-0.000191,0.022222,10.000000,1.000000,0.500000,0.2000,2.0000
46.320000,1.000000,-0.273192,-0.304367,1.304367,0.260873,0.026106,-0.053724,-0.000191,-0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.330037,1.000000,-0.326134,-0.308720,1.308720,0.261744,0.026193,-0.043956,-0.000191,-0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.340087,1.000000,-0.332005,-0.313377,1.313377,0.262675,0.026287,-0.083028,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.350843,1.000000,-0.332005,-0.317103,1.317103,0.263421,0.026361,-0.112332,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.360508,1.000000,-0.354695,-0.324621,1.324621,0.264924,0.026511,-0.004884,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.372644,1.000000,-0.301334,-0.319964,1.319964,0.263993,0.026418,-0.053724,-0.000191,-0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.380906,1.000000,-0.301334,-0.316238,1.316238,0.263248,0.026344,0.073260,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.390253,1.000000,-0.310649,-0.315120,1.315120,0.263024,0.026321,0.004884,-0.000191,0.022222,10.000000,1.000000,0.500000,0.2000,2.0000
46.400258,1.000000,-0.310649,-0.314226,1.314226,0.262845,0.026304,0.034188,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.410285,1.000000,-0.327529,-0.316887,1.316887,0.263377,0.026357,-0.043956,-0.000191,0.029060,10.000000,1.000000,0.500000,0.2000,2.0000
46.420364,1.000000,-0.353251,-0.324159,1.324159,0.264832,0.026502,-0.083028,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.431070,1.000000,-0.353251,-0.329978,1.329978,0.265996,0.026619,0.004884,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.440409,1.000000,-0.352768,-0.334536,1.334536,0.266907,0.026710,0.034188,-0.000191,0.032479,10.000000,1.000000,0.500000,0.2000,2.0000
46.450252,1.000000,-0.281176,-0.323864,1.323864,0.264773,0.026496,-0.063492,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
46.460179,1.000000,-0.281176,-0.315326,1.315326,0.263065,0.026326,-0.014652,-0.000191,0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.470902,1.000000,-0.329212,-0.318103,1.318103,0.263621,0.026381,-0.043956,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.480395,1.000000,-0.339420,-0.322367,1.322367,0.264473,0.026466,-0.034188,-0.000191,0.022222,10.000000,1.000000,0.500000,0.2000,2.0000
46.490065,1.000000,-0.339420,-0.325777,1.325777,0.265155,0.026535,0.053724,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.501294,1.000000,-0.353772,-0.331376,1.331376,0.266275,0.026647,-0.004884,-0.000191,-0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.510215,1.000000,-0.353772,-0.335855,1.335855,0.267171,0.026736,0.004884,-0.000191,0.022222,10.000000,1.000000,0.500000,0.2000,2.0000
46.520408,1.000000,-0.301289,-0.328942,1.328942,0.265788,0.026598,0.092796,-0.000191,-0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.530166,1.000000,-0.295927,-0.322339,1.322339,0.264468,0.026466,0.092796,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.540687,1.000000,-0.295927,-0.317057,1.317057,0.263411,0.026360,0.024420,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.550240,1.000000,-0.341362,-0.321918,1.321918,0.264384,0.026457,0.053724,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.560390,1.000000,-0.342596,-0.326053,1.326053,0.265211,0.026540,0.024420,-0.000191,0.025641,10.000000,1.000000,0.500000,0.2000,2.0000
46.570301,1.000000,-0.342596,-0.329362,1.329362,0.265872,0.026606,0.141636,-0.000191,0.022222,10.000000,1.000000,0.500000,0.2000,2.0000
46.580315,1.000000,-0.363627,-0.336215,1.336215,0.267243,0.026743,-0.102564,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
46.590000,1.000000,-0.272806,-0.323533,1.323533,0.264707,0.026490,0.004884,-0.000191,0.018803,10.000000,1.000000,0.500000,0.2000,2.0000
46.600606,1.000000,-0.272806,-0.313388,1.313388,0.262678,0.026287,-0.014652,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.610318,1.000000,-0.309385,-0.312587,1.312587,0.262517,0.026271,0.073260,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.621208,1.000000,-0.309385,-0.311947,1.311947,0.262389,0.026258,-0.024420,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
46.631952,1.000000,-0.337843,-0.317126,1.317126,0.263425,0.026362,0.073260,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.640206,1.000000,-0.340053,-0.321711,1.321711,0.264342,0.026453,0.043956,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.650989,1.000000,-0.340053,-0.325380,1.325380,0.265076,0.026527,0.014652,-0.000191,0.005128,10.000000,1.000000,0.500000,0.2000,2.0000
46.660265,1.000000,-0.308106,-0.321925,1.321925,0.264385,0.026458,0.004884,-0.000191,0.011966,10.000000,1.000000,0.500000,0.2000,2.0000
46.670453,1.000000,-0.303608,-0.318261,1.318261,0.263652,0.026384,-0.034188,-0.000191,0.008547,10.000000,1.000000,0.500000,0.2000,2.0000
46.680000,1.000000,-0.303608,-0.315331,1.315331,0.263066,0.026326,-0.043956,-0.000191,-0.001709,10.000000,1.000000,0.500000,0.2000,2.0000
46.690382,1.000000,-0.337516,-0.319768,1.319768,0.263954,0.026414,0.043956,-0.000191,0.015385,10.000000,1.000000,0.500000,0.2000,2.0000
