time_s,f_des_N,f_raw_N,f_filt_N,f_err_N,f_joint_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_rad,tau_meas_Nm,b_adm,k_spring,kd_motor,lpf_alpha,vel_limit
19.200000,0.000000,-0.339896,-0.379383,0.379383,0.075877,0.015213,-0.034188,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
19.210133,0.000000,-0.339896,-0.371485,0.371485,0.074297,0.014898,0.034188,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.220377,0.000000,-0.373088,-0.371806,0.371806,0.074361,0.014910,-0.102564,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.232331,0.000000,-0.402450,-0.377935,0.377935,0.075587,0.015156,-0.043956,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.242712,0.000000,-0.410061,-0.384360,0.384360,0.076872,0.015413,-0.053724,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.250833,0.000000,-0.410061,-0.389500,0.389500,0.077900,0.015618,0.034188,-0.000191,-0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
19.261357,0.000000,-0.410061,-0.393612,0.393612,0.078722,0.015783,-0.004884,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.270000,0.000000,-0.348565,-0.384603,0.384603,0.076921,0.015422,-0.092796,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.280269,0.000000,-0.368381,-0.381358,0.381358,0.076272,0.015292,0.102564,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.290092,0.000000,-0.393914,-0.383870,0.383870,0.076774,0.015393,-0.004884,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.300032,0.000000,-0.393914,-0.385878,0.385878,0.077176,0.015473,0.014652,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.310000,0.000000,-0.395114,-0.387726,0.387726,0.077545,0.015547,0.024420,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.320362,0.000000,-0.395114,-0.389203,0.389203,0.077841,0.015606,0.131868,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.330336,0.000000,-0.412311,-0.393825,0.393825,0.078765,0.015791,-0.004884,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.341003,0.000000,-0.327303,-0.380520,0.380520,0.076104,0.015259,0.122100,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.350064,0.000000,-0.327303,-0.369877,0.369877,0.073975,0.014833,0.122100,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.360000,0.000000,-0.377773,-0.371456,0.371456,0.074291,0.014896,-0.073260,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
19.370953,0.000000,-0.395979,-0.376361,0.376361,0.075272,0.015093,-0.053724,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.380000,0.000000,-0.395979,-0.380284,0.380284,0.076057,0.015250,0.034188,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.390001,0.000000,-0.403913,-0.385010,0.385010,0.077002,0.015439,0.063492,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.400654,0.000000,-0.370285,-0.382065,0.382065,0.076413,0.015321,0.034188,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.410009,0.000000,-0.370285,-0.379709,0.379709,0.075942,0.015227,-0.034188,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.420364,0.000000,-0.368681,-0.377504,0.377504,0.075501,0.015138,0.043956,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.430503,0.000000,-0.368681,-0.375739,0.375739,0.075148,0.015068,-0.073260,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.440331,0.000000,-0.389012,-0.378394,0.378394,0.075679,0.015174,-0.043956,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.450688,0.000000,-0.404152,-0.383545,0.383545,0.076709,0.015380,0.043956,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.460322,0.000000,-0.404152,-0.387667,0.387667,0.077533,0.015545,0.024420,-0.000191,0.025641,5.000000,1.000000,0.500000,0.2000,2.0000
19.470000,0.000000,-0.401890,-0.390512,0.390512,0.078102,0.015659,-0.063492,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.480000,0.000000,-0.330088,-0.378427,0.378427,0.075685,0.015175,-0.004884,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.495048,0.000000,-0.363032,-0.375348,0.375348,0.075070,0.015052,0.024420,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.501856,0.000000,-0.363032,-0.372885,0.372885,0.074577,0.014954,0.004884,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
19.511770,0.000000,-0.363032,-0.370914,0.370914,0.074183,0.014875,0.053724,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.520196,0.000000,-0.363032,-0.369338,0.369338,0.073868,0.014812,-0.014652,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.530349,0.000000,-0.384732,-0.372416,0.372416,0.074483,0.014935,0.092796,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.541297,0.000000,-0.392085,-0.376350,0.376350,0.075270,0.015092,-0.092796,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.550000,0.000000,-0.392085,-0.379497,0.379497,0.075899,0.015218,-0.004884,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.560102,0.000000,-0.371077,-0.377813,0.377813,0.075563,0.015151,-0.014652,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.570122,0.000000,-0.336841,-0.369619,0.369619,0.073924,0.014823,0.102564,-0.000191,0.029060,5.000000,1.000000,0.500000,0.2000,2.0000
19.580252,0.000000,-0.336841,-0.363063,0.363063,0.072613,0.014561,0.004884,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
19.590743,0.000000,-0.382650,-0.366981,0.366981,0.073396,0.014717,-0.053724,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.600780,0.000000,-0.396164,-0.372817,0.372817,0.074563,0.014951,-0.024420,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.610458,0.000000,-0.396164,-0.377487,0.377487,0.075497,0.015138,-0.014652,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.620255,0.000000,-0.413596,-0.384708,0.384708,0.076942,0.015426,0.014652,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.630707,0.000000,-0.352098,-0.378186,0.378186,0.075637,0.015166,0.024420,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.640351,0.000000,-0.352098,-0.372969,0.372969,0.074594,0.014957,0.034188,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.650373,0.000000,-0.379638,-0.374303,0.374303,0.074861,0.015010,0.014652,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
19.660000,0.000000,-0.379638,-0.375370,0.375370,0.075074,0.015053,-0.092796,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.670887,0.000000,-0.404398,-0.381175,0.381175,0.076235,0.015285,-0.092796,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.680927,0.000000,-0.402218,-0.385384,0.385384,0.077077,0.015453,0.151404,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.691165,0.000000,-0.402218,-0.388751,0.388751,0.077750,0.015588,-0.004884,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.700450,0.000000,-0.403769,-0.391754,0.391754,0.078351,0.015708,-0.043956,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.710350,0.000000,-0.328077,-0.379019,0.379019,0.075804,0.015199,-0.053724,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.720489,0.000000,-0.328077,-0.368831,0.368831,0.073766,0.014791,0.053724,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.730000,0.000000,-0.371395,-0.369343,0.369343,0.073869,0.014812,-0.014652,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.740000,0.000000,-0.382066,-0.371888,0.371888,0.074378,0.014914,-0.024420,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.750194,0.000000,-0.382066,-0.373924,0.373924,0.074785,0.014995,-0.073260,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.760577,0.000000,-0.405094,-0.380158,0.380158,0.076032,0.015244,0.073260,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.770154,0.000000,-0.357538,-0.375634,0.375634,0.075127,0.015063,-0.004884,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.780302,0.000000,-0.357538,-0.372014,0.372014,0.074403,0.014919,0.063492,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.792032,0.000000,-0.359446,-0.369501,0.369501,0.073900,0.014818,-0.112332,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.800749,0.000000,-0.377852,-0.371171,0.371171,0.074234,0.014885,0.141636,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.810568,0.000000,-0.377852,-0.372507,0.372507,0.074501,0.014938,-0.004884,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.820190,0.000000,-0.400423,-0.378090,0.378090,0.075618,0.015162,0.043956,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.830242,0.000000,-0.400423,-0.382557,0.382557,0.076511,0.015340,-0.043956,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.840094,0.000000,-0.421178,-0.390281,0.390281,0.078056,0.015649,0.053724,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.850651,0.000000,-0.421178,-0.396460,0.396460,0.079292,0.015897,0.014652,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.860000,0.000000,-0.337557,-0.384680,0.384680,0.076936,0.015425,-0.102564,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.870268,0.000000,-0.376931,-0.383130,0.383130,0.076626,0.015363,0.004884,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
19.883600,0.000000,-0.395605,-0.385625,0.385625,0.077125,0.015463,-0.034188,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
19.890295,0.000000,-0.395605,-0.387621,0.387621,0.077524,0.015543,0.014652,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
19.900484,0.000000,-0.409169,-0.391931,0.391931,0.078386,0.015715,-0.024420,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.910109,0.000000,-0.409169,-0.395378,0.395378,0.079076,0.015853,0.043956,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.920098,0.000000,-0.380285,-0.392360,0.392360,0.078472,0.015733,-0.043956,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.930000,0.000000,-0.352385,-0.384365,0.384365,0.076873,0.015413,-0.043956,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.940608,0.000000,-0.352385,-0.377969,0.377969,0.075594,0.015157,-0.034188,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
19.950021,0.000000,-0.392382,-0.380851,0.380851,0.076170,0.015272,0.034188,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
19.960164,0.000000,-0.401914,-0.385064,0.385064,0.077013,0.015441,-0.034188,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.972741,0.000000,-0.401914,-0.388434,0.388434,0.077687,0.015576,0.034188,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
19.981015,0.000000,-0.414831,-0.393713,0.393713,0.078743,0.015787,-0.063492,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
19.990502,0.000000,-0.341889,-0.383348,0.383348,0.076670,0.015372,0.053724,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.000404,0.000000,-0.341889,-0.375057,0.375057,0.075011,0.015040,-0.092796,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.010207,0.000000,-0.375825,-0.375210,0.375210,0.075042,0.015047,-0.063492,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.020278,0.000000,-0.396129,-0.379394,0.379394,0.075879,0.015214,-0.014652,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.030505,0.000000,-0.396129,-0.382741,0.382741,0.076548,0.015348,0.024420,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.041274,0.000000,-0.399834,-0.386160,0.386160,0.077232,0.015485,-0.014652,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.050455,0.000000,-0.408264,-0.390580,0.390580,0.078116,0.015661,-0.043956,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.064075,0.000000,-0.408264,-0.394117,0.394117,0.078823,0.015803,-0.024420,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.071796,0.000000,-0.335378,-0.382369,0.382369,0.076474,0.015333,-0.004884,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.081298,0.000000,-0.384458,-0.382787,0.382787,0.076557,0.015350,0.004884,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.090000,0.000000,-0.384458,-0.383121,0.383121,0.076624,0.015363,0.014652,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.100048,0.000000,-0.392235,-0.384944,0.384944,0.076989,0.015436,0.092796,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.110050,0.000000,-0.392235,-0.386402,0.386402,0.077280,0.015494,0.014652,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.120501,0.000000,-0.404587,-0.390039,0.390039,0.078008,0.015640,0.004884,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.130254,0.000000,-0.351730,-0.382377,0.382377,0.076475,0.015333,0.004884,-0.000191,0.025641,5.000000,1.000000,0.500000,0.2000,2.0000
20.140207,0.000000,-0.351730,-0.376248,0.376248,0.075250,0.015088,0.043956,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.151621,0.000000,-0.362150,-0.373428,0.373428,0.074686,0.014975,0.034188,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.160072,0.000000,-0.374548,-0.373652,0.373652,0.074730,0.014984,-0.083028,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.170874,0.000000,-0.374548,-0.373831,0.373831,0.074766,0.014991,0.014652,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.180338,0.000000,-0.389251,-0.376915,0.376915,0.075383,0.015115,0.043956,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.190246,0.000000,-0.387648,-0.379062,0.379062,0.075812,0.015201,0.043956,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.200346,0.000000,-0.387648,-0.380779,0.380779,0.076156,0.015269,0.043956,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.210165,0.000000,-0.322777,-0.369179,0.369179,0.073836,0.014805,-0.014652,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.222535,0.000000,-0.377211,-0.370785,0.370785,0.074157,0.014870,0.014652,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.230594,0.000000,-0.377211,-0.372070,0.372070,0.074414,0.014921,-0.112332,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.240130,0.000000,-0.385896,-0.374835,0.374835,0.074967,0.015032,-0.034188,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.250520,0.000000,-0.393977,-0.378664,0.378664,0.075733,0.015185,-0.112332,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.260855,0.000000,-0.393977,-0.381726,0.381726,0.076345,0.015307,-0.024420,-0.000191,0.029060,5.000000,1.000000,0.500000,0.2000,2.0000
20.270243,0.000000,-0.358532,-0.377087,0.377087,0.075417,0.015122,-0.053724,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.280001,0.000000,-0.358532,-0.373376,0.373376,0.074675,0.014973,0.024420,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.290000,0.000000,-0.358025,-0.370306,0.370306,0.074061,0.014850,0.024420,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.300597,0.000000,-0.378713,-0.371987,0.371987,0.074397,0.014918,-0.151404,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.310702,0.000000,-0.378713,-0.373333,0.373333,0.074667,0.014971,-0.053724,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.320357,0.000000,-0.391810,-0.377028,0.377028,0.075406,0.015119,-0.004884,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.332062,0.000000,-0.391810,-0.379984,0.379984,0.075997,0.015238,-0.141636,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.340636,0.000000,-0.414915,-0.386971,0.386971,0.077394,0.015517,-0.024420,-0.000191,-0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.350660,0.000000,-0.335939,-0.376764,0.376764,0.075353,0.015109,-0.063492,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.360276,0.000000,-0.356814,-0.372774,0.372774,0.074555,0.014949,0.034188,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.370284,0.000000,-0.356814,-0.369582,0.369582,0.073916,0.014821,0.024420,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.380319,0.000000,-0.388216,-0.373309,0.373309,0.074662,0.014971,0.043956,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.390000,0.000000,-0.388216,-0.376290,0.376290,0.075258,0.015090,-0.004884,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.401898,0.000000,-0.401349,-0.381302,0.381302,0.076260,0.015290,-0.053724,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.411203,0.000000,-0.381054,-0.381252,0.381252,0.076250,0.015288,0.073260,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.421490,0.000000,-0.381054,-0.381213,0.381213,0.076243,0.015287,0.043956,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.430000,0.000000,-0.334907,-0.371952,0.371952,0.074390,0.014916,0.014652,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.440175,0.000000,-0.390334,-0.375628,0.375628,0.075126,0.015063,-0.034188,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.450082,0.000000,-0.390334,-0.378569,0.378569,0.075714,0.015181,-0.014652,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.462029,0.000000,-0.373676,-0.377591,0.377591,0.075518,0.015142,-0.043956,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.472139,0.000000,-0.402774,-0.382627,0.382627,0.076525,0.015343,0.053724,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.480333,0.000000,-0.402774,-0.386657,0.386657,0.077331,0.015504,-0.004884,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.491240,0.000000,-0.337496,-0.376825,0.376825,0.075365,0.015111,-0.043956,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.500000,0.000000,-0.356663,-0.372792,0.372792,0.074558,0.014950,0.043956,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.510818,0.000000,-0.356663,-0.369566,0.369566,0.073913,0.014821,0.043956,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.520191,0.000000,-0.379869,-0.371627,0.371627,0.074325,0.014903,0.024420,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.530430,0.000000,-0.397408,-0.376783,0.376783,0.075357,0.015109,-0.014652,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.540070,0.000000,-0.397408,-0.380908,0.380908,0.076182,0.015274,-0.004884,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.550057,0.000000,-0.394128,-0.383552,0.383552,0.076710,0.015380,-0.034188,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.562934,0.000000,-0.324559,-0.371753,0.371753,0.074351,0.014908,-0.063492,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.570326,0.000000,-0.324559,-0.362314,0.362314,0.072463,0.014531,0.004884,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.580364,0.000000,-0.380183,-0.365888,0.365888,0.073178,0.014674,-0.024420,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.590754,0.000000,-0.380183,-0.368747,0.368747,0.073749,0.014788,0.043956,-0.000191,0.025641,5.000000,1.000000,0.500000,0.2000,2.0000
20.600417,0.000000,-0.417195,-0.378437,0.378437,0.075687,0.015176,-0.034188,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.610314,0.000000,-0.422146,-0.387179,0.387179,0.077436,0.015525,0.063492,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.620634,0.000000,-0.358446,-0.381432,0.381432,0.076286,0.015295,-0.063492,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.630301,0.000000,-0.358446,-0.376835,0.376835,0.075367,0.015112,-0.024420,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.640398,0.000000,-0.368237,-0.375115,0.375115,0.075023,0.015043,0.073260,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.652593,0.000000,-0.394527,-0.378998,0.378998,0.075800,0.015198,0.014652,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.660439,0.000000,-0.394527,-0.382104,0.382104,0.076421,0.015322,-0.024420,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.670563,0.000000,-0.394527,-0.384588,0.384588,0.076918,0.015422,-0.024420,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.680099,0.000000,-0.407269,-0.389124,0.389124,0.077825,0.015603,-0.053724,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.690382,0.000000,-0.406465,-0.392593,0.392593,0.078519,0.015742,0.004884,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.700117,0.000000,-0.331047,-0.380284,0.380284,0.076057,0.015249,0.034188,-0.000191,0.022222,5.000000,1.000000,0.500000,0.2000,2.0000
20.710104,0.000000,-0.331047,-0.370436,0.370436,0.074087,0.014856,0.004884,-0.000191,0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.720142,0.000000,-0.377066,-0.371762,0.371762,0.074352,0.014909,-0.073260,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.733170,0.000000,-0.388241,-0.375058,0.375058,0.075012,0.015040,0.034188,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.740357,0.000000,-0.388241,-0.377695,0.377695,0.075539,0.015146,0.014652,-0.000191,-0.025641,5.000000,1.000000,0.500000,0.2000,2.0000
20.751889,0.000000,-0.402427,-0.382641,0.382641,0.076528,0.015344,0.053724,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.762393,0.000000,-0.358504,-0.377813,0.377813,0.075563,0.015151,0.024420,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.770715,0.000000,-0.358504,-0.373951,0.373951,0.074790,0.014996,0.034188,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.780705,0.000000,-0.347138,-0.368589,0.368589,0.073718,0.014782,0.024420,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.790216,0.000000,-0.347138,-0.364299,0.364299,0.072860,0.014610,0.024420,-0.000191,-0.018803,5.000000,1.000000,0.500000,0.2000,2.0000
20.800218,0.000000,-0.375581,-0.366555,0.366555,0.073311,0.014700,-0.141636,-0.000191,0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.810290,0.000000,-0.389877,-0.371220,0.371220,0.074244,0.014887,0.102564,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.820439,0.000000,-0.389877,-0.374951,0.374951,0.074990,0.015036,-0.063492,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.831242,0.000000,-0.411914,-0.382344,0.382344,0.076469,0.015332,-0.014652,-0.000191,0.011966,5.000000,1.000000,0.500000,0.2000,2.0000
20.840942,0.000000,-0.338234,-0.373522,0.373522,0.074704,0.014979,0.063492,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.850441,0.000000,-0.338234,-0.366464,0.366464,0.073293,0.014697,-0.122100,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.860341,0.000000,-0.364332,-0.366038,0.366038,0.073208,0.014680,0.092796,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.870671,0.000000,-0.364332,-0.365696,0.365696,0.073139,0.014666,-0.102564,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.880078,0.000000,-0.380590,-0.368675,0.368675,0.073735,0.014785,-0.034188,-0.000191,0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.890161,0.000000,-0.398326,-0.374605,0.374605,0.074921,0.015022,-0.014652,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.900236,0.000000,-0.398326,-0.379349,0.379349,0.075870,0.015212,-0.024420,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.2000,2.0000
20.912364,0.000000,-0.381566,-0.379793,0.379793,0.075959,0.015230,-0.063492,-0.000191,0.015385,5.000000,1.000000,0.500000,0.2000,2.0000
20.921104,0.000000,-0.325312,-0.368897,0.368897,0.073779,0.014794,0.043956,-0.000191,0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.930050,0.000000,-0.325312,-0.360180,0.360180,0.072036,0.014445,-0.004884,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.2000,2.0000
20.940332,0.000000,-0.371003,-0.362344,0.362344,0.072469,0.014532,0.034188,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
20.950631,0.000000,-0.383603,-0.366596,0.366596,0.073319,0.014702,-0.053724,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.2000,2.0000
