time_s,f_raw_N,f_filt_N,f_joint_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_rad,tau_meas_Nm,b_adm,k_spring,kd_motor,lpf_alpha,vel_limit
41.610253,-0.843467,-0.579304,-0.115861,-0.023058,0.063492,-0.000572,-0.032479,5.000000,1.000000,0.500000,0.1000,2.0000
41.620282,-0.843467,-0.605721,-0.121144,-0.024114,0.024420,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
41.630995,-0.505803,-0.595729,-0.119146,-0.023715,-0.034188,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
41.640136,-0.495215,-0.585677,-0.117135,-0.023313,-0.004884,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
41.650164,-0.495215,-0.576631,-0.115326,-0.022951,0.014652,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
41.660212,-0.513461,-0.570314,-0.114063,-0.022698,-0.014652,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
41.670916,-0.825952,-0.595878,-0.119176,-0.023721,-0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
41.680683,-0.825952,-0.618885,-0.123777,-0.024641,0.034188,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
41.690219,-0.536604,-0.610657,-0.122131,-0.024312,0.014652,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
41.700000,-0.536604,-0.603252,-0.120650,-0.024016,-0.043956,-0.000572,-0.032479,5.000000,1.000000,0.500000,0.1000,2.0000
41.711115,-0.520287,-0.594955,-0.118991,-0.023684,-0.092796,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
41.720210,-0.493762,-0.584836,-0.116967,-0.023279,0.004884,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
41.730249,-0.493762,-0.575729,-0.115146,-0.022915,0.004884,-0.000572,0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
41.740252,-0.496766,-0.567832,-0.113566,-0.022599,0.073260,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
41.750000,-0.850668,-0.596116,-0.119223,-0.023730,-0.004884,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
41.761565,-0.850668,-0.621571,-0.124314,-0.024748,-0.063492,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
41.772561,-0.486807,-0.608095,-0.121619,-0.024209,-0.014652,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
41.780860,-0.480417,-0.595327,-0.119065,-0.023699,0.004884,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
41.790969,-0.480417,-0.583836,-0.116767,-0.023239,-0.073260,-0.000572,0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
41.800266,-0.502353,-0.575688,-0.115138,-0.022913,-0.034188,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
41.810677,-0.502353,-0.568354,-0.113671,-0.022620,-0.024420,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
41.820000,-0.752929,-0.586812,-0.117362,-0.023358,0.043956,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
41.830046,-0.614597,-0.589590,-0.117918,-0.023469,-0.083028,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
41.840063,-0.614597,-0.592091,-0.118418,-0.023569,-0.053724,-0.000572,-0.032479,5.000000,1.000000,0.500000,0.1000,2.0000
41.850111,-0.506545,-0.583536,-0.116707,-0.023227,0.004884,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
41.863242,-0.504690,-0.575652,-0.115130,-0.022912,-0.014652,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
41.870175,-0.504690,-0.568555,-0.113711,-0.022628,0.073260,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
41.881029,-0.531160,-0.564816,-0.112963,-0.022478,0.083028,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
41.890568,-0.836689,-0.592003,-0.118401,-0.023566,-0.024420,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
41.900453,-0.836689,-0.616472,-0.123294,-0.024544,0.024420,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
41.910164,-0.514106,-0.606235,-0.121247,-0.024135,0.014652,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
41.920150,-0.437827,-0.589394,-0.117879,-0.023461,0.004884,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
41.930261,-0.437827,-0.574238,-0.114848,-0.022855,-0.034188,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
41.940199,-0.492144,-0.566028,-0.113206,-0.022527,-0.063492,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
41.950108,-0.492144,-0.558640,-0.111728,-0.022231,-0.083028,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
41.960653,-0.624649,-0.565241,-0.113048,-0.022495,-0.004884,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
41.971352,-0.746663,-0.583383,-0.116677,-0.023221,0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
41.981009,-0.746663,-0.599711,-0.119942,-0.023874,-0.053724,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
41.991537,-0.510672,-0.590807,-0.118161,-0.023518,-0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.000444,-0.501899,-0.581916,-0.116383,-0.023162,0.092796,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.010155,-0.501899,-0.573915,-0.114783,-0.022842,-0.083028,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.020169,-0.512971,-0.567820,-0.113564,-0.022598,0.024420,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.030066,-0.820406,-0.593079,-0.118616,-0.023609,0.063492,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.040112,-0.820406,-0.615811,-0.123162,-0.024518,-0.014652,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.052348,-0.546110,-0.608841,-0.121768,-0.024239,-0.053724,-0.000572,-0.035897,5.000000,1.000000,0.500000,0.1000,2.0000
42.060463,-0.453582,-0.593315,-0.118663,-0.023618,-0.034188,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
42.073790,-0.453582,-0.579342,-0.115868,-0.023059,0.053724,-0.000572,0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.080245,-0.503909,-0.571799,-0.114360,-0.022758,-0.004884,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.090288,-0.503909,-0.565010,-0.113002,-0.022486,-0.014652,-0.000572,0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.100116,-0.544774,-0.562986,-0.112597,-0.022405,0.102564,-0.000572,0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.110114,-0.807454,-0.587433,-0.117487,-0.023383,-0.024420,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.120124,-0.807454,-0.609435,-0.121887,-0.024263,-0.083028,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
42.130603,-0.500979,-0.598590,-0.119718,-0.023829,-0.014652,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.140767,-0.485658,-0.587296,-0.117459,-0.023377,-0.024420,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.150115,-0.485658,-0.577133,-0.115427,-0.022971,0.092796,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.160208,-0.552284,-0.574648,-0.114930,-0.022871,0.004884,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
42.170000,-0.845320,-0.601715,-0.120343,-0.023954,-0.034188,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
42.180027,-0.845320,-0.626075,-0.125215,-0.024929,-0.092796,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
42.190264,-0.567338,-0.620202,-0.124040,-0.024694,0.024420,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
42.200000,-0.494866,-0.607668,-0.121534,-0.024192,0.004884,-0.000572,-0.035897,5.000000,1.000000,0.500000,0.1000,2.0000
42.210000,-0.494866,-0.596388,-0.119278,-0.023741,0.053724,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.220000,-0.518751,-0.588624,-0.117725,-0.023431,-0.034188,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.230247,-0.518751,-0.581637,-0.116327,-0.023151,0.024420,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.240568,-0.492185,-0.572692,-0.114538,-0.022793,0.043956,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.250000,-0.839452,-0.599368,-0.119874,-0.023860,0.043956,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.260104,-0.839452,-0.623376,-0.124675,-0.024821,0.014652,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.270523,-0.530563,-0.614095,-0.122819,-0.024449,0.063492,-0.000572,-0.035897,5.000000,1.000000,0.500000,0.1000,2.0000
42.280298,-0.467686,-0.599454,-0.119891,-0.023864,-0.112332,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.290185,-0.467686,-0.586277,-0.117255,-0.023337,0.131868,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.300241,-0.517795,-0.579429,-0.115886,-0.023063,-0.004884,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.310003,-0.826815,-0.604167,-0.120833,-0.024052,0.043956,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.321071,-0.826815,-0.626432,-0.125286,-0.024943,0.024420,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
42.331725,-0.562144,-0.620003,-0.124001,-0.024686,-0.043956,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.340517,-0.496612,-0.607664,-0.121533,-0.024192,-0.004884,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.350942,-0.496612,-0.596559,-0.119312,-0.023748,-0.043956,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.360343,-0.510503,-0.587953,-0.117591,-0.023404,-0.053724,-0.000572,-0.035897,5.000000,1.000000,0.500000,0.1000,2.0000
42.371048,-0.510503,-0.580208,-0.116042,-0.023094,-0.043956,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.380000,-0.492985,-0.571486,-0.114297,-0.022745,-0.034188,-0.000572,-0.032479,5.000000,1.000000,0.500000,0.1000,2.0000
42.390000,-0.844449,-0.598782,-0.119756,-0.023837,0.014652,-0.000572,-0.039316,5.000000,1.000000,0.500000,0.1000,2.0000
42.400126,-0.844449,-0.623349,-0.124670,-0.024820,0.073260,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.411098,-0.489065,-0.609920,-0.121984,-0.024282,0.004884,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.421019,-0.438240,-0.592752,-0.118550,-0.023596,-0.083028,-0.000572,0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.430148,-0.438240,-0.577301,-0.115460,-0.022978,-0.063492,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
42.440104,-0.502270,-0.569798,-0.113960,-0.022677,0.004884,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.450250,-0.729454,-0.585764,-0.117153,-0.023316,0.034188,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.460724,-0.729454,-0.600133,-0.120027,-0.023891,-0.034188,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.470304,-0.632071,-0.603327,-0.120665,-0.024019,-0.014652,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.480227,-0.443416,-0.587336,-0.117467,-0.023379,0.112332,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
42.490244,-0.443416,-0.572944,-0.114589,-0.022803,-0.034188,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.500149,-0.507980,-0.566447,-0.113289,-0.022543,-0.004884,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.510186,-0.496181,-0.559421,-0.111884,-0.022262,-0.092796,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.520169,-0.496181,-0.553097,-0.110619,-0.022009,0.014652,-0.000572,0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.531172,-0.847687,-0.582556,-0.116511,-0.023188,-0.024420,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
42.540447,-0.847687,-0.609069,-0.121814,-0.024248,-0.053724,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.550240,-0.535844,-0.601747,-0.120349,-0.023955,-0.102564,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
42.560000,-0.452052,-0.586777,-0.117355,-0.023357,0.024420,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.570252,-0.452052,-0.573305,-0.114661,-0.022818,-0.043956,-0.000572,0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.580013,-0.489802,-0.564954,-0.112991,-0.022484,-0.024420,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.590598,-0.586044,-0.567063,-0.113413,-0.022568,0.073260,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.600711,-0.586044,-0.568961,-0.113792,-0.022644,-0.024420,-0.000572,0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.610518,-0.745576,-0.586623,-0.117325,-0.023350,-0.053724,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.620000,-0.457589,-0.573719,-0.114744,-0.022834,-0.131868,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.630389,-0.457589,-0.562106,-0.112421,-0.022370,-0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
42.640000,-0.488438,-0.554739,-0.110948,-0.022075,0.014652,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.650005,-0.510120,-0.550278,-0.110056,-0.021897,-0.024420,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.660125,-0.510120,-0.546262,-0.109252,-0.021736,-0.014652,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.670111,-0.829641,-0.574600,-0.114920,-0.022870,-0.004884,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.680498,-0.544014,-0.571541,-0.114308,-0.022747,0.053724,-0.000572,-0.032479,5.000000,1.000000,0.500000,0.1000,2.0000
42.690136,-0.544014,-0.568788,-0.113758,-0.022637,-0.102564,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.701439,-0.459356,-0.557845,-0.111569,-0.022199,0.043956,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.712581,-0.459356,-0.547996,-0.109599,-0.021805,0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.720419,-0.484358,-0.541632,-0.108326,-0.021551,-0.063492,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.730128,-0.520211,-0.539490,-0.107898,-0.021465,-0.034188,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
42.740322,-0.520211,-0.537562,-0.107512,-0.021388,0.014652,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.750000,-0.809405,-0.564747,-0.112949,-0.022475,-0.004884,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.760000,-0.465827,-0.554855,-0.110971,-0.022080,0.053724,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
42.770508,-0.465827,-0.545952,-0.109190,-0.021724,-0.034188,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
42.781331,-0.459073,-0.537264,-0.107453,-0.021376,-0.073260,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.791835,-0.531624,-0.536700,-0.107340,-0.021354,-0.014652,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.803140,-0.531624,-0.536192,-0.107238,-0.021333,0.034188,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.811278,-0.825248,-0.565098,-0.113020,-0.022489,-0.024420,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.820000,-0.519492,-0.560537,-0.112107,-0.022307,0.043956,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.830000,-0.519492,-0.556433,-0.111287,-0.022143,-0.053724,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.840016,-0.475878,-0.548377,-0.109675,-0.021821,-0.063492,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.850119,-0.487713,-0.542311,-0.108462,-0.021578,-0.034188,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.861046,-0.487713,-0.536851,-0.107370,-0.021360,-0.014652,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.870977,-0.502163,-0.533382,-0.106676,-0.021221,0.043956,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.880626,-0.840745,-0.564119,-0.112824,-0.022450,0.024420,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.890351,-0.840745,-0.591781,-0.118356,-0.023557,0.034188,-0.000572,0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.900000,-0.457144,-0.578317,-0.115663,-0.023018,-0.063492,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.911158,-0.457144,-0.566200,-0.113240,-0.022534,-0.014652,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
42.920138,-0.421263,-0.551706,-0.110341,-0.021954,0.024420,-0.000572,0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
42.930191,-0.488238,-0.545360,-0.109072,-0.021700,-0.024420,-0.000572,0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
42.940000,-0.488238,-0.539647,-0.107929,-0.021471,-0.053724,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.950048,-0.799005,-0.565583,-0.113117,-0.022509,0.034188,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
42.960126,-0.537703,-0.562795,-0.112559,-0.022397,-0.122100,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
42.970266,-0.537703,-0.560286,-0.112057,-0.022297,-0.014652,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
42.980196,-0.479180,-0.552175,-0.110435,-0.021973,0.092796,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
42.990301,-0.516482,-0.548606,-0.109721,-0.021830,-0.004884,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
43.000727,-0.516482,-0.545393,-0.109079,-0.021701,-0.092796,-0.000572,-0.052991,5.000000,1.000000,0.500000,0.1000,2.0000
43.010527,-0.532063,-0.544060,-0.108812,-0.021648,0.092796,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.020154,-0.833151,-0.572969,-0.114594,-0.022804,-0.004884,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.030183,-0.833151,-0.598988,-0.119798,-0.023845,-0.004884,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.040000,-0.500135,-0.589102,-0.117820,-0.023450,-0.073260,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
43.050292,-0.500135,-0.580206,-0.116041,-0.023094,0.083028,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.061625,-0.445326,-0.566718,-0.113344,-0.022554,-0.043956,-0.000572,-0.039316,5.000000,1.000000,0.500000,0.1000,2.0000
43.070401,-0.462942,-0.556340,-0.111268,-0.022139,-0.004884,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.080599,-0.462942,-0.547000,-0.109400,-0.021766,-0.073260,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.090152,-0.692138,-0.561514,-0.112303,-0.022346,0.014652,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
43.100501,-0.592333,-0.564596,-0.112919,-0.022469,0.053724,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
43.110000,-0.592333,-0.567370,-0.113474,-0.022580,-0.053724,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.120013,-0.437123,-0.554345,-0.110869,-0.022059,-0.014652,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.130099,-0.437123,-0.542623,-0.108525,-0.021590,0.053724,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.140441,-0.450664,-0.533427,-0.106685,-0.021223,-0.083028,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
43.152545,-0.505208,-0.530605,-0.106121,-0.021110,0.034188,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.160263,-0.505208,-0.528065,-0.105613,-0.021008,-0.024420,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.173724,-0.834212,-0.558680,-0.111736,-0.022233,-0.073260,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
43.181054,-0.539276,-0.556740,-0.111348,-0.022155,0.151404,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.190359,-0.539276,-0.554993,-0.110999,-0.022085,0.034188,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
43.200000,-0.449855,-0.544479,-0.108896,-0.021665,-0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.210000,-0.504538,-0.540485,-0.108097,-0.021505,-0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.220000,-0.504538,-0.536891,-0.107378,-0.021361,0.063492,-0.000572,0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
43.232532,-0.586482,-0.541850,-0.108370,-0.021560,0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.240362,-0.718702,-0.559535,-0.111907,-0.022267,0.063492,-0.000572,-0.039316,5.000000,1.000000,0.500000,0.1000,2.0000
43.251024,-0.718702,-0.575452,-0.115090,-0.022904,0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.261007,-0.491085,-0.567015,-0.113403,-0.022566,0.053724,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.270474,-0.423083,-0.552622,-0.110524,-0.021990,-0.092796,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.281472,-0.423083,-0.539668,-0.107934,-0.021472,-0.131868,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.290271,-0.464851,-0.532186,-0.106437,-0.021173,-0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.300322,-0.464851,-0.525453,-0.105091,-0.020904,-0.034188,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.310083,-0.827531,-0.555660,-0.111132,-0.022112,-0.014652,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
43.320211,-0.534075,-0.553502,-0.110700,-0.022026,0.024420,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.332744,-0.534075,-0.551559,-0.110312,-0.021948,-0.043956,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.1000,2.0000
43.343104,-0.459847,-0.542388,-0.108478,-0.021581,0.024420,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.350213,-0.535312,-0.541680,-0.108336,-0.021553,0.004884,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
43.360678,-0.535312,-0.541044,-0.108209,-0.021527,-0.014652,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.370035,-0.533269,-0.540266,-0.108053,-0.021496,0.004884,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.1000,2.0000
43.380562,-0.840812,-0.570321,-0.114064,-0.022698,-0.122100,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.1000,2.0000
43.390205,-0.840812,-0.597370,-0.119474,-0.023780,-0.004884,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.400000,-0.444316,-0.582065,-0.116413,-0.023168,-0.034188,-0.000572,0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.410309,-0.444316,-0.568290,-0.113658,-0.022617,0.073260,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.1000,2.0000
43.420905,-0.461397,-0.557601,-0.111520,-0.022190,0.083028,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.1000,2.0000
43.430596,-0.475837,-0.549424,-0.109885,-0.021863,0.063492,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.440297,-0.475837,-0.542065,-0.108413,-0.021568,-0.083028,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.450021,-0.830124,-0.570871,-0.114174,-0.022720,-0.043956,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.460739,-0.498334,-0.563618,-0.112724,-0.022430,0.063492,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
43.471020,-0.498334,-0.557089,-0.111418,-0.022169,-0.063492,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.480288,-0.438472,-0.545227,-0.109045,-0.021695,-0.053724,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.1000,2.0000
43.490060,-0.446772,-0.535382,-0.107076,-0.021301,0.014652,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.1000,2.0000
43.500958,-0.446772,-0.526521,-0.105304,-0.020946,0.004884,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.510927,-0.517064,-0.525575,-0.105115,-0.020909,0.131868,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.520595,-0.845253,-0.557543,-0.111509,-0.022187,0.043956,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.1000,2.0000
43.530000,-0.845253,-0.586314,-0.117263,-0.023338,-0.043956,-0.000572,-0.035897,5.000000,1.000000,0.500000,0.1000,2.0000
43.540695,-0.522873,-0.579970,-0.115994,-0.023084,-0.024420,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.1000,2.0000
