time_s,f_raw_N,f_filt_N,f_joint_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_rad,tau_meas_Nm,b_adm,k_spring,kd_motor,lpf_alpha,vel_limit
13.910374,-0.323256,-0.380464,-0.076093,-0.015180,0.073260,-0.000191,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
13.922028,-0.323256,-0.363302,-0.072660,-0.014494,0.004884,-0.000191,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
13.930240,-0.249812,-0.329255,-0.065851,-0.013056,0.053724,-0.000572,-0.035897,5.000000,1.000000,0.500000,0.3000,2.0000
13.943592,-0.302423,-0.321205,-0.064241,-0.012810,-0.014652,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
13.950100,-0.302423,-0.315571,-0.063114,-0.012508,-0.004884,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
13.960110,-0.418839,-0.346551,-0.069310,-0.013748,-0.024420,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
13.970153,-0.418839,-0.368237,-0.073647,-0.014615,-0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
13.980121,-0.551125,-0.423104,-0.084621,-0.016810,0.063492,-0.000572,-0.032479,5.000000,1.000000,0.500000,0.3000,2.0000
13.990259,-0.319181,-0.391927,-0.078385,-0.015639,-0.024420,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.000570,-0.319181,-0.370103,-0.074021,-0.014690,0.053724,-0.000572,0.029060,5.000000,1.000000,0.500000,0.3000,2.0000
14.010436,-0.338709,-0.360685,-0.072137,-0.014313,-0.112332,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.020066,-0.320552,-0.348645,-0.069729,-0.013831,0.043956,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.030507,-0.320552,-0.340217,-0.068043,-0.013571,0.034188,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.040031,-0.655421,-0.434778,-0.086956,-0.017277,-0.053724,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.050029,-0.328152,-0.402790,-0.080558,-0.015997,-0.122100,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
14.060716,-0.328152,-0.380399,-0.076080,-0.015102,0.043956,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.070050,-0.247801,-0.340619,-0.068124,-0.013587,-0.043956,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.080771,-0.265056,-0.317950,-0.063590,-0.012604,-0.043956,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.090447,-0.265056,-0.302082,-0.060416,-0.011969,-0.034188,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.100281,-0.308802,-0.304098,-0.060820,-0.012049,0.014652,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.111525,-0.308802,-0.305509,-0.061102,-0.012106,-0.063492,-0.000572,-0.035897,5.000000,1.000000,0.500000,0.3000,2.0000
14.120000,-0.620364,-0.399965,-0.079993,-0.015884,0.004884,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.130140,-0.268082,-0.360400,-0.072080,-0.014302,0.063492,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
14.141262,-0.268082,-0.332705,-0.066541,-0.013270,-0.092796,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.150181,-0.231211,-0.302257,-0.060451,-0.011976,-0.034188,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.160272,-0.277641,-0.294872,-0.058974,-0.011680,-0.004884,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.170840,-0.277641,-0.289703,-0.057941,-0.011474,-0.053724,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.182757,-0.656071,-0.399613,-0.079923,-0.015870,0.024420,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.191838,-0.322101,-0.376359,-0.075272,-0.014940,-0.190476,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.202107,-0.322101,-0.360082,-0.072016,-0.014289,0.014652,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.210925,-0.303082,-0.342982,-0.068596,-0.013605,-0.053724,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.221101,-0.303082,-0.331012,-0.066202,-0.013126,-0.004884,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.230365,-0.302989,-0.322605,-0.064521,-0.012790,-0.063492,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.240243,-0.303495,-0.316872,-0.063374,-0.012560,0.024420,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.250378,-0.303495,-0.312859,-0.062572,-0.012400,-0.024420,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.3000,2.0000
14.260305,-0.673555,-0.421068,-0.084214,-0.016728,-0.014652,-0.000572,0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.270000,-0.285706,-0.380459,-0.076092,-0.015104,0.063492,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.280000,-0.285706,-0.352033,-0.070407,-0.014043,-0.053724,-0.000191,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
14.291939,-0.236158,-0.317271,-0.063454,-0.012576,-0.073260,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.300084,-0.257001,-0.299190,-0.059838,-0.011853,-0.024420,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.312860,-0.257001,-0.286533,-0.057307,-0.011347,0.083028,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.320217,-0.581904,-0.375145,-0.075029,-0.014968,0.083028,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.330042,-0.359022,-0.370308,-0.074062,-0.014774,0.083028,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.340000,-0.359022,-0.366922,-0.073384,-0.014639,0.063492,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.350000,-0.233829,-0.326994,-0.065399,-0.013042,-0.083028,-0.000191,-0.046154,5.000000,1.000000,0.500000,0.3000,2.0000
14.360097,-0.233829,-0.299044,-0.059809,-0.011847,-0.131868,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.370368,-0.264221,-0.288597,-0.057719,-0.011429,0.102564,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.3000,2.0000
14.382459,-0.269675,-0.282921,-0.056584,-0.011279,0.092796,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.390350,-0.269675,-0.278947,-0.055789,-0.011120,0.014652,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.400288,-0.661605,-0.393744,-0.078749,-0.015635,0.083028,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
14.410211,-0.288772,-0.362253,-0.072451,-0.014452,-0.034188,-0.000191,-0.035897,5.000000,1.000000,0.500000,0.3000,2.0000
14.420997,-0.288772,-0.340208,-0.068042,-0.013494,0.063492,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.430000,-0.184222,-0.293412,-0.058682,-0.011698,0.092796,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.440047,-0.304334,-0.296689,-0.059338,-0.011829,-0.131868,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.450179,-0.304334,-0.298983,-0.059797,-0.011845,-0.073260,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.462447,-0.477754,-0.352614,-0.070523,-0.013990,-0.043956,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.470512,-0.505460,-0.398468,-0.079694,-0.015824,0.043956,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
14.480000,-0.505460,-0.430565,-0.086113,-0.017184,-0.083028,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.490437,-0.212375,-0.365108,-0.073022,-0.014490,-0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.500624,-0.212375,-0.319288,-0.063858,-0.012657,-0.024420,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.510755,-0.252865,-0.299361,-0.059872,-0.011860,0.004884,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
14.520000,-0.296287,-0.298439,-0.059688,-0.011823,0.034188,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
14.530044,-0.296287,-0.297793,-0.059559,-0.011797,-0.053724,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.540014,-0.668998,-0.409155,-0.081831,-0.016252,0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.550680,-0.305528,-0.378067,-0.075613,-0.015008,-0.034188,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
14.560301,-0.305528,-0.356305,-0.071261,-0.014138,0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.570804,-0.254229,-0.325682,-0.065136,-0.012913,0.083028,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.580176,-0.261328,-0.306376,-0.061275,-0.012217,0.034188,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.590297,-0.261328,-0.292861,-0.058572,-0.011676,0.053724,-0.000191,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.600882,-0.339464,-0.306842,-0.061368,-0.012236,0.102564,-0.000191,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.610114,-0.339464,-0.316629,-0.063326,-0.012627,-0.043956,-0.000191,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
14.620136,-0.339464,-0.323479,-0.064696,-0.012825,0.043956,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.630295,-0.565506,-0.396088,-0.079218,-0.015729,0.092796,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.641483,-0.252466,-0.353001,-0.070600,-0.014082,-0.004884,-0.000191,-0.032479,5.000000,1.000000,0.500000,0.3000,2.0000
14.651235,-0.252466,-0.322841,-0.064568,-0.012799,0.014652,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.660243,-0.232080,-0.295612,-0.059122,-0.011710,-0.004884,-0.000572,0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.671609,-0.278170,-0.290380,-0.058076,-0.011501,-0.083028,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
14.680949,-0.278170,-0.286717,-0.057343,-0.011354,-0.024420,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.690241,-0.672413,-0.402426,-0.080485,-0.015983,0.024420,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.700799,-0.672413,-0.483422,-0.096684,-0.019222,-0.034188,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.710181,-0.342154,-0.441042,-0.088208,-0.017527,0.014652,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.720201,-0.283592,-0.393807,-0.078761,-0.015638,-0.141636,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
14.733154,-0.283592,-0.360743,-0.072149,-0.014315,0.004884,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
14.740458,-0.320965,-0.348809,-0.069762,-0.013838,-0.004884,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.3000,2.0000
14.751367,-0.320965,-0.340456,-0.068091,-0.013504,-0.053724,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.760402,-0.376654,-0.351315,-0.070263,-0.013938,-0.034188,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.771296,-0.661488,-0.444367,-0.088873,-0.017660,0.053724,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
14.780552,-0.661488,-0.509503,-0.101901,-0.020266,-0.092796,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.790502,-0.305952,-0.448438,-0.089688,-0.017823,0.083028,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
14.800292,-0.225231,-0.381476,-0.076295,-0.015221,0.024420,-0.000191,-0.029060,5.000000,1.000000,0.500000,0.3000,2.0000
14.810000,-0.225231,-0.334602,-0.066920,-0.013270,0.043956,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.820000,-0.309485,-0.327067,-0.065413,-0.012968,0.014652,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
14.831772,-0.629939,-0.417929,-0.083586,-0.016603,-0.063492,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.843015,-0.362382,-0.401265,-0.080253,-0.015936,0.092796,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.850659,-0.362382,-0.389600,-0.077920,-0.015546,-0.004884,-0.000191,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
14.860703,-0.362382,-0.381434,-0.076287,-0.015143,-0.102564,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.870582,-0.223066,-0.333924,-0.066785,-0.013243,0.004884,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
14.880077,-0.263797,-0.312886,-0.062577,-0.012401,0.024420,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.890192,-0.319971,-0.315011,-0.063002,-0.012486,0.092796,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.900191,-0.319971,-0.316499,-0.063300,-0.012622,-0.073260,-0.000191,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.910225,-0.668195,-0.422008,-0.084402,-0.016766,0.112332,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
14.920175,-0.257632,-0.372695,-0.074539,-0.014870,0.063492,-0.000191,0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.932255,-0.257632,-0.338176,-0.067635,-0.013413,0.092796,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
14.940112,-0.294660,-0.325121,-0.065024,-0.012967,-0.092796,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
14.953349,-0.325290,-0.325172,-0.065034,-0.012892,0.063492,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
14.960000,-0.325290,-0.325207,-0.065041,-0.012970,0.024420,-0.000191,0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
14.970523,-0.594802,-0.406086,-0.081217,-0.016129,-0.004884,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.980073,-0.385937,-0.400041,-0.080008,-0.015887,-0.014652,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
14.990010,-0.385937,-0.395810,-0.079162,-0.015718,-0.092796,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.000261,-0.256107,-0.353899,-0.070780,-0.014042,0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.010772,-0.256107,-0.324561,-0.064912,-0.012868,0.034188,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.022499,-0.239202,-0.298953,-0.059791,-0.011844,0.034188,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.030034,-0.314251,-0.303543,-0.060709,-0.012027,0.053724,-0.000572,0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.044024,-0.314251,-0.306755,-0.061351,-0.012156,0.014652,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.051169,-0.681300,-0.419119,-0.083824,-0.016650,-0.102564,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.060747,-0.332087,-0.393009,-0.078602,-0.015606,-0.102564,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.070000,-0.332087,-0.374733,-0.074947,-0.014875,0.014652,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.080000,-0.225960,-0.330101,-0.066020,-0.013090,-0.014652,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
15.090000,-0.302377,-0.321784,-0.064357,-0.012757,-0.034188,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
15.101135,-0.302377,-0.315962,-0.063192,-0.012524,0.024420,-0.000572,0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.112073,-0.428476,-0.349716,-0.069943,-0.013874,0.063492,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.120436,-0.544709,-0.408214,-0.081643,-0.016290,-0.102564,-0.000191,0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.130000,-0.544709,-0.449162,-0.089832,-0.017852,0.102564,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.140000,-0.258999,-0.392113,-0.078423,-0.015646,-0.024420,-0.000191,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
15.151552,-0.258999,-0.352179,-0.070436,-0.013973,0.014652,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
15.161069,-0.266529,-0.326484,-0.065297,-0.012945,-0.034188,-0.000572,0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
15.170105,-0.302702,-0.319349,-0.063870,-0.012660,-0.034188,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
15.180259,-0.302702,-0.314355,-0.062871,-0.012460,-0.024420,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
15.190000,-0.677605,-0.423330,-0.084666,-0.016819,0.043956,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.200544,-0.361497,-0.404780,-0.080956,-0.016077,0.024420,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.210915,-0.361497,-0.391795,-0.078359,-0.015557,0.004884,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.222121,-0.292168,-0.361907,-0.072381,-0.014362,0.024420,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
15.233536,-0.292168,-0.340985,-0.068197,-0.013525,0.034188,-0.000572,0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.240553,-0.250222,-0.313756,-0.062751,-0.012436,0.122100,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.250208,-0.346981,-0.323723,-0.064745,-0.012911,-0.043956,-0.000191,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.260363,-0.346981,-0.330701,-0.066140,-0.013114,-0.083028,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
15.270357,-0.619492,-0.417338,-0.083468,-0.016579,-0.024420,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.280264,-0.255380,-0.368751,-0.073750,-0.014636,0.034188,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.290463,-0.255380,-0.334740,-0.066948,-0.013275,-0.063492,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.301594,-0.255363,-0.310927,-0.062185,-0.012323,0.073260,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.310579,-0.315919,-0.312424,-0.062485,-0.012459,0.063492,-0.000191,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.320426,-0.315919,-0.313473,-0.062695,-0.012424,0.004884,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
15.330432,-0.663074,-0.418353,-0.083671,-0.016620,-0.034188,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.341934,-0.277482,-0.376092,-0.075218,-0.014929,-0.043956,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.3000,2.0000
15.350727,-0.277482,-0.346509,-0.069302,-0.013746,0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.360043,-0.229741,-0.311478,-0.062296,-0.012345,0.024420,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.370031,-0.276109,-0.300868,-0.060174,-0.011920,-0.112332,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
15.380056,-0.276109,-0.293440,-0.058688,-0.011623,-0.073260,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.390284,-0.288161,-0.291856,-0.058371,-0.011560,0.004884,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.402416,-0.288161,-0.290748,-0.058150,-0.011515,-0.073260,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.410209,-0.678898,-0.407193,-0.081439,-0.016173,0.004884,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
15.420506,-0.314933,-0.379515,-0.075903,-0.015066,-0.053724,-0.000572,-0.032479,5.000000,1.000000,0.500000,0.3000,2.0000
15.430397,-0.314933,-0.360140,-0.072028,-0.014291,0.024420,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.440310,-0.271337,-0.333499,-0.066700,-0.013226,0.014652,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.450000,-0.320577,-0.329622,-0.065924,-0.013070,0.014652,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.460311,-0.320577,-0.326909,-0.065382,-0.012962,0.024420,-0.000572,-0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
15.470176,-0.620971,-0.415127,-0.083025,-0.016491,0.043956,-0.000572,0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.481516,-0.380433,-0.404719,-0.080944,-0.016074,-0.034188,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.491894,-0.380433,-0.397433,-0.079487,-0.015783,-0.024420,-0.000572,-0.032479,5.000000,1.000000,0.500000,0.3000,2.0000
15.500318,-0.287404,-0.364424,-0.072885,-0.014463,0.024420,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.511365,-0.287404,-0.341318,-0.068264,-0.013538,-0.043956,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.520837,-0.253894,-0.315091,-0.063018,-0.012489,0.092796,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.530578,-0.308079,-0.312987,-0.062597,-0.012481,-0.083028,-0.000191,0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.540201,-0.676995,-0.422190,-0.084438,-0.016773,-0.073260,-0.000572,0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.550210,-0.676995,-0.498631,-0.099726,-0.019831,-0.034188,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
15.560000,-0.337164,-0.450191,-0.090038,-0.017893,0.024420,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.570152,-0.234444,-0.385467,-0.077093,-0.015304,0.034188,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.580163,-0.234444,-0.340160,-0.068032,-0.013492,0.043956,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.590558,-0.301863,-0.328671,-0.065734,-0.013032,0.014652,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.600884,-0.301863,-0.320628,-0.064126,-0.012711,-0.092796,-0.000572,0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
15.610168,-0.535085,-0.384965,-0.076993,-0.015284,-0.043956,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.620714,-0.449308,-0.404268,-0.080854,-0.016056,-0.073260,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
15.630316,-0.449308,-0.417780,-0.083556,-0.016597,0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.640313,-0.271336,-0.373847,-0.074769,-0.014839,-0.034188,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
15.650000,-0.321503,-0.358144,-0.071629,-0.014211,0.053724,-0.000572,0.008547,5.000000,1.000000,0.500000,0.3000,2.0000
15.660509,-0.321503,-0.347152,-0.069430,-0.013772,-0.053724,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.671880,-0.352457,-0.348743,-0.069749,-0.013835,-0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.681170,-0.673250,-0.446095,-0.089219,-0.017729,0.034188,-0.000572,-0.022222,5.000000,1.000000,0.500000,0.3000,2.0000
15.690276,-0.673250,-0.514242,-0.102848,-0.020455,0.024420,-0.000572,-0.025641,5.000000,1.000000,0.500000,0.3000,2.0000
15.700696,-0.358919,-0.467645,-0.093529,-0.018591,0.034188,-0.000572,-0.015385,5.000000,1.000000,0.500000,0.3000,2.0000
15.710705,-0.358919,-0.435027,-0.087005,-0.017287,0.083028,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.720408,-0.301982,-0.395113,-0.079023,-0.015766,0.034188,-0.000191,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.730014,-0.290158,-0.363627,-0.072725,-0.014431,0.024420,-0.000572,-0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.740015,-0.290158,-0.341586,-0.068317,-0.013549,0.034188,-0.000572,0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.751332,-0.405511,-0.360764,-0.072153,-0.014316,-0.034188,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.761497,-0.573144,-0.424478,-0.084896,-0.016865,0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.770335,-0.573144,-0.469078,-0.093816,-0.018649,-0.004884,-0.000572,-0.011966,5.000000,1.000000,0.500000,0.3000,2.0000
15.780437,-0.309136,-0.421095,-0.084219,-0.016729,0.073260,-0.000572,-0.029060,5.000000,1.000000,0.500000,0.3000,2.0000
15.790118,-0.279302,-0.378557,-0.075711,-0.015104,-0.014652,-0.000191,-0.035897,5.000000,1.000000,0.500000,0.3000,2.0000
15.801031,-0.279302,-0.348781,-0.069756,-0.013837,-0.073260,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.810597,-0.273512,-0.326200,-0.065240,-0.012934,0.141636,-0.000572,-0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
15.820034,-0.676637,-0.431331,-0.086266,-0.017215,-0.073260,-0.000191,0.005128,5.000000,1.000000,0.500000,0.3000,2.0000
15.830267,-0.676637,-0.504923,-0.100985,-0.020082,0.073260,-0.000572,-0.018803,5.000000,1.000000,0.500000,0.3000,2.0000
15.841132,-0.335907,-0.454218,-0.090844,-0.018054,0.014652,-0.000572,0.001709,5.000000,1.000000,0.500000,0.3000,2.0000
