time_s,f_des_N,f_est_N,f_ati_N,f_err_N,tau_meas_Nm,qdot_des_rad_s,qdot_meas_rad_s,q_des_rad,q_rad,b_adm,k_spring,kp_motor,kd_motor,lpf_alpha,vel_limit
4.200136,0.000000,0.046480,-0.589410,-0.046480,0.011966,-0.001745,-0.063492,0.000513,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.216348,0.000000,0.028637,-0.620095,-0.028637,-0.008547,-0.001107,-0.024420,0.000495,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.221929,0.000000,0.024619,-0.620095,-0.024619,0.001709,-0.000947,0.092796,0.000489,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.230329,0.000000,0.031661,-0.663049,-0.031661,0.011966,-0.001228,0.004884,0.000479,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.241540,0.000000,0.020201,-0.663049,-0.020201,-0.005128,-0.000694,-0.122100,0.000471,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.250606,0.000000,0.028126,-0.611540,-0.028126,0.011966,-0.001087,-0.004884,0.000461,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.260517,0.000000,0.024210,-0.585372,-0.024210,0.001709,-0.000930,0.014652,0.000452,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.270239,0.000000,0.017659,-0.585372,-0.017659,-0.001709,-0.000668,0.063492,0.000446,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.280287,0.000000,0.039768,-0.657243,-0.039768,0.025641,-0.001553,0.161172,0.000430,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.290000,0.000000,-0.014339,-0.631095,0.014339,-0.046154,0.000612,-0.083028,0.000436,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.300000,0.000000,-0.026856,-0.631095,0.026856,-0.015385,0.001112,0.024420,0.000447,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.312033,0.000000,-0.006100,-0.638511,0.006100,0.015385,0.000282,0.004884,0.000450,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.321631,0.000000,-0.037359,-0.573692,0.037359,-0.032479,0.001533,0.151404,0.000465,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.330287,0.000000,-0.011084,-0.573692,0.011084,0.018803,0.000558,-0.083028,0.000470,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.340505,0.000000,-0.013995,-0.598580,0.013995,-0.005128,0.000598,0.083028,0.000476,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.350016,0.000000,-0.016324,-0.624942,0.016324,-0.005128,0.000691,-0.073260,0.000483,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.360576,0.000000,-0.031863,-0.624942,0.031863,-0.018803,0.001313,0.053724,0.000497,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.370026,0.000000,-0.037456,-0.659212,0.037456,-0.011966,0.001536,0.083028,0.000511,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.380000,0.000000,-0.038512,-0.659212,0.038512,-0.008547,0.001579,-0.024420,0.000527,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.390000,0.000000,-0.022263,-0.630881,0.022263,0.008547,0.000929,0.043956,0.000536,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.400014,0.000000,-0.043451,-0.589836,0.043451,-0.025641,0.001776,-0.043956,0.000554,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.411851,0.000000,-0.036470,-0.589836,0.036470,-0.001709,0.001497,-0.014652,0.000572,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.420235,0.000000,-0.030886,-0.631653,0.030886,-0.001709,0.001274,-0.053724,0.000582,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.431453,0.000000,-0.009324,-0.643185,0.009324,0.015385,0.000411,0.024420,0.000587,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.440592,0.000000,0.018182,-0.643185,-0.018182,0.025641,-0.000689,-0.014652,0.000581,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.450296,0.000000,0.023093,-0.648817,-0.023093,0.008547,-0.000886,-0.063492,0.000572,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.460746,0.000000,0.006508,-0.554827,-0.006508,-0.011966,-0.000222,-0.043956,0.000570,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.470000,0.000000,0.047942,-0.554827,-0.047942,0.042735,-0.001803,-0.053724,0.000553,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.480000,0.000000,0.050319,-0.578861,-0.050319,0.011966,-0.001975,-0.053724,0.000533,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.490000,0.000000,0.038546,-0.578861,-0.038546,-0.001709,-0.001427,-0.102564,0.000519,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.500241,0.000000,0.015452,-0.638655,-0.015452,-0.015385,-0.000580,0.014652,0.000513,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.510000,0.000000,-0.016698,-0.665854,0.016698,-0.029060,0.000706,-0.053724,0.000520,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.520014,0.000000,-0.008230,-0.665854,0.008230,0.005128,0.000367,-0.004884,0.000524,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.530929,0.000000,-0.008294,-0.630640,0.008294,-0.001709,0.000370,0.043956,0.000528,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.540344,0.000000,0.008750,-0.558015,-0.008750,0.015385,-0.000312,0.053724,0.000525,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.550619,0.000000,-0.015222,-0.558015,0.015222,-0.022222,0.000647,0.122100,0.000531,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.560188,0.000000,-0.010469,-0.627903,0.010469,0.001709,0.000457,0.024420,0.000536,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.570148,0.000000,-0.010084,-0.641893,0.010084,-0.001709,0.000442,0.053724,0.000540,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.580240,0.000000,-0.002939,-0.641893,0.002939,0.005128,0.000156,-0.043956,0.000542,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.590000,0.000000,0.013033,-0.652307,-0.013033,0.015385,-0.000483,0.063492,0.000537,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.600000,0.000000,-0.025471,-0.583268,0.025471,-0.035897,0.001057,0.024420,0.000548,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.611127,0.000000,-0.004992,-0.583268,0.004992,0.015385,0.000238,-0.034188,0.000550,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.620375,0.000000,-0.009122,-0.624862,0.009122,-0.005128,0.000403,0.073260,0.000554,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.630360,0.000000,0.001250,-0.611989,-0.001250,0.008547,-0.000012,-0.083028,0.000554,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.640083,0.000000,-0.028060,-0.611989,0.028060,-0.029060,0.001161,0.063492,0.000565,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.650488,0.000000,-0.037833,-0.657183,0.037833,-0.015385,0.001551,0.141636,0.000581,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.660491,0.000000,-0.028557,-0.657183,0.028557,0.001709,0.001180,0.053724,0.000593,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.670105,0.000000,-0.027974,-0.668049,0.027974,-0.005128,0.001157,0.063492,0.000604,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.680087,0.000000,-0.034345,-0.583117,0.034345,-0.011966,0.001412,-0.043956,0.000618,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.690827,0.000000,-0.042860,-0.583117,0.042860,-0.015385,0.001753,0.004884,0.000637,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.700000,0.000000,0.005028,-0.575698,-0.005028,0.039316,-0.000163,-0.043956,0.000636,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.711904,0.000000,0.019407,-0.621817,-0.019407,0.015385,-0.000738,-0.043956,0.000627,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.720030,0.000000,0.010397,-0.621817,-0.010397,-0.005128,-0.000378,-0.063492,0.000624,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.731600,0.000000,0.010027,-0.629301,-0.010027,0.001709,-0.000363,-0.073260,0.000620,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.741178,0.000000,0.002894,-0.603506,-0.002894,-0.005128,-0.000078,-0.073260,0.000619,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.751013,0.000000,-0.013070,-0.603506,0.013070,-0.015385,0.000561,-0.053724,0.000624,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.760000,0.000000,-0.022422,-0.558875,0.022422,-0.011966,0.000935,-0.014652,0.000633,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.770164,0.000000,-0.002553,-0.604951,0.002553,0.015385,0.000140,0.014652,0.000634,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.780287,0.000000,0.023599,-0.604951,-0.023599,0.025641,-0.000906,0.102564,0.000625,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.790663,0.000000,0.010332,-0.612657,-0.010332,-0.008547,-0.000375,0.073260,0.000621,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.800189,0.000000,0.027069,-0.618981,-0.027069,0.018803,-0.001045,0.073260,0.000611,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.810484,0.000000,0.002852,-0.618981,-0.002852,-0.018803,-0.000076,0.024420,0.000610,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.821796,0.000000,-0.006266,-0.552006,0.006266,-0.008547,0.000289,-0.073260,0.000614,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.830692,0.000000,0.006953,-0.572041,-0.006953,0.011966,-0.000240,-0.063492,0.000611,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.840626,0.000000,0.038041,-0.572041,-0.038041,0.032479,-0.001484,-0.004884,0.000597,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.851418,0.000000,0.035561,-0.594251,-0.035561,0.005128,-0.001384,-0.014652,0.000582,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.860259,0.000000,0.019902,-0.594251,-0.019902,-0.008547,-0.000758,-0.053724,0.000575,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.870340,0.000000,0.010793,-0.623492,-0.010793,-0.005128,-0.000394,0.004884,0.000571,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.880138,0.000000,0.034276,-0.635306,-0.034276,0.025641,-0.001333,0.024420,0.000558,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.890147,0.000000,0.056480,-0.635306,-0.056480,0.029060,-0.002221,0.083028,0.000536,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.902158,0.000000,0.050313,-0.545131,-0.050313,0.005128,-0.001974,0.024420,0.000512,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.912036,0.000000,0.031703,-0.648523,-0.031703,-0.008547,-0.001230,0.034188,0.000500,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.920355,0.000000,0.064679,-0.648523,-0.064679,0.039316,-0.002549,0.083028,0.000479,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.930820,0.000000,0.070546,-0.625471,-0.070546,0.018803,-0.002784,0.092796,0.000450,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.940736,0.000000,0.044471,-0.658298,-0.044471,-0.011966,-0.001741,0.043956,0.000432,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.950774,0.000000,0.044124,-0.658298,-0.044124,0.008547,-0.001727,-0.043956,0.000415,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.960276,0.000000,0.054103,-0.572894,-0.054103,0.018803,-0.002050,-0.092796,0.000396,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.970371,0.000000,0.031316,-0.572894,-0.031316,-0.011966,-0.001215,0.073260,0.000383,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.980023,0.000000,0.033600,-0.629992,-0.033600,0.008547,-0.001306,-0.034188,0.000371,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
4.990123,0.000000,-0.009017,-0.653418,0.009017,-0.035897,0.000399,-0.024420,0.000375,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.000120,0.000000,0.015008,-0.653418,-0.015008,0.022222,-0.000486,-0.083028,0.000370,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.010134,0.000000,-0.023891,-0.637576,0.023891,-0.035897,0.000994,0.112332,0.000380,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.020643,0.000000,-0.048172,-0.678649,0.048172,-0.029060,0.001965,-0.014652,0.000400,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.030685,0.000000,-0.040247,-0.678649,0.040247,-0.001709,0.001648,-0.043956,0.000417,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.040550,0.000000,-0.020232,-0.563246,0.020232,0.011966,0.000847,-0.073260,0.000425,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.050298,0.000000,-0.028151,-0.623556,0.028151,-0.011966,0.001164,0.073260,0.000437,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.060379,0.000000,-0.031068,-0.623556,0.031068,-0.008547,0.001281,0.004884,0.000450,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.070183,0.000000,-0.023145,-0.652603,0.023145,0.001709,0.000964,0.024420,0.000459,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.080183,0.000000,-0.013388,-0.637190,0.013388,0.005128,0.000574,0.034188,0.000465,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.090149,0.000000,-0.019257,-0.637190,0.019257,-0.008547,0.000808,-0.053724,0.000473,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.100184,0.000000,-0.017115,-0.603810,0.017115,-0.001709,0.000799,-0.092796,0.000481,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.110384,0.000000,-0.011983,-0.594758,0.011983,0.001709,0.000594,-0.073260,0.000487,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.120219,0.000000,-0.001039,-0.594758,0.001039,0.008547,0.000080,0.073260,0.000488,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.130236,0.000000,-0.023054,-0.633423,0.023054,-0.022222,0.000960,0.004884,0.000497,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.140613,0.000000,-0.050922,-0.660264,0.050922,-0.032479,0.002075,-0.014652,0.000519,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.150353,0.000000,-0.045865,-0.660264,0.045865,-0.005128,0.001873,-0.014652,0.000537,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.160398,0.000000,-0.062333,-0.677195,0.062333,-0.025641,0.002531,0.014652,0.000563,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.170120,0.000000,-0.054995,-0.677195,0.054995,-0.005128,0.002238,0.092796,0.000584,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.180291,0.000000,-0.069637,-0.577382,0.069637,-0.025641,0.002824,-0.024420,0.000613,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.190331,0.000000,-0.057419,-0.605985,0.057419,-0.001709,0.002335,0.014652,0.000636,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.200395,0.000000,-0.030551,-0.605985,0.030551,0.015385,0.001260,-0.004884,0.000649,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.210000,0.000000,-0.032987,-0.599202,0.032987,-0.008547,0.001358,0.141636,0.000662,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.221688,0.000000,-0.007587,-0.606471,0.007587,0.018803,0.000342,0.004884,0.000666,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.230809,0.000000,-0.011197,-0.606471,0.011197,-0.005128,0.000486,-0.043956,0.000671,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.240309,0.000000,0.030358,-0.600354,-0.030358,0.039316,-0.001176,0.034188,0.000659,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.250000,0.000000,0.036252,-0.553288,-0.036252,0.011966,-0.001412,0.063492,0.000646,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.260534,0.000000,0.037549,-0.553288,-0.037549,0.008547,-0.001464,0.014652,0.000630,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.270069,0.000000,0.021492,-0.601695,-0.021492,-0.008547,-0.000822,-0.092796,0.000623,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.280131,0.000000,0.018903,-0.598300,-0.018903,0.001709,-0.000718,-0.043956,0.000615,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.290027,0.000000,0.044182,-0.598300,-0.044182,0.029060,-0.001729,0.161172,0.000598,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.300124,0.000000,0.064406,-0.631818,-0.064406,0.029060,-0.002538,0.083028,0.000573,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.310505,0.000000,0.070328,-0.631818,-0.070328,0.018803,-0.002775,0.034188,0.000544,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.322112,0.000000,0.047715,-0.543530,-0.047715,-0.008547,-0.001870,-0.014652,0.000522,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.330767,0.000000,0.074070,-0.576428,-0.074070,0.035897,-0.002925,-0.014652,0.000497,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.340407,0.000000,0.057546,-0.576428,-0.057546,-0.001709,-0.002264,0.014652,0.000475,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.351376,0.000000,0.051165,-0.631946,-0.051165,0.005128,-0.002008,0.083028,0.000453,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.360492,0.000000,0.039223,-0.639213,-0.039223,-0.001709,-0.001531,-0.034188,0.000439,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.370148,0.000000,0.002318,-0.639213,-0.002318,-0.029060,-0.000055,-0.053724,0.000438,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.380119,0.000000,0.027496,-0.629561,-0.027496,0.025641,-0.001062,0.043956,0.000428,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.390162,0.000000,0.013450,-0.576129,-0.013450,-0.008547,-0.000500,-0.014652,0.000423,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.400236,0.000000,0.026144,-0.576129,-0.026144,0.015385,-0.001008,-0.034188,0.000413,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.410703,0.000000,0.012368,-0.632153,-0.012368,-0.008547,-0.000380,-0.073260,0.000409,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.420378,0.000000,0.032117,-0.635670,-0.032117,0.022222,-0.001247,0.102564,0.000397,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.430252,0.000000,0.047916,-0.635670,-0.047916,0.022222,-0.001878,-0.063492,0.000378,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.440949,0.000000,0.033204,-0.640862,-0.033204,-0.005128,-0.001290,0.043956,0.000364,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.451422,0.000000,-0.012753,-0.599522,0.012753,-0.039316,0.000625,-0.112332,0.000371,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.460509,0.000000,0.015439,-0.599522,-0.015439,0.025641,-0.000579,-0.014652,0.000366,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.470048,0.000000,0.027736,-0.623541,-0.027736,0.015385,-0.001071,0.024420,0.000355,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.480199,0.000000,0.003385,-0.623541,-0.003385,-0.018803,-0.000097,-0.034188,0.000354,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.490000,0.000000,-0.002420,-0.646110,0.002420,-0.005128,0.000135,-0.014652,0.000356,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.500251,0.000000,-0.054928,-0.627272,0.054928,-0.052991,0.002312,-0.112332,0.000379,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.510385,0.000000,-0.035395,-0.627272,0.035395,0.008547,0.001454,0.024420,0.000394,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.522172,0.000000,-0.026607,-0.662894,0.026607,0.001709,0.001102,-0.043956,0.000407,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.531069,0.000000,-0.026413,-0.584590,0.026413,-0.005128,0.001095,-0.043956,0.000417,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.540000,0.000000,-0.009165,-0.584590,0.009165,0.011966,0.000405,-0.004884,0.000420,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.550526,0.000000,-0.036392,-0.628460,0.036392,-0.029060,0.001494,-0.073260,0.000436,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.560364,0.000000,-0.027404,-0.638874,0.027404,0.001709,0.001134,-0.053724,0.000447,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.570000,0.000000,-0.009957,-0.638874,0.009957,0.011966,0.000436,0.073260,0.000452,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.580232,0.000000,-0.019932,-0.655592,0.019932,-0.011966,0.000835,0.024420,0.000460,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.590100,0.000000,-0.055262,-0.624022,0.055262,-0.039316,0.002249,-0.073260,0.000482,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.600000,0.000000,-0.039081,-0.624022,0.039081,0.005128,0.001601,-0.014652,0.000498,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.610000,0.000000,-0.036393,-0.601800,0.036393,-0.005128,0.001494,-0.024420,0.000513,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.621860,0.000000,-0.017149,-0.601800,0.017149,0.011966,0.000800,-0.063492,0.000523,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.630670,0.000000,-0.012010,-0.629005,0.012010,0.001709,0.000519,0.043956,0.000527,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.641290,0.000000,-0.014736,-0.664451,0.014736,-0.005128,0.000628,0.034188,0.000534,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.651170,0.000000,-0.040848,-0.664451,0.040848,-0.029060,0.001672,0.014652,0.000550,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.660137,0.000000,-0.037807,-0.657802,0.037807,-0.005128,0.001627,-0.141636,0.000565,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.670075,0.000000,-0.052468,-0.582268,0.052468,-0.022222,0.002137,0.034188,0.000586,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.680215,0.000000,-0.064196,-0.582268,0.064196,-0.022222,0.002606,-0.043956,0.000613,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.690336,0.000000,-0.066742,-0.611463,0.066742,-0.015385,0.002708,0.024420,0.000640,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.700085,0.000000,-0.017496,-0.617121,0.017496,0.035897,0.000738,-0.024420,0.000647,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.710427,0.000000,-0.029381,-0.617121,0.029381,-0.015385,0.001213,-0.043956,0.000660,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.720105,0.000000,0.026068,-0.621595,-0.026068,0.049573,-0.001005,-0.014652,0.000650,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.731264,0.000000,0.036239,-0.621783,-0.036239,0.015385,-0.001411,-0.024420,0.000634,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.740504,0.000000,0.058051,-0.621783,-0.058051,0.029060,-0.002208,-0.102564,0.000614,-0.000572,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.750374,0.000000,0.054988,-0.545784,-0.054988,0.008547,-0.002161,-0.073260,0.000592,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.760515,0.000000,0.062793,-0.545784,-0.062793,0.018803,-0.002474,-0.073260,0.000567,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.770251,0.000000,0.048525,-0.587152,-0.048525,-0.001709,-0.001903,-0.024420,0.000549,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.780010,0.000000,0.050786,-0.619377,-0.050786,0.011966,-0.001993,-0.034188,0.000529,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.790000,0.000000,0.018407,-0.619377,-0.018407,-0.022222,-0.000698,-0.014652,0.000522,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.800000,0.000000,0.019854,-0.639214,-0.019854,0.005128,-0.000756,0.004884,0.000515,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.810000,0.000000,0.051780,-0.576480,-0.051780,0.035897,-0.002033,0.053724,0.000495,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.820566,0.000000,0.036296,-0.576480,-0.036296,-0.005128,-0.001414,-0.063492,0.000480,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
5.830482,0.000000,0.030746,-0.621679,-0.030746,0.001709,-0.001192,0.004884,0.000468,-0.000191,5.000000,1.000000,30.000000,2.000000,0.2000,1.0000
