time_s,q1,qd1,tau1,q2,qd2,tau2,q3,qd3,tau3,ref1,ref2,ref3,temp1,temp2,temp3
1.99999999999996,-0.453390788080251,-0.0892187208650383,0.0515383548489233,-1.20039690671042,0.209210879816106,-3.96580027762818,1.96912100952659,0.0824379193367659,-1.55199389030832,-0.452796561999773,-1.19882724509261,1.9694758623729,25,25,25
2.00999999999996,-0.45425204576666,-0.0836104400680899,0.0416247952418208,-1.19825662929571,0.218595530581749,-3.983837365015,1.96996191935207,0.0859949089688579,-1.54591285840556,-0.453671889423711,-1.19669745768103,1.97030707249693,25,25,25
2.01999999999996,-0.455062996881613,-0.0791731468661145,0.0313660139094173,-1.19602499609878,0.227459542520674,-4.00317058606075,1.97084090770597,0.0900368166095197,-1.53981015104828,-0.454524262506627,-1.19449604226551,1.97119081114804,25,25,25
2.02999999999996,-0.455835508703982,-0.0758916877872678,0.0215921458762927,-1.1937074384453,0.235778292370897,-4.02310618060246,1.97176265568426,0.0944993424771854,-1.5338959858667,-0.455355901570198,-1.19222313399774,1.9721254861705,25,25,25
2.03999999999996,-0.456580830637358,-0.0736636813160429,0.0130328344354661,-1.19130943025136,0.243567531411898,-4.04293566950807,1.97273089455551,0.0992652435050666,-1.52831093761352,-0.456169030144993,-1.18987896102904,1.97310940337707,25,25,25
2.04999999999996,-0.457308782330303,-0.0723189577246612,0.0061819825889659,-1.18883608781706,0.250879286523681,-4.06205335801994,1.97374796055436,0.104185009825177,-1.52310082754814,-0.456965871352732,-1.18746384543606,1.97414076870214,25,25,25
2.05999999999996,-0.458027209791851,-0.0716500366320998,0.00122910823412588,-1.18629184452089,0.2577920410679,-4.08004374227572,1.97481459475202,0.10910185701384,-1.5182181967087,-0.457748644256128,-1.1849782040107,1.97521769050668,25,25,25
2.06999999999996,-0.458741783062945,-0.071445802527577,-0.00193375457400317,-1.1836802469957,0.264397725323334,-4.09672230935376,1.97592999769463,0.113874725364263,-1.51354592366108,-0.458519560181711,-1.18242254891242,1.97633818203232,25,25,25
2.07999999999996,-0.459456125842403,-0.0715208502004532,-0.00364392001303948,-1.18100389001442,0.270788401321814,-4.1121281529663,1.9770920892593,0.118394544765168,-1.50893265929629,-0.459280819021101,-1.17979748818086,1.97750016400141,25,25,25
2.08999999999996,-0.460172200066954,-0.071735277716538,-0.00436618316249973,-1.17826447896927,0.277045093893897,-4.12647864963048,1.97829788858994,0.122591599238955,-1.50422884712575,-0.460034605516266,-1.17710372610712,1.97870146735977,25,25,25
2.09999999999996,-0.460890831396734,-0.0720028625424517,-0.00458686692400934,-1.17546298813655,0.283230304414023,-4.14010274984254,1.97954392124408,0.126434362728037,-1.49931473143773,-0.460783085534387,-1.1743420634624,1.97993983615878,25,25,25
2.10999999999996,-0.461612257317803,-0.0722885018678331,-0.00472733446914538,-1.17259987288099,0.28938469562711,-4.15337022113406,1.9808265758445,0.129921989441942,-1.49411592657802,-0.461528402337955,-1.17151339758241,1.98121293057296,25,25,25
2.11999999999995,-0.46233660143409,-0.0725978415074728,-0.0050902841780776,-1.169675294224,0.295527535403101,-4.1666308417092,1.98214236103292,0.133073472046755,-1.48860620078412,-0.462272672855835,-1.16861872230674,1.9825183300492,25,25,25
2.12999999999995,-0.463064214147952,-0.0729629067918585,-0.00584155575851295,-1.16668932217292,0.301659896610713,-4.18017204218036,1.98348804528543,0.135916409918915,-1.48280012143521,-0.463017983961013,-1.16565912777226,1.98385353658365,25,25,25
2.13999999999995,-0.463795859569927,-0.0734273886073571,-0.00702187157613943,-1.16364209629179,0.30776937295734,-4.19419767934644,1.9848606892313,0.138477632529191,-1.47673973242283,-0.463766388760807,-1.16263580005977,1.98521597812179,25,25,25
2.14999999999995,-0.464532761920099,-0.0740343499938805,-0.00857816912677742,-1.16053393471378,0.313835138917258,-4.20882585404619,1.98625759793602,0.14077693668241,-1.47047958150647,-0.464519902905323,-1.1595500206937,1.98660301207734,25,25,25
2.15999999999995,-0.465276546569805,-0.0748178981856212,-0.0104029890537797,-1.15736539351345,0.319832455935105,-4.22410067000265,1.98767622796495,0.142824221276231,-1.46407356816366,-0.465280500919968,-1.15640316599434,1.98801192896536,25,25,25
2.16999999999995,-0.466029119883812,-0.0757991681914554,-0.012371983751069,-1.15413728559508,0.325736092736946,-4.24001169307237,1.98911408236154,0.14461954685289,-1.45756572786307,-0.466050112567801,-1.15319670628289,1.98943995614458,25,25,25
2.17999999999995,-0.466792529933634,-0.0769860335879935,-0.0143728374519747,-1.15085067165871,0.331522485127907,-4.25651529544713,1.990568618902,0.146155206691515,-1.45098565536363,-0.466830619247543,-1.1499322049393,1.99088426166411,25,25,25
2.18999999999995,-0.467568840555571,-0.0783754148943289,-0.0163225706077752,-1.14750683589252,0.33717074170045,-4.27355350800853,1.99203718649537,0.147418771313149,-1.4443481204289,-0.467623850433018,-1.14661131731343,1.99234195820927,25,25,25
2.19999999999995,-0.468360038231521,-0.0799568962460407,-0.0181734250597101,-1.1441072568247,0.342662774174048,-4.29106786121411,1.99351699432827,0.148396191491854,-1.4376557106997,-0.468431580159785,-1.14323578949018,1.99381010714122,25,25,25
2.20999999999995,-0.469167978480492,-0.0817165062599146,-0.0199097520704339,-1.14065358040904,0.347982894271333,-4.30900746904737,1.99500511032521,0.149074316475154,-1.4309030714696,-0.469255523564681,-1.13980745690935,1.995285722625,25,25,25
2.21999999999995,-0.469994368356719,-0.0836398485265611,-0.0215393878322436,-1.13714759893927,0.353117194966986,-4.32733196994442,1.99649848065777,0.149442503362199,-1.42408142015881,-0.470097333483986,-1.13632824284144,1.99676577584023,25,25,25
2.22999999999995,-0.470840775451023,-0.0857141584354006,-0.0230830307766786,-1.1335912365097,0.358052955373397,-4.34601073830129,1.99799396039245,0.149493280317884,-1.4171823594278,-0.47095859711582,-1.13280015672051,1.99824719926886,25,25,25
2.23999999999995,-0.471708651525427,-0.087929217616133,-0.0245644389948935,-1.1299865398318,0.362778208987954,-4.36502003469098,1.99948834626413,0.149222231547722,-1.41020045322322,-0.471840832752362,-1.12922529233577,1.99972689105406,25,25,25
2.24999999999995,-0.472599359803346,-0.0902773142198768,-0.0260032093741007,-1.12633567232994,0.367281521701565,-4.38433959400883,2.00097840502341,0.148627378641267,-1.40313444492558,-0.472745486587414,-1.12560582588346,2.00120171942419,25,25,25
2.25999999999995,-0.473514197809824,-0.092752574348883,-0.0274108111532813,-1.12264090939777,0.3715519560712,-4.40394972893762,2.00246089383695,0.147708349597301,-1.39598730841765,-0.473673929604732,-1.12194401388105,2.00266852717585,25,25,25
2.26999999999995,-0.474454411290324,-0.0953500164687252,-0.0287896598870445,-1.11890463320851,0.375579158723313,-4.42382952022073,2.00393257201535,0.146465578138025,-1.3887654988767,-0.474627454552485,-1.11824219094587,2.00412413620974,25,25,25
2.27999999999995,-0.475421198139199,-0.0980646257961897,-0.0301344535534565,-1.11512932622331,0.379353496695941,-4.44395620797691,2.00539020539971,0.144899692299985,-1.38147781611016,-0.475607273009101,-1.11450276744044,2.0055653521131,25,25,25
2.28999999999995,-0.476415703806247,-0.100890646363327,-0.0314347670062276,-1.1113175632746,0.382866178894345,-4.46430557008286,2.00683056586135,0.143011161015364,-1.37413424017533,-0.476614512545662,-1.11072822698717,2.0069889687823,25,25,25
2.29999999999995,-0.477439011066465,-0.103821179309077,-0.0326779551321246,-1.10747200264542,0.386109321245429,-4.48485290229469,2.00825042862002,0.140800191301985,-1.36674498869406,-0.477650213989907,-1.10692112385503,2.0083917730791,25,25,25
2.30999999999995,-0.478492127392429,-0.106848082769048,-0.0338516502080589,-1.10359537684969,0.389075939653768,-4.50557418625711,2.00964656968739,0.138266818151192,-1.35931991839885,-0.478715328796758,-1.10308408022133,2.00977054951425,25,25,25
2.31999999999995,-0.479575972721846,-0.109962105944519,-0.0349454494823358,-1.09969048385234,0.391759876741202,-4.52644710613087,2.01101576498304,0.135411106747976,-1.35186828148811,-0.47981071653021,-1.0992197833115,2.01112208495153,25,25,25
2.32999999999995,-0.480691369511319,-0.113153161111567,-0.035951686595786,-1.09576017931486,0.394155682775729,-4.54745170325317,2.01235479182235,0.132233388152495,-1.34439876886991,-0.480937142461228,-1.09533098242041,2.01244317332597,25,25,25
2.33999999999995,-0.481839035944077,-0.116410637852607,-0.0368654070413664,-1.09180737019683,0.396258477161268,-4.56857059598635,2.01366043274609,0.128734467187266,-1.33691973312493,-0.482095275286224,-1.09142048581871,2.01373062036925,25,25,25
2.34999999999995,-0.483019582268371,-0.119723684349154,-0.0376837983018471,-1.08783500977164,0.398063815513125,-4.58978880586427,2.0149294811661,0.12491576626106,-1.32943947983022,-0.48328568497048,-1.08749115754776,2.01498124833594,25,25,25
2.35999999999995,-0.48423350963106,-0.123081410583192,-0.0384053623817183,-1.08384609388657,0.399567581063917,-4.61109330379148,2.01615874807131,0.120779393668349,-1.32196653656866,-0.484508840720759,-1.08354591410719,2.01619190072344,25,25,25
2.36999999999995,-0.485481210480035,-0.126472998502075,-0.0390290835690034,-1.07984365815036,0.400765910656539,-4.63247241810136,2.01734506903946,0.116328144379299,-1.31450984232006,-0.485765109091184,-1.07958772103914,2.01735944697941,25,25,25
2.37999999999995,-0.486762969601102,-0.129887728205064,-0.0395537671864027,-1.07583077567344,0.401655157270106,-4.65391523695596,2.0184853109589,0.111565453053266,-1.30707883497311,-0.487054752226286,-1.07561958941316,2.01848078718946,25,25,25
2.38999999999995,-0.488078965044136,-0.133314943901708,-0.039977635115444,-1.07181055500496,0.40223188453625,-4.6754111038186,2.01957637810053,0.106495322924929,-1.29968344349925,-0.488377926244942,-1.0716445722166,2.01955285673877,25,25,25
2.39999999999995,-0.489429268479136,-0.13674398858532,-0.040298183859608,-1.06778613798271,0.402492884818914,-4.69694926072576,2.0206152174174,0.101122251932397,-1.29233400976708,-0.489734679768774,-1.06766576065452,2.02057263094074,25,25,25
2.40999999999995,-0.490813844815843,-0.140164133918225,-0.0405122545031459,-1.06376069730858,0.40243521116797,-4.71851865187459,2.02159882313918,0.0954511713845883,-1.28504117239012,-0.491124952598336,-1.06368628036428,2.02153712962608,25,25,25
2.41999999999995,-0.4922325511575,-0.143564524619527,-0.0406162355818544,-1.05973743375935,0.402056214295241,-4.74010786766812,2.02252424084509,0.0894874050522595,-1.27781574325736,-0.492548574540291,-1.0597092875493,2.02244342168568,25,25,25
2.42999999999995,-0.493685135308233,-0.146934147661163,-0.0406063168119505,-1.05571957302267,0.40135357787233,-4.7617051904087,2.02338857124022,0.0832366497827381,-1.27066859970157,-0.494005264388511,-1.05573796503717,2.02328862956066,25,25,25
2.43999999999995,-0.495171234110724,-0.150261828240084,-0.0404787266121713,-1.05171036220191,0.400325348100025,-4.78329869704504,2.02418897384075,0.076704973808141,-1.26361060507757,-0.495494629061886,-1.05177551826717,2.02406993367313,25,25,25
2.44999999999995,-0.496690371873035,-0.153536248341044,-0.0402299106597351,-1.04771306606067,0.39896995598607,-4.80487637889394,2.02492267071639,0.0698988263000204,-1.25665256075962,-0.497016162901383,-1.04782517121245,2.02478457679115,25,25,25
2.45999999999995,-0.498241959077544,-0.156745980338489,-0.0398566343729593,-1.04373096308218,0.397286232667013,-4.82642624898971,2.02558695036675,0.0628250512508157,-1.2498051851438,-0.498569247128687,-1.04389016224213,2.02542986832149,25,25,25
2.46999999999995,-0.499825291479804,-0.159879527341634,-0.0393560134399207,-1.03976734140733,0.395273419245654,-4.84793642057747,2.0261791717414,0.055490899871048,-1.24307911099337,-0.500153149468551,-1.03997373992896,2.02600318852394,25,25,25
2.47999999999995,-0.501439549624377,-0.162925363202452,-0.0387254902612154,-1.03582549469727,0.392931173023223,-4.8693951520169,2.02669676836417,0.047904037661196,-1.23648489130483,-0.50176702393674,-1.03607915880802,2.02650199264086,25,25,25
2.48999999999995,-0.503083798743853,-0.165871967417323,-0.0379627799044032,-1.03190871794687,0.390259571855298,-4.89079086200094,2.02713725249463,0.0400725444728698,-1.23003300509454,-0.503409910795241,-1.03220967509203,2.026923814936,25,25,25
2.49999999999995,-0.504756988972723,-0.168707852735665,-0.0370658081796303,-1.02802030326017,0.387259117879743,-4.91211212379032,2.02749821925362,0.0320049077114255,-1.22373385712541,-0.505080736676162,-1.02836854234935,2.02726627263646,25,25,25
2.50999999999995,-0.506457955798567,-0.171421585518548,-0.0360326590391823,-1.02416353558928,0.383930741273916,-4.93334764841009,2.02777735064885,0.0237100100672466,-1.21759776863965,-0.506778314875532,-1.02455900715004,2.02752706977194,25,25,25
2.51999999999995,-0.508185420683094,-0.174001800411087,-0.034861541184158,-1.02034168843469,0.380275804167859,-4.95448626537886,2.02797241945497,0.0151971137290822,-1.21163495887559,-0.508501345817953,-1.02078430468641,2.02770400090561,25,25,25
2.52999999999995,-0.509937991806788,-0.176437211607775,-0.0335507766540903,-1.01655801950592,0.376296104469639,-4.97551690671927,2.02808129292344,0.0064758430206259,-1.20585551907057,-0.510248417692831,-1.01704765437359,2.02779495475086,25,25,25
2.53999999999995,-0.51171416491525,-0.178716623000784,-0.0320988086990944,-1.0128157663453,0.371993879180451,-4.99642859682732,2.02810193631538,-0.0024438330060495,-1.20026938163575,-0.512018007262661,-1.01335225543651,2.02779791766855,25,25,25
2.54999999999995,-0.513512324266804,-0.1808289390246,-0.0305042230253716,-1.00911814192231,0.367371806770075,-5.01721044807229,2.02803241626331,-0.011551617080219,-1.19488628732425,-0.513808480843604,-1.00970128248913,2.02771097703938,25,25,25
2.55999999999995,-0.515330743695742,-0.182763177297977,-0.0287657755281383,-1.00546833020989,0.362433008295301,-5.0378516602122,2.02787090397378,-0.0208368989830459,-1.18971575273972,-0.515618095458333,-1.00609788111223,2.02753232450628,25,25,25
2.56999999999995,-0.517167587812763,-0.184508483437966,-0.0268824203905705,-1.0018694817564,0.357181047112833,-5.05834152094922,2.02761567828365,-0.030288769712073,-1.18476703973865,-0.517445000160902,-1.00254516343576,2.02726025908179,25,25,25
2.57999999999995,-0.519020913364501,-0.186054147836893,-0.0248533342314197,-0.998324709267638,0.351619927207982,-5.07866940506786,2.02726512857954,-0.0398960349656594,-1.18004912743242,-0.519287237533114,-0.999046203732089,2.02689319011561,25,25,25
2.58999999999994,-0.520888670769501,-0.187389623829252,-0.0226779341271211,-0.994837083212244,0.345754090292224,-5.09882477030446,2.02681775758434,-0.0496472284788007,-1.17557068678775,-0.521142745351648,-0.995604034026247,2.02642964011772,25,25,25
2.59999999999994,-0.522768705841086,-0.188504546539279,-0.0203558892632184,-0.991409627461793,0.339588411897669,-5.11879714905781,2.02627218400996,-0.0595306256966589,-1.17134005736061,-0.523009358424911,-0.992221639729434,2.02586824743262,25,25,25
2.60999999999994,-0.524658761700287,-0.189388751748819,-0.0178871273484464,-0.988045314974291,0.333128196712919,-5.13857613598623,2.02562714507041,-0.0695342581328321,-1.16736522549862,-0.524884810598388,-0.988901955301946,2.02520776876037,25,25,25
2.61999999999994,-0.526556480876062,-0.190032294291463,-0.0152718376361824,-0.984747063527535,0.326379173374454,-5.1581513722515,2.0248814988473,-0.0796459285854051,-1.163653803369,-0.526766736926959,-0.985647859951752,2.0244470815206,25,25,25
2.62999999999994,-0.528459407586116,-0.190425465691561,-0.0125104725011536,-0.981517731506802,0.319347488869344,-5.17751252757732,2.0240342264987,-0.0898532272213056,-1.16021300833873,-0.528652676012444,-0.982462173374894,2.02358518605533,25,25,25
2.63999999999994,-0.530364990189893,-0.190558810966772,-0.00960374918189137,-0.978360113750148,0.312039702636758,-5.19664928139274,2.02308443430288,-0.100143548420253,-1.15704964246723,-0.530540072504375,-0.97934765154384,2.02262120766733,25,25,25
2.64999999999994,-0.532270583805451,-0.19042314466247,-0.00655265272884956,-0.975276937454067,0.304462780393501,-5.21555130419477,2.02203135553029,-0.110504108204814,-1.15417007210033,-0.532426279761733,-0.976306982549915,2.02155439849035,25,25,25
2.65999999999994,-0.534173453083143,-0.19000956627012,-0.00335844058586408,-0.972270858142278,0.296624087662329,-5.23420823998444,2.02087435213878,-0.120921962068834,-1.15158020773019,-0.534308562673184,-0.973342782505872,2.02038413918823,25,25,25
2.66999999999994,-0.536070775130853,-0.189309475202924,-2.26487192310979e-05,-0.969344455700821,0.288531382954755,-5.25260969030509,2.01961291628892,-0.131384023041184,-1.14928548438696,-0.53618410063307,-0.97045759151461,2.01910994047982,25,25,25
2.67999999999994,-0.537959642587201,-0.188314585475661,0.0034529011297932,-0.966500230483183,0.280192810551916,-5.27074520011565,2.01824667167796,-0.141877079867062,-1.14729084285676,-0.538049990670178,-0.967653869709987,2.01773144448714,25,25,25
2.68999999999994,-0.539837066840367,-0.187016940182037,0.0070660936410523,-0.963740599489782,0.271616892832827,-5.28860424551511,2.01677537469158,-0.152387815240366,-1.14560071199146,-0.53990325072611,-0.964933993375609,2.01624842590415,25,25,25
