time_s,f_des_N,f_est_N,f_ati_N,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
0.240138,0.000000,-0.042735,-0.101511,-0.008547,-0.000191,0.024420,5.0000,0.1000
0.250000,0.000000,-0.042735,-0.102463,-0.008547,-0.000191,-0.063492,5.0000,0.1000
0.260000,0.000000,-0.076923,-0.109020,-0.015385,-0.000191,-0.043956,5.0000,0.1000
0.270000,0.000000,-0.059829,-0.109020,-0.011966,-0.000191,0.024420,5.0000,0.1000
0.282075,0.000000,-0.025641,-0.076529,-0.005128,-0.000191,0.014652,5.0000,0.1000
0.290048,0.000000,-0.008547,-0.084301,-0.001709,-0.000191,0.004884,5.0000,0.1000
0.300326,0.000000,-0.025641,-0.084301,-0.005128,-0.000191,0.092796,5.0000,0.1000
0.310222,0.000000,-0.008547,-0.107828,-0.001709,-0.000191,0.014652,5.0000,0.1000
0.320187,0.000000,-0.025641,-0.105881,-0.005128,-0.000191,0.131868,5.0000,0.1000
0.330241,0.000000,0.025641,-0.105881,0.005128,-0.000191,-0.083028,5.0000,0.1000
0.340224,0.000000,-0.025641,-0.097859,-0.005128,-0.000191,-0.151404,5.0000,0.1000
0.350286,0.000000,-0.042735,-0.076054,-0.008547,-0.000191,0.112332,5.0000,0.1000
0.360000,0.000000,-0.059829,-0.076054,-0.011966,-0.000191,-0.034188,5.0000,0.1000
0.370000,0.000000,0.025641,-0.087876,0.005128,-0.000191,0.141636,5.0000,0.1000
0.381020,0.000000,0.008547,-0.107630,0.001709,-0.000191,-0.063492,5.0000,0.1000
0.390187,0.000000,-0.059829,-0.107630,-0.011966,-0.000191,-0.092796,5.0000,0.1000
0.400357,0.000000,0.025641,-0.125026,0.005128,-0.000191,-0.004884,5.0000,0.1000
0.410331,0.000000,0.008547,-0.083283,0.001709,-0.000191,0.083028,5.0000,0.1000
0.420436,0.000000,-0.076923,-0.083283,-0.015385,-0.000191,-0.034188,5.0000,0.1000
0.430000,0.000000,0.042735,-0.105339,0.008547,-0.000191,0.014652,5.0000,0.1000
0.440000,0.000000,-0.008547,-0.105339,-0.001709,-0.000191,0.083028,5.0000,0.1000
0.450120,0.000000,-0.111111,-0.099177,-0.022222,-0.000191,0.004884,5.0000,0.1000
0.460144,0.000000,0.008547,-0.102688,0.001709,-0.000191,0.112332,5.0000,0.1000
0.470416,0.000000,-0.059829,-0.103380,-0.011966,-0.000191,-0.004884,5.0000,0.1000
0.481096,0.000000,-0.042735,-0.103380,-0.008547,-0.000191,-0.034188,5.0000,0.1000
0.490379,0.000000,0.042735,-0.090892,0.008547,-0.000191,0.004884,5.0000,0.1000
0.500285,0.000000,-0.008547,-0.090892,-0.001709,-0.000191,-0.024420,5.0000,0.1000
0.510135,0.000000,-0.008547,-0.090448,-0.001709,-0.000191,-0.004884,5.0000,0.1000
0.523750,0.000000,-0.094017,-0.098802,-0.018803,-0.000191,0.034188,5.0000,0.1000
0.530423,0.000000,0.008547,-0.098802,0.001709,-0.000191,-0.102564,5.0000,0.1000
0.542301,0.000000,-0.008547,-0.113016,-0.001709,-0.000191,0.004884,5.0000,0.1000
0.550423,0.000000,-0.008547,-0.098699,-0.001709,-0.000191,-0.063492,5.0000,0.1000
0.560367,0.000000,0.059829,-0.098699,0.011966,-0.000191,0.014652,5.0000,0.1000
0.570262,0.000000,-0.059829,-0.068884,-0.011966,-0.000191,-0.131868,5.0000,0.1000
0.580314,0.000000,0.008547,-0.068884,0.001709,-0.000191,-0.073260,5.0000,0.1000
0.590000,0.000000,-0.111111,-0.108176,-0.022222,-0.000191,0.004884,5.0000,0.1000
0.602353,0.000000,-0.042735,-0.117927,-0.008547,-0.000191,-0.053724,5.0000,0.1000
0.611103,0.000000,0.025641,-0.098501,0.005128,-0.000191,0.004884,5.0000,0.1000
0.620574,0.000000,-0.008547,-0.098501,-0.001709,-0.000191,0.034188,5.0000,0.1000
0.630795,0.000000,0.025641,-0.074875,0.005128,-0.000191,-0.034188,5.0000,0.1000
0.640723,0.000000,-0.025641,-0.087214,-0.005128,-0.000191,-0.024420,5.0000,0.1000
0.650362,0.000000,-0.025641,-0.087214,-0.005128,-0.000191,0.043956,5.0000,0.1000
0.660106,0.000000,0.008547,-0.105544,0.001709,-0.000191,0.004884,5.0000,0.1000
0.670059,0.000000,-0.042735,-0.105544,-0.008547,-0.000191,-0.131868,5.0000,0.1000
0.680308,0.000000,-0.042735,-0.119788,-0.008547,-0.000191,0.102564,5.0000,0.1000
0.691386,0.000000,0.025641,-0.099297,0.005128,-0.000191,0.014652,5.0000,0.1000
0.701224,0.000000,-0.042735,-0.082018,-0.008547,-0.000191,0.092796,5.0000,0.1000
0.710066,0.000000,-0.042735,-0.082018,-0.008547,-0.000191,0.024420,5.0000,0.1000
0.722417,0.000000,-0.042735,-0.098759,-0.008547,-0.000191,-0.141636,5.0000,0.1000
0.730683,0.000000,0.025641,-0.098759,0.005128,-0.000191,0.063492,5.0000,0.1000
0.740321,0.000000,0.025641,-0.108807,0.005128,-0.000191,0.024420,5.0000,0.1000
0.750243,0.000000,-0.008547,-0.108807,-0.001709,-0.000191,0.092796,5.0000,0.1000
0.760336,0.000000,-0.025641,-0.121802,-0.005128,-0.000191,0.083028,5.0000,0.1000
0.770152,0.000000,0.008547,-0.085261,0.001709,-0.000191,0.092796,5.0000,0.1000
0.780420,0.000000,-0.025641,-0.085723,-0.005128,-0.000191,0.053724,5.0000,0.1000
0.791007,0.000000,-0.008547,-0.085723,-0.001709,-0.000191,-0.063492,5.0000,0.1000
0.800918,0.000000,-0.059829,-0.103230,-0.011966,-0.000191,-0.024420,5.0000,0.1000
0.810047,0.000000,-0.076923,-0.121049,-0.015385,-0.000191,-0.083028,5.0000,0.1000
0.820184,0.000000,0.008547,-0.121049,0.001709,-0.000191,0.122100,5.0000,0.1000
0.830846,0.000000,0.025641,-0.100562,0.005128,-0.000191,-0.014652,5.0000,0.1000
0.840179,0.000000,-0.059829,-0.100562,-0.011966,-0.000191,-0.024420,5.0000,0.1000
0.850156,0.000000,-0.042735,-0.077113,-0.008547,-0.000191,0.014652,5.0000,0.1000
0.860000,0.000000,0.008547,-0.091551,0.001709,-0.000191,-0.004884,5.0000,0.1000
0.872981,0.000000,0.008547,-0.091551,0.001709,-0.000191,-0.043956,5.0000,0.1000
0.881237,0.000000,-0.008547,-0.112076,-0.001709,-0.000191,0.053724,5.0000,0.1000
0.891729,0.000000,-0.042735,-0.115684,-0.008547,-0.000191,0.053724,5.0000,0.1000
0.900312,0.000000,-0.008547,-0.115684,-0.001709,-0.000191,0.004884,5.0000,0.1000
0.910171,0.000000,-0.059829,-0.094120,-0.011966,-0.000191,0.102564,5.0000,0.1000
0.920169,0.000000,-0.076923,-0.094120,-0.015385,-0.000191,0.043956,5.0000,0.1000
0.930039,0.000000,-0.042735,-0.078241,-0.008547,-0.000191,-0.043956,5.0000,0.1000
0.940061,0.000000,0.008547,-0.099302,0.001709,-0.000191,0.112332,5.0000,0.1000
0.950020,0.000000,-0.042735,-0.099302,-0.008547,-0.000191,0.063492,5.0000,0.1000
0.961458,0.000000,0.008547,-0.100332,0.001709,-0.000191,-0.014652,5.0000,0.1000
0.970348,0.000000,0.008547,-0.101940,0.001709,-0.000191,0.053724,5.0000,0.1000
0.980122,0.000000,-0.025641,-0.101940,-0.005128,-0.000191,-0.004884,5.0000,0.1000
0.990407,0.000000,0.025641,-0.071147,0.005128,-0.000191,-0.102564,5.0000,0.1000
1.000000,0.000000,-0.059829,-0.084643,-0.011966,-0.000191,0.073260,5.0000,0.1000
1.010084,0.000000,-0.042735,-0.084643,-0.008547,-0.000191,0.004884,5.0000,0.1000
1.020208,0.000000,0.059829,-0.098313,0.011966,-0.000191,-0.151404,5.0000,0.1000
1.030000,0.000000,-0.008547,-0.098313,-0.001709,-0.000191,0.043956,5.0000,0.1000
1.040000,0.000000,-0.008547,-0.102110,-0.001709,-0.000191,0.024420,5.0000,0.1000
1.051071,0.000000,-0.042735,-0.085247,-0.008547,-0.000191,0.014652,5.0000,0.1000
1.061798,0.000000,-0.059829,-0.085247,-0.011966,-0.000191,-0.073260,5.0000,0.1000
1.071519,0.000000,0.025641,-0.079812,0.005128,-0.000191,-0.034188,5.0000,0.1000
1.080743,0.000000,-0.008547,-0.098208,-0.001709,-0.000191,0.034188,5.0000,0.1000
1.090811,0.000000,-0.059829,-0.098208,-0.011966,-0.000191,0.034188,5.0000,0.1000
1.101019,0.000000,-0.042735,-0.108555,-0.008547,-0.000191,0.034188,5.0000,0.1000
1.110318,0.000000,-0.059829,-0.108555,-0.011966,-0.000191,0.024420,5.0000,0.1000
1.120371,0.000000,-0.042735,-0.101700,-0.008547,-0.000191,-0.034188,5.0000,0.1000
1.130104,0.000000,-0.094017,-0.079956,-0.018803,-0.000191,0.014652,5.0000,0.1000
1.140123,0.000000,0.008547,-0.079956,0.001709,-0.000191,0.004884,5.0000,0.1000
1.151220,0.000000,0.008547,-0.088358,0.001709,-0.000191,-0.004884,5.0000,0.1000
1.160647,0.000000,-0.076923,-0.096554,-0.015385,-0.000191,-0.161172,5.0000,0.1000
1.170345,0.000000,-0.008547,-0.096554,-0.001709,-0.000191,-0.170940,5.0000,0.1000
1.180618,0.000000,-0.076923,-0.114687,-0.015385,-0.000191,0.063492,5.0000,0.1000
1.190480,0.000000,0.042735,-0.093515,0.008547,-0.000191,-0.043956,5.0000,0.1000
1.200014,0.000000,0.008547,-0.093515,0.001709,-0.000191,-0.131868,5.0000,0.1000
1.210019,0.000000,-0.111111,-0.081233,-0.022222,-0.000191,-0.034188,5.0000,0.1000
1.220207,0.000000,-0.025641,-0.081233,-0.005128,-0.000191,-0.014652,5.0000,0.1000
1.230156,0.000000,0.008547,-0.087572,0.001709,-0.000191,0.014652,5.0000,0.1000
1.242213,0.000000,0.008547,-0.108559,0.001709,-0.000191,-0.024420,5.0000,0.1000
1.250473,0.000000,0.008547,-0.114099,0.001709,-0.000191,0.014652,5.0000,0.1000
1.261720,0.000000,-0.025641,-0.114099,-0.005128,-0.000191,-0.112332,5.0000,0.1000
1.272459,0.000000,-0.076923,-0.090873,-0.015385,-0.000191,0.004884,5.0000,0.1000
1.280000,0.000000,-0.025641,-0.089020,-0.005128,-0.000191,-0.024420,5.0000,0.1000
1.290000,0.000000,0.008547,-0.089020,0.001709,-0.000191,0.131868,5.0000,0.1000
1.300029,0.000000,0.008547,-0.099134,0.001709,-0.000191,0.083028,5.0000,0.1000
1.310000,0.000000,-0.042735,-0.099134,-0.008547,-0.000191,-0.043956,5.0000,0.1000
1.320000,0.000000,-0.008547,-0.114556,-0.001709,-0.000191,0.092796,5.0000,0.1000
1.330186,0.000000,0.059829,-0.114696,0.011966,-0.000191,-0.043956,5.0000,0.1000
1.340004,0.000000,0.025641,-0.088708,0.005128,-0.000191,-0.043956,5.0000,0.1000
1.351762,0.000000,0.008547,-0.088708,0.001709,-0.000191,-0.073260,5.0000,0.1000
1.362532,0.000000,0.025641,-0.099737,0.005128,-0.000191,-0.034188,5.0000,0.1000
1.370001,0.000000,-0.076923,-0.099737,-0.015385,-0.000191,-0.024420,5.0000,0.1000
1.380800,0.000000,0.025641,-0.106792,0.005128,-0.000191,0.043956,5.0000,0.1000
1.390000,0.000000,0.042735,-0.123110,0.008547,-0.000191,-0.004884,5.0000,0.1000
1.400000,0.000000,0.025641,-0.123110,0.005128,-0.000191,-0.043956,5.0000,0.1000
1.410297,0.000000,-0.008547,-0.099260,-0.001709,-0.000191,-0.083028,5.0000,0.1000
1.420205,0.000000,0.008547,-0.099260,0.001709,-0.000191,0.112332,5.0000,0.1000
1.431047,0.000000,-0.059829,-0.092535,-0.011966,-0.000191,-0.024420,5.0000,0.1000
1.440543,0.000000,0.042735,-0.102094,0.008547,-0.000191,0.063492,5.0000,0.1000
1.450539,0.000000,0.008547,-0.102094,0.001709,-0.000191,0.063492,5.0000,0.1000
1.460577,0.000000,0.008547,-0.116158,0.001709,-0.000191,0.024420,5.0000,0.1000
1.470563,0.000000,0.025641,-0.119176,0.005128,-0.000191,-0.004884,5.0000,0.1000
1.480000,0.000000,-0.059829,-0.119176,-0.011966,-0.000191,0.034188,5.0000,0.1000
1.490107,0.000000,0.008547,-0.089959,0.001709,-0.000191,0.024420,5.0000,0.1000
1.500297,0.000000,0.025641,-0.107232,0.005128,-0.000191,0.034188,5.0000,0.1000
1.510262,0.000000,0.008547,-0.107232,0.001709,-0.000191,0.053724,5.0000,0.1000
1.521895,0.000000,-0.008547,-0.109697,-0.001709,-0.000191,-0.043956,5.0000,0.1000
1.530061,0.000000,-0.008547,-0.112577,-0.001709,-0.000191,0.043956,5.0000,0.1000
1.540752,0.000000,-0.042735,-0.112577,-0.008547,-0.000191,0.034188,5.0000,0.1000
1.551382,0.000000,-0.008547,-0.090890,-0.001709,-0.000191,-0.034188,5.0000,0.1000
1.560440,0.000000,-0.042735,-0.095611,-0.008547,-0.000191,0.043956,5.0000,0.1000
1.570235,0.000000,-0.042735,-0.095611,-0.008547,-0.000191,-0.102564,5.0000,0.1000
1.580189,0.000000,-0.111111,-0.102011,-0.022222,-0.000191,-0.073260,5.0000,0.1000
1.590101,0.000000,-0.059829,-0.102011,-0.011966,-0.000191,0.024420,5.0000,0.1000
1.600000,0.000000,0.008547,-0.105597,0.001709,-0.000191,-0.024420,5.0000,0.1000
1.610313,0.000000,-0.025641,-0.109895,-0.005128,-0.000191,-0.063492,5.0000,0.1000
1.620890,0.000000,-0.042735,-0.085451,-0.008547,-0.000191,0.053724,5.0000,0.1000
1.630010,0.000000,-0.025641,-0.085451,-0.005128,-0.000191,0.004884,5.0000,0.1000
1.640440,0.000000,0.008547,-0.088476,0.001709,-0.000191,0.004884,5.0000,0.1000
1.650213,0.000000,-0.008547,-0.088476,-0.001709,-0.000191,-0.112332,5.0000,0.1000
1.661581,0.000000,-0.059829,-0.107084,-0.011966,-0.000191,-0.073260,5.0000,0.1000
1.670031,0.000000,-0.059829,-0.107084,-0.011966,-0.000191,-0.034188,5.0000,0.1000
1.680001,0.000000,-0.094017,-0.109537,-0.018803,-0.000191,-0.102564,5.0000,0.1000
1.690256,0.000000,-0.059829,-0.105998,-0.011966,-0.000191,-0.043956,5.0000,0.1000
1.700177,0.000000,-0.076923,-0.077793,-0.015385,-0.000191,0.014652,5.0000,0.1000
1.713127,0.000000,-0.025641,-0.077793,-0.005128,-0.000191,0.024420,5.0000,0.1000
1.722018,0.000000,-0.008547,-0.091507,-0.001709,-0.000191,-0.043956,5.0000,0.1000
1.730221,0.000000,-0.025641,-0.102213,-0.005128,-0.000191,-0.024420,5.0000,0.1000
1.740388,0.000000,-0.059829,-0.102213,-0.011966,-0.000191,0.063492,5.0000,0.1000
1.750802,0.000000,0.008547,-0.108953,0.001709,-0.000191,-0.073260,5.0000,0.1000
1.760185,0.000000,0.025641,-0.108953,0.005128,-0.000191,-0.014652,5.0000,0.1000
1.770146,0.000000,0.042735,-0.085664,0.008547,-0.000191,0.024420,5.0000,0.1000
1.780000,0.000000,-0.042735,-0.091073,-0.008547,-0.000191,-0.063492,5.0000,0.1000
1.790686,0.000000,-0.111111,-0.103871,-0.022222,-0.000191,-0.043956,5.0000,0.1000
1.800769,0.000000,-0.059829,-0.103871,-0.011966,-0.000191,0.092796,5.0000,0.1000
1.812971,0.000000,-0.042735,-0.112671,-0.008547,-0.000191,-0.043956,5.0000,0.1000
1.820001,0.000000,-0.025641,-0.112671,-0.005128,-0.000191,-0.102564,5.0000,0.1000
1.830506,0.000000,0.025641,-0.107276,0.005128,-0.000191,0.024420,5.0000,0.1000
1.840000,0.000000,-0.059829,-0.107276,-0.011966,-0.000191,0.034188,5.0000,0.1000
1.850000,0.000000,-0.076923,-0.073618,-0.015385,-0.000191,0.053724,5.0000,0.1000
1.860141,0.000000,-0.042735,-0.101430,-0.008547,-0.000191,-0.053724,5.0000,0.1000
1.871398,0.000000,-0.094017,-0.109171,-0.018803,-0.000191,0.053724,5.0000,0.1000
1.881365,0.000000,-0.008547,-0.109171,-0.001709,-0.000191,0.102564,5.0000,0.1000
1.892690,0.000000,-0.094017,-0.109771,-0.018803,-0.000191,-0.014652,5.0000,0.1000
1.901434,0.000000,-0.042735,-0.109771,-0.008547,-0.000191,-0.053724,5.0000,0.1000
1.910983,0.000000,-0.094017,-0.095250,-0.018803,-0.000191,0.034188,5.0000,0.1000
1.920366,0.000000,0.025641,-0.084470,0.005128,-0.000191,0.004884,5.0000,0.1000
1.930134,0.000000,0.025641,-0.084470,0.005128,-0.000191,0.043956,5.0000,0.1000
1.940134,0.000000,-0.094017,-0.102513,-0.018803,-0.000191,0.053724,5.0000,0.1000
1.952929,0.000000,-0.094017,-0.108477,-0.018803,-0.000191,0.024420,5.0000,0.1000
1.960641,0.000000,0.025641,-0.108477,0.005128,-0.000191,0.024420,5.0000,0.1000
1.973596,0.000000,-0.094017,-0.108661,-0.018803,-0.000191,0.073260,5.0000,0.1000
1.980049,0.000000,-0.025641,-0.078171,-0.005128,-0.000191,0.083028,5.0000,0.1000
1.990350,0.000000,-0.008547,-0.078171,-0.001709,-0.000191,0.092796,5.0000,0.1000
2.000000,0.000000,-0.042735,-0.090765,-0.008547,-0.000191,-0.073260,5.0000,0.1000
2.010000,0.000000,-0.025641,-0.090765,-0.005128,-0.000191,-0.034188,5.0000,0.1000
2.020037,0.000000,-0.025641,-0.098709,-0.005128,-0.000191,0.092796,5.0000,0.1000
2.030080,0.000000,-0.025641,-0.111031,-0.005128,-0.000191,0.063492,5.0000,0.1000
2.041464,0.000000,-0.025641,-0.086881,-0.005128,-0.000191,0.053724,5.0000,0.1000
2.051407,0.000000,0.008547,-0.086881,0.001709,-0.000191,0.053724,5.0000,0.1000
2.060288,0.000000,0.008547,-0.073905,0.001709,-0.000191,-0.112332,5.0000,0.1000
2.070166,0.000000,-0.025641,-0.073905,-0.005128,-0.000191,-0.122100,5.0000,0.1000
2.080181,0.000000,0.008547,-0.080975,0.001709,-0.000191,-0.024420,5.0000,0.1000
2.090022,0.000000,-0.008547,-0.104524,-0.001709,-0.000191,0.043956,5.0000,0.1000
2.100137,0.000000,0.008547,-0.104524,0.001709,-0.000191,0.043956,5.0000,0.1000
2.110109,0.000000,-0.042735,-0.097897,-0.008547,-0.000191,0.024420,5.0000,0.1000
2.120095,0.000000,-0.059829,-0.097897,-0.011966,-0.000191,0.034188,5.0000,0.1000
2.130127,0.000000,-0.025641,-0.085068,-0.005128,-0.000191,-0.014652,5.0000,0.1000
2.140080,0.000000,-0.094017,-0.081578,-0.018803,-0.000191,0.122100,5.0000,0.1000
2.150000,0.000000,0.008547,-0.081578,0.001709,-0.000191,0.014652,5.0000,0.1000
2.160001,0.000000,-0.059829,-0.099490,-0.011966,-0.000191,0.073260,5.0000,0.1000
2.170000,0.000000,0.008547,-0.089216,0.001709,-0.000191,0.024420,5.0000,0.1000
2.180273,0.000000,0.008547,-0.089216,0.001709,-0.000191,-0.053724,5.0000,0.1000
2.190255,0.000000,-0.042735,-0.090647,-0.008547,-0.000191,0.083028,5.0000,0.1000
2.200000,0.000000,-0.025641,-0.065985,-0.005128,-0.000191,0.141636,5.0000,0.1000
2.210000,0.000000,0.076923,-0.065985,0.015385,-0.000191,-0.004884,5.0000,0.1000
2.220000,0.000000,0.008547,-0.089129,0.001709,-0.000191,0.014652,5.0000,0.1000
2.230338,0.000000,-0.008547,-0.105545,-0.001709,-0.000191,0.043956,5.0000,0.1000
2.240313,0.000000,-0.042735,-0.105545,-0.008547,-0.000191,-0.014652,5.0000,0.1000
2.250000,0.000000,-0.042735,-0.099053,-0.008547,-0.000191,-0.004884,5.0000,0.1000
2.260000,0.000000,-0.076923,-0.099053,-0.015385,-0.000191,-0.053724,5.0000,0.1000
2.270000,0.000000,-0.076923,-0.080404,-0.015385,-0.000191,-0.034188,5.0000,0.1000
2.280000,0.000000,-0.059829,-0.083098,-0.011966,-0.000191,-0.063492,5.0000,0.1000
2.290456,0.000000,0.008547,-0.093487,0.001709,-0.000191,0.053724,5.0000,0.1000
2.300761,0.000000,-0.008547,-0.093487,-0.001709,-0.000191,0.053724,5.0000,0.1000
2.314170,0.000000,-0.059829,-0.113435,-0.011966,-0.000191,0.063492,5.0000,0.1000
2.320652,0.000000,-0.094017,-0.105516,-0.018803,-0.000191,0.190476,5.0000,0.1000
2.330308,0.000000,-0.025641,-0.105516,-0.005128,-0.000191,-0.053724,5.0000,0.1000
2.341038,0.000000,-0.059829,-0.072902,-0.011966,-0.000191,-0.112332,5.0000,0.1000
2.350233,0.000000,0.025641,-0.072902,0.005128,-0.000191,-0.043956,5.0000,0.1000
2.360103,0.000000,-0.042735,-0.092722,-0.008547,-0.000191,-0.073260,5.0000,0.1000
2.370141,0.000000,0.025641,-0.098054,0.005128,-0.000191,-0.151404,5.0000,0.1000
2.380326,0.000000,-0.025641,-0.098054,-0.005128,-0.000191,0.161172,5.0000,0.1000
2.390314,0.000000,0.042735,-0.121543,0.008547,-0.000191,-0.092796,5.0000,0.1000
2.400176,0.000000,-0.008547,-0.093825,-0.001709,-0.000191,0.083028,5.0000,0.1000
2.410686,0.000000,-0.025641,-0.093825,-0.005128,-0.000191,-0.161172,5.0000,0.1000
2.421549,0.000000,0.008547,-0.082380,0.001709,-0.000191,0.083028,5.0000,0.1000
2.430049,0.000000,0.008547,-0.082380,0.001709,-0.000191,-0.024420,5.0000,0.1000
2.440047,0.000000,0.025641,-0.102725,0.005128,-0.000191,0.043956,5.0000,0.1000
2.450216,0.000000,-0.008547,-0.102030,-0.001709,-0.000191,0.043956,5.0000,0.1000
2.460325,0.000000,0.008547,-0.102030,0.001709,-0.000191,-0.131868,5.0000,0.1000
2.470000,0.000000,-0.008547,-0.102030,-0.001709,-0.000191,0.004884,5.0000,0.1000
2.482314,0.000000,-0.094017,-0.107485,-0.018803,-0.000191,0.024420,5.0000,0.1000
2.490671,0.000000,-0.025641,-0.068199,-0.005128,-0.000191,-0.004884,5.0000,0.1000
2.500556,0.000000,-0.111111,-0.068199,-0.022222,-0.000191,0.004884,5.0000,0.1000
2.510384,0.000000,-0.025641,-0.084626,-0.005128,-0.000191,-0.073260,5.0000,0.1000
2.520000,0.000000,-0.094017,-0.084626,-0.018803,-0.000191,0.053724,5.0000,0.1000
2.530000,0.000000,-0.042735,-0.095232,-0.008547,-0.000191,-0.073260,5.0000,0.1000
2.540144,0.000000,-0.025641,-0.095232,-0.005128,-0.000191,0.004884,5.0000,0.1000
2.550000,0.000000,-0.025641,-0.102427,-0.005128,-0.000191,-0.004884,5.0000,0.1000
2.560000,0.000000,-0.008547,-0.087496,-0.001709,-0.000191,-0.131868,5.0000,0.1000
2.570614,0.000000,-0.025641,-0.068901,-0.005128,-0.000572,-0.190476,5.0000,0.1000
2.580459,0.000000,-0.076923,-0.068901,-0.015385,-0.000191,-0.063492,5.0000,0.1000
2.590687,0.000000,-0.059829,-0.105436,-0.011966,-0.000191,-0.043956,5.0000,0.1000
2.600261,0.000000,-0.025641,-0.109399,-0.005128,-0.000191,-0.063492,5.0000,0.1000
2.610157,0.000000,-0.042735,-0.109399,-0.008547,-0.000191,0.043956,5.0000,0.1000
2.620098,0.000000,0.008547,-0.105949,0.001709,-0.000191,0.004884,5.0000,0.1000
2.630252,0.000000,0.025641,-0.105949,0.005128,-0.000191,-0.102564,5.0000,0.1000
2.640264,0.000000,0.025641,-0.084473,0.005128,-0.000191,-0.024420,5.0000,0.1000
2.654018,0.000000,0.042735,-0.089245,0.008547,-0.000191,0.053724,5.0000,0.1000
2.661013,0.000000,-0.008547,-0.090583,-0.001709,-0.000191,-0.073260,5.0000,0.1000
2.670341,0.000000,0.008547,-0.090583,0.001709,-0.000191,0.063492,5.0000,0.1000
2.680145,0.000000,0.008547,-0.104684,0.001709,-0.000191,0.004884,5.0000,0.1000
2.690064,0.000000,-0.042735,-0.104684,-0.008547,-0.000191,0.063492,5.0000,0.1000
2.700184,0.000000,0.008547,-0.095513,0.001709,-0.000191,-0.073260,5.0000,0.1000
2.710023,0.000000,0.008547,-0.095513,0.001709,-0.000191,0.014652,5.0000,0.1000
2.720029,0.000000,-0.042735,-0.069806,-0.008547,-0.000191,0.024420,5.0000,0.1000
2.730175,0.000000,-0.025641,-0.109661,-0.005128,-0.000191,0.004884,5.0000,0.1000
2.743556,0.000000,-0.042735,-0.107271,-0.008547,-0.000191,-0.034188,5.0000,0.1000
2.751129,0.000000,-0.008547,-0.107271,-0.001709,-0.000191,-0.083028,5.0000,0.1000
2.760708,0.000000,-0.076923,-0.109013,-0.015385,-0.000191,-0.034188,5.0000,0.1000
2.770093,0.000000,0.008547,-0.079516,0.001709,-0.000191,0.004884,5.0000,0.1000
2.781118,0.000000,-0.111111,-0.079516,-0.022222,-0.000191,-0.024420,5.0000,0.1000
2.792352,0.000000,-0.059829,-0.091521,-0.011966,-0.000191,-0.043956,5.0000,0.1000
2.800657,0.000000,-0.008547,-0.091521,-0.001709,-0.000191,-0.014652,5.0000,0.1000
2.810513,0.000000,-0.059829,-0.098407,-0.011966,-0.000191,0.083028,5.0000,0.1000
2.820000,0.000000,-0.111111,-0.102057,-0.022222,-0.000191,0.034188,5.0000,0.1000
2.830000,0.000000,-0.008547,-0.102057,-0.001709,-0.000191,-0.043956,5.0000,0.1000
2.840000,0.000000,-0.008547,-0.107343,-0.001709,-0.000191,-0.102564,5.0000,0.1000
