time_s,f_des_N,f_est_N,f_ati_N,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
0.010000,0.000000,0.008547,-0.013505,0.001709,-0.000191,-0.053724,5.0000,0.1000
0.020135,0.000000,-0.025641,-0.013505,-0.005128,-0.000191,0.004884,5.0000,0.1000
0.030000,0.000000,-0.042735,-0.032511,-0.008547,-0.000191,-0.083028,5.0000,0.1000
0.040000,0.000000,0.008547,-0.037252,0.001709,-0.000191,-0.053724,5.0000,0.1000
0.050000,0.000000,-0.042735,-0.037252,-0.008547,-0.000191,0.141636,5.0000,0.1000
0.060276,0.000000,-0.025641,-0.051882,-0.005128,-0.000191,-0.219780,5.0000,0.1000
0.070275,0.000000,-0.042735,-0.028761,-0.008547,-0.000191,-0.014652,5.0000,0.1000
0.080316,0.000000,-0.008547,-0.028761,-0.001709,-0.000191,0.043956,5.0000,0.1000
0.090321,0.000000,-0.025641,-0.016574,-0.005128,-0.000191,-0.034188,5.0000,0.1000
0.100170,0.000000,-0.008547,-0.035663,-0.001709,-0.000191,0.053724,5.0000,0.1000
0.110276,0.000000,-0.008547,-0.045081,-0.001709,-0.000191,-0.024420,5.0000,0.1000
0.122161,0.000000,-0.008547,-0.017167,-0.001709,-0.000191,-0.092796,5.0000,0.1000
0.151669,0.000000,0.008547,-0.017167,0.001709,-0.000191,-0.004884,5.0000,0.1000
0.152834,0.000000,-0.008547,-0.017167,-0.001709,-0.000191,-0.014652,5.0000,0.1000
0.154119,0.000000,-0.042735,-0.017167,-0.008547,-0.000191,-0.014652,5.0000,0.1000
0.160704,0.000000,-0.042735,-0.030033,-0.008547,-0.000191,-0.083028,5.0000,0.1000
0.170344,0.000000,-0.025641,-0.030033,-0.005128,-0.000191,-0.141636,5.0000,0.1000
0.180407,0.000000,-0.059829,-0.037387,-0.011966,-0.000191,0.034188,5.0000,0.1000
0.190269,0.000000,0.008547,-0.049971,0.001709,-0.000191,-0.083028,5.0000,0.1000
0.200444,0.000000,-0.025641,-0.040749,-0.005128,-0.000191,0.190476,5.0000,0.1000
0.212439,0.000000,-0.008547,-0.040749,-0.001709,-0.000191,0.122100,5.0000,0.1000
0.220508,0.000000,-0.025641,-0.014714,-0.005128,-0.000191,-0.004884,5.0000,0.1000
0.230768,0.000000,-0.025641,-0.014714,-0.005128,-0.000191,-0.034188,5.0000,0.1000
0.240318,0.000000,-0.042735,-0.036495,-0.008547,-0.000191,0.014652,5.0000,0.1000
0.251961,0.000000,-0.059829,-0.047757,-0.011966,-0.000191,-0.073260,5.0000,0.1000
0.262308,0.000000,-0.042735,-0.047757,-0.008547,-0.000191,0.034188,5.0000,0.1000
0.270211,0.000000,-0.008547,-0.050500,-0.001709,-0.000191,-0.053724,5.0000,0.1000
0.280177,0.000000,-0.059829,-0.050500,-0.011966,-0.000191,-0.161172,5.0000,0.1000
0.290138,0.000000,-0.025641,-0.022701,-0.005128,-0.000191,0.083028,5.0000,0.1000
0.300232,0.000000,-0.042735,-0.026225,-0.008547,-0.000191,0.043956,5.0000,0.1000
0.311764,0.000000,-0.025641,-0.026225,-0.005128,-0.000191,0.043956,5.0000,0.1000
0.321404,0.000000,-0.025641,-0.040900,-0.005128,-0.000191,0.034188,5.0000,0.1000
0.330895,0.000000,-0.008547,-0.049390,-0.001709,-0.000191,-0.063492,5.0000,0.1000
0.340708,0.000000,-0.042735,-0.049390,-0.008547,-0.000191,0.131868,5.0000,0.1000
0.350217,0.000000,-0.025641,-0.040363,-0.005128,-0.000191,0.034188,5.0000,0.1000
0.361895,0.000000,-0.008547,-0.040363,-0.001709,-0.000191,0.063492,5.0000,0.1000
0.371119,0.000000,-0.008547,-0.013563,-0.001709,-0.000191,0.034188,5.0000,0.1000
0.380541,0.000000,-0.025641,-0.032375,-0.005128,-0.000191,-0.092796,5.0000,0.1000
0.390000,0.000000,-0.008547,-0.032375,-0.001709,-0.000191,0.034188,5.0000,0.1000
0.400322,0.000000,0.008547,-0.039792,0.001709,-0.000191,-0.004884,5.0000,0.1000
0.410176,0.000000,-0.025641,-0.049477,-0.005128,-0.000191,-0.151404,5.0000,0.1000
0.420131,0.000000,-0.059829,-0.049477,-0.011966,-0.000191,0.014652,5.0000,0.1000
0.430104,0.000000,0.008547,-0.025865,0.001709,-0.000191,-0.063492,5.0000,0.1000
0.440064,0.000000,-0.042735,-0.025865,-0.008547,-0.000191,0.102564,5.0000,0.1000
0.452622,0.000000,-0.025641,-0.023898,-0.005128,-0.000191,0.073260,5.0000,0.1000
0.460843,0.000000,-0.042735,-0.034898,-0.008547,-0.000191,-0.073260,5.0000,0.1000
0.470019,0.000000,-0.008547,-0.046276,-0.001709,-0.000191,0.053724,5.0000,0.1000
0.480024,0.000000,-0.042735,-0.046276,-0.008547,-0.000191,-0.053724,5.0000,0.1000
0.491637,0.000000,-0.008547,-0.043203,-0.001709,-0.000191,-0.024420,5.0000,0.1000
0.500823,0.000000,-0.025641,-0.043203,-0.005128,-0.000191,0.083028,5.0000,0.1000
0.510000,0.000000,-0.008547,-0.013930,-0.001709,-0.000191,0.122100,5.0000,0.1000
0.520162,0.000000,-0.042735,-0.033888,-0.008547,-0.000191,-0.024420,5.0000,0.1000
0.530154,0.000000,-0.025641,-0.033888,-0.005128,-0.000191,0.043956,5.0000,0.1000
0.540158,0.000000,-0.025641,-0.040500,-0.005128,-0.000191,0.014652,5.0000,0.1000
0.553816,0.000000,-0.042735,-0.048948,-0.008547,-0.000191,0.004884,5.0000,0.1000
0.562117,0.000000,-0.042735,-0.029002,-0.008547,-0.000191,0.004884,5.0000,0.1000
0.572076,0.000000,-0.008547,-0.029002,-0.001709,-0.000191,0.063492,5.0000,0.1000
0.581142,0.000000,-0.025641,-0.018151,-0.005128,-0.000191,-0.073260,5.0000,0.1000
0.590492,0.000000,-0.008547,-0.018151,-0.001709,-0.000191,0.034188,5.0000,0.1000
0.600011,0.000000,-0.008547,-0.038471,-0.001709,-0.000191,0.092796,5.0000,0.1000
0.610112,0.000000,-0.025641,-0.041952,-0.005128,-0.000191,-0.024420,5.0000,0.1000
0.621358,0.000000,-0.008547,-0.048671,-0.001709,-0.000191,-0.073260,5.0000,0.1000
0.631194,0.000000,-0.042735,-0.048671,-0.008547,-0.000191,-0.063492,5.0000,0.1000
0.641540,0.000000,0.008547,-0.017616,0.001709,-0.000191,0.004884,5.0000,0.1000
0.651550,0.000000,-0.059829,-0.017616,-0.011966,-0.000191,-0.122100,5.0000,0.1000
0.662059,0.000000,-0.059829,-0.029269,-0.011966,-0.000191,-0.024420,5.0000,0.1000
0.670107,0.000000,-0.025641,-0.029269,-0.005128,-0.000191,0.004884,5.0000,0.1000
0.680188,0.000000,-0.008547,-0.039316,-0.001709,-0.000191,-0.053724,5.0000,0.1000
0.692584,0.000000,-0.008547,-0.049200,-0.001709,-0.000191,0.073260,5.0000,0.1000
0.700642,0.000000,-0.025641,-0.034991,-0.005128,-0.000191,0.024420,5.0000,0.1000
0.711453,0.000000,-0.025641,-0.034991,-0.005128,-0.000191,-0.004884,5.0000,0.1000
0.721545,0.000000,-0.025641,-0.013349,-0.005128,-0.000191,0.014652,5.0000,0.1000
0.731211,0.000000,0.008547,-0.013349,0.001709,-0.000191,-0.141636,5.0000,0.1000
0.740316,0.000000,-0.008547,-0.038368,-0.001709,-0.000191,0.043956,5.0000,0.1000
0.750570,0.000000,-0.042735,-0.038933,-0.008547,-0.000191,-0.004884,5.0000,0.1000
0.760000,0.000000,-0.025641,-0.038933,-0.005128,-0.000191,0.131868,5.0000,0.1000
0.770186,0.000000,-0.025641,-0.050295,-0.005128,-0.000191,-0.024420,5.0000,0.1000
0.781058,0.000000,-0.042735,-0.021685,-0.008547,-0.000191,0.092796,5.0000,0.1000
0.792572,0.000000,-0.025641,-0.021685,-0.005128,-0.000191,-0.122100,5.0000,0.1000
0.800177,0.000000,-0.008547,-0.022423,-0.001709,-0.000191,0.083028,5.0000,0.1000
0.810279,0.000000,-0.008547,-0.038281,-0.001709,-0.000191,-0.034188,5.0000,0.1000
0.820367,0.000000,-0.008547,-0.038281,-0.001709,-0.000191,-0.034188,5.0000,0.1000
0.830001,0.000000,-0.008547,-0.047758,-0.001709,-0.000191,0.014652,5.0000,0.1000
0.840344,0.000000,-0.025641,-0.047758,-0.005128,-0.000191,-0.004884,5.0000,0.1000
0.853490,0.000000,-0.025641,-0.013819,-0.005128,-0.000191,-0.053724,5.0000,0.1000
0.860021,0.000000,-0.042735,-0.013819,-0.008547,-0.000191,-0.034188,5.0000,0.1000
0.871368,0.000000,-0.008547,-0.013819,-0.001709,-0.000191,0.112332,5.0000,0.1000
0.880122,0.000000,-0.042735,-0.035302,-0.008547,-0.000191,-0.014652,5.0000,0.1000
0.891697,0.000000,-0.008547,-0.039596,-0.001709,-0.000191,-0.043956,5.0000,0.1000
0.900432,0.000000,-0.042735,-0.039596,-0.008547,-0.000191,-0.043956,5.0000,0.1000
0.910253,0.000000,-0.025641,-0.050835,-0.005128,-0.000191,0.024420,5.0000,0.1000
0.920283,0.000000,-0.008547,-0.050835,-0.001709,-0.000191,0.073260,5.0000,0.1000
0.930546,0.000000,-0.008547,-0.017712,-0.001709,-0.000191,-0.014652,5.0000,0.1000
0.941814,0.000000,-0.042735,-0.017712,-0.008547,-0.000191,-0.024420,5.0000,0.1000
0.950893,0.000000,-0.025641,-0.037850,-0.005128,-0.000191,-0.004884,5.0000,0.1000
0.960364,0.000000,-0.042735,-0.037850,-0.008547,-0.000191,-0.014652,5.0000,0.1000
0.971937,0.000000,-0.025641,-0.050047,-0.005128,-0.000191,-0.141636,5.0000,0.1000
0.981001,0.000000,-0.025641,-0.050047,-0.005128,-0.000191,-0.102564,5.0000,0.1000
0.990048,0.000000,-0.025641,-0.044523,-0.005128,-0.000191,-0.092796,5.0000,0.1000
1.000007,0.000000,-0.008547,-0.014652,-0.001709,-0.000191,0.034188,5.0000,0.1000
1.010199,0.000000,-0.008547,-0.014652,-0.001709,-0.000191,-0.112332,5.0000,0.1000
