time_s,f_des_N,f_est_N,f_ati_N,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
0.010000,0.000000,-0.008547,-0.013992,-0.001709,-0.000572,-0.170940,5.0000,0.1000
0.020059,0.000000,-0.008547,-0.013992,-0.001709,-0.000191,-0.053724,5.0000,0.1000
0.030000,0.000000,-0.008547,-0.016215,-0.001709,-0.000191,-0.073260,5.0000,0.1000
0.040042,0.000000,-0.008547,-0.025531,-0.001709,-0.000191,-0.102564,5.0000,0.1000
0.050187,0.000000,0.008547,-0.025531,0.001709,-0.000191,0.024420,5.0000,0.1000
0.060000,0.000000,-0.059829,-0.005344,-0.011966,-0.000191,-0.043956,5.0000,0.1000
0.070173,0.000000,0.008547,-0.008042,0.001709,-0.000191,-0.024420,5.0000,0.1000
0.082710,0.000000,-0.042735,-0.008042,-0.008547,-0.000191,-0.073260,5.0000,0.1000
0.090214,0.000000,-0.008547,-0.022138,-0.001709,-0.000191,0.034188,5.0000,0.1000
0.100198,0.000000,-0.042735,-0.023050,-0.008547,-0.000191,0.102564,5.0000,0.1000
0.110328,0.000000,-0.008547,-0.023050,-0.001709,-0.000191,-0.043956,5.0000,0.1000
0.120259,0.000000,-0.008547,-0.027559,-0.001709,-0.000191,-0.131868,5.0000,0.1000
0.131510,0.000000,-0.059829,0.000697,-0.011966,-0.000191,-0.043956,5.0000,0.1000
0.140297,0.000000,-0.025641,0.000697,-0.005128,-0.000191,0.122100,5.0000,0.1000
0.155097,0.000000,-0.008547,-0.015562,-0.001709,-0.000191,-0.024420,5.0000,0.1000
0.163212,0.000000,0.008547,-0.023537,0.001709,-0.000191,0.014652,5.0000,0.1000
0.170104,0.000000,-0.059829,-0.023537,-0.011966,-0.000191,-0.014652,5.0000,0.1000
0.181459,0.000000,-0.042735,-0.036575,-0.008547,-0.000191,-0.043956,5.0000,0.1000
0.190000,0.000000,-0.025641,-0.036575,-0.005128,-0.000191,0.043956,5.0000,0.1000
0.201996,0.000000,-0.008547,-0.014033,-0.001709,-0.000191,-0.063492,5.0000,0.1000
0.210137,0.000000,-0.008547,-0.001769,-0.001709,-0.000191,0.043956,5.0000,0.1000
0.237773,0.000000,-0.025641,-0.023205,-0.005128,-0.000191,0.004884,5.0000,0.1000
0.239717,0.000000,-0.059829,-0.023205,-0.011966,-0.000191,-0.024420,5.0000,0.1000
0.243036,0.000000,-0.008547,-0.023205,-0.001709,-0.000191,-0.014652,5.0000,0.1000
0.250269,0.000000,-0.059829,-0.023205,-0.011966,-0.000191,0.043956,5.0000,0.1000
0.260258,0.000000,-0.025641,-0.031858,-0.005128,-0.000191,0.122100,5.0000,0.1000
0.270780,0.000000,-0.008547,-0.030196,-0.001709,-0.000191,-0.014652,5.0000,0.1000
0.280135,0.000000,0.008547,-0.030196,0.001709,-0.000191,0.053724,5.0000,0.1000
0.290107,0.000000,-0.025641,-0.008177,-0.005128,-0.000191,-0.024420,5.0000,0.1000
0.658093,0.000000,-0.008547,-0.013178,-0.001709,-0.000191,0.014652,5.0000,0.1000
0.659063,0.000000,-0.042735,-0.013178,-0.008547,-0.000191,0.151404,5.0000,0.1000
0.659918,0.000000,-0.008547,-0.013178,-0.001709,-0.000191,0.014652,5.0000,0.1000
0.660747,0.000000,-0.042735,-0.013178,-0.008547,-0.000191,0.004884,5.0000,0.1000
0.661637,0.000000,-0.042735,-0.013178,-0.008547,-0.000191,-0.053724,5.0000,0.1000
0.662482,0.000000,-0.008547,-0.013178,-0.001709,-0.000191,0.092796,5.0000,0.1000
0.663264,0.000000,-0.025641,-0.013178,-0.005128,-0.000191,0.004884,5.0000,0.1000
0.664217,0.000000,0.008547,-0.013178,0.001709,-0.000191,-0.131868,5.0000,0.1000
0.665080,0.000000,-0.008547,-0.013178,-0.001709,-0.000191,0.004884,5.0000,0.1000
0.666345,0.000000,-0.008547,-0.013178,-0.001709,-0.000191,0.004884,5.0000,0.1000
0.667147,0.000000,0.042735,-0.013178,0.008547,-0.000191,-0.053724,5.0000,0.1000
0.667911,0.000000,-0.025641,-0.013178,-0.005128,-0.000191,-0.083028,5.0000,0.1000
0.668723,0.000000,-0.008547,-0.013178,-0.001709,-0.000191,-0.014652,5.0000,0.1000
0.669500,0.000000,-0.059829,-0.013178,-0.011966,-0.000191,0.053724,5.0000,0.1000
0.670280,0.000000,-0.042735,-0.013178,-0.008547,-0.000191,0.073260,5.0000,0.1000
0.671134,0.000000,-0.059829,-0.013178,-0.011966,-0.000191,-0.024420,5.0000,0.1000
0.671961,0.000000,-0.025641,-0.013178,-0.005128,-0.000191,-0.073260,5.0000,0.1000
0.672817,0.000000,-0.042735,-0.013178,-0.008547,-0.000191,0.053724,5.0000,0.1000
0.673658,0.000000,0.008547,-0.018258,0.001709,-0.000191,-0.073260,5.0000,0.1000
0.676243,0.000000,0.008547,-0.018258,0.001709,-0.000191,0.034188,5.0000,0.1000
0.677024,0.000000,-0.042735,-0.018258,-0.008547,-0.000191,0.004884,5.0000,0.1000
0.677823,0.000000,-0.025641,-0.018258,-0.005128,-0.000191,-0.083028,5.0000,0.1000
