time_s,f_des_N,f_est_N,f_ati_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
0.200000,0.000000,0.008547,-0.291536,0.000000,0.001709,-0.000191,0.034188,5.0000,0.1000
0.210000,0.000000,0.008547,-0.297787,0.000000,0.001709,-0.000191,0.034188,5.0000,0.1000
0.220000,0.000000,-0.076923,-0.297787,0.000000,-0.015385,-0.000191,-0.102564,5.0000,0.1000
0.231368,0.000000,0.042735,-0.313164,0.000000,0.008547,-0.000191,0.073260,5.0000,0.1000
0.240504,0.000000,-0.025641,-0.242336,0.000000,-0.005128,-0.000191,-0.004884,5.0000,0.1000
0.250901,0.000000,-0.076923,-0.268361,0.000000,-0.015385,-0.000191,-0.063492,5.0000,0.1000
0.260075,0.000000,-0.128205,-0.268361,0.000000,-0.025641,-0.000191,-0.004884,5.0000,0.1000
0.270486,0.000000,-0.025641,-0.292831,0.000000,-0.005128,-0.000191,-0.004884,5.0000,0.1000
0.280286,0.000000,0.008547,-0.292831,0.000000,0.001709,-0.000191,-0.014652,5.0000,0.1000
0.290248,0.000000,0.076923,-0.300122,0.000000,0.015385,-0.000191,0.063492,5.0000,0.1000
0.300943,0.000000,0.042735,-0.298500,0.000000,0.008547,-0.000191,-0.004884,5.0000,0.1000
0.311491,0.000000,-0.042735,-0.298500,0.000000,-0.008547,-0.000191,-0.034188,5.0000,0.1000
0.320324,0.000000,0.042735,-0.241149,0.000000,0.008547,-0.000191,-0.073260,5.0000,0.1000
0.331418,0.000000,-0.025641,-0.290809,0.000000,-0.005128,-0.000191,-0.004884,5.0000,0.1000
0.340436,0.000000,-0.008547,-0.290809,0.000000,-0.001709,-0.000191,-0.053724,5.0000,0.1000
0.350020,0.000000,-0.008547,-0.303813,0.000000,-0.001709,-0.000191,-0.063492,5.0000,0.1000
0.363520,0.000000,0.008547,-0.316672,0.000000,0.001709,-0.000191,-0.034188,5.0000,0.1000
0.370338,0.000000,-0.025641,-0.316672,0.000000,-0.005128,-0.000191,-0.043956,5.0000,0.1000
0.381980,0.000000,-0.111111,-0.251016,0.000000,-0.022222,-0.000191,0.024420,5.0000,0.1000
0.390167,0.000000,-0.008547,-0.251016,0.000000,-0.001709,-0.000191,0.043956,5.0000,0.1000
0.400555,0.000000,-0.094017,-0.269181,0.000000,-0.018803,-0.000191,0.053724,5.0000,0.1000
0.410000,0.000000,-0.059829,-0.269181,0.000000,-0.011966,-0.000191,-0.092796,5.0000,0.1000
0.420124,0.000000,-0.111111,-0.301360,0.000000,-0.022222,-0.000191,0.053724,5.0000,0.1000
0.430316,0.000000,-0.025641,-0.299665,0.000000,-0.005128,-0.000191,-0.014652,5.0000,0.1000
0.440625,0.000000,0.042735,-0.303783,0.000000,0.008547,-0.000191,-0.043956,5.0000,0.1000
0.450535,0.000000,0.042735,-0.303783,0.000000,0.008547,-0.000191,-0.092796,5.0000,0.1000
0.461456,0.000000,-0.076923,-0.226729,0.000000,-0.015385,-0.000191,0.063492,5.0000,0.1000
0.470440,0.000000,-0.025641,-0.280675,0.000000,-0.005128,-0.000191,-0.073260,5.0000,0.1000
0.480253,0.000000,0.059829,-0.280675,0.000000,0.011966,-0.000191,-0.063492,5.0000,0.1000
0.490005,0.000000,-0.059829,-0.289810,0.000000,-0.011966,-0.000191,0.053724,5.0000,0.1000
0.500000,0.000000,0.042735,-0.289810,0.000000,0.008547,-0.000191,-0.043956,5.0000,0.1000
0.510000,0.000000,-0.025641,-0.306235,0.000000,-0.005128,-0.000191,0.053724,5.0000,0.1000
0.520310,0.000000,-0.076923,-0.257839,0.000000,-0.015385,-0.000191,0.014652,5.0000,0.1000
0.530184,0.000000,-0.025641,-0.257839,0.000000,-0.005128,-0.000191,-0.073260,5.0000,0.1000
0.540354,0.000000,0.025641,-0.268128,0.000000,0.005128,-0.000191,-0.024420,5.0000,0.1000
0.550438,0.000000,0.076923,-0.292831,0.000000,0.015385,-0.000191,-0.034188,5.0000,0.1000
0.560125,0.000000,-0.025641,-0.292831,0.000000,-0.005128,-0.000191,0.063492,5.0000,0.1000
0.570097,0.000000,-0.094017,-0.307791,0.000000,-0.018803,-0.000191,0.004884,5.0000,0.1000
0.580057,0.000000,0.008547,-0.307791,0.000000,0.001709,-0.000191,0.083028,5.0000,0.1000
0.590090,0.000000,-0.145299,-0.307335,0.000000,-0.029060,-0.000191,-0.043956,5.0000,0.1000
0.600197,0.000000,0.025641,-0.218513,0.000000,0.005128,-0.000191,0.034188,5.0000,0.1000
0.610057,0.000000,0.042735,-0.218513,0.000000,0.008547,-0.000191,-0.014652,5.0000,0.1000
0.620107,0.000000,-0.042735,-0.263267,0.000000,-0.008547,-0.000191,0.102564,5.0000,0.1000
0.631280,0.000000,-0.008547,-0.298284,0.000000,-0.001709,-0.000191,-0.043956,5.0000,0.1000
0.640105,0.000000,-0.076923,-0.298284,0.000000,-0.015385,-0.000191,-0.014652,5.0000,0.1000
0.650214,0.000000,-0.008547,-0.306577,0.000000,-0.001709,-0.000191,0.014652,5.0000,0.1000
0.660216,0.000000,0.076923,-0.306577,0.000000,0.015385,-0.000191,-0.024420,5.0000,0.1000
0.670713,0.000000,-0.094017,-0.261065,0.000000,-0.018803,-0.000191,0.014652,5.0000,0.1000
0.681089,0.000000,-0.008547,-0.253543,0.000000,-0.001709,-0.000191,-0.024420,5.0000,0.1000
0.691339,0.000000,-0.094017,-0.271363,0.000000,-0.018803,-0.000191,0.024420,5.0000,0.1000
0.700488,0.000000,-0.042735,-0.271363,0.000000,-0.008547,-0.000191,-0.014652,5.0000,0.1000
0.711172,0.000000,0.059829,-0.286478,0.000000,0.011966,-0.000191,-0.014652,5.0000,0.1000
0.720342,0.000000,-0.059829,-0.286478,0.000000,-0.011966,-0.000191,0.024420,5.0000,0.1000
0.730000,0.000000,0.042735,-0.317387,0.000000,0.008547,-0.000191,-0.122100,5.0000,0.1000
0.740324,0.000000,-0.025641,-0.227542,0.000000,-0.005128,-0.000191,-0.043956,5.0000,0.1000
0.750403,0.000000,-0.145299,-0.259219,0.000000,-0.029060,-0.000191,-0.073260,5.0000,0.1000
0.761170,0.000000,-0.025641,-0.259219,0.000000,-0.005128,-0.000191,0.063492,5.0000,0.1000
0.770711,0.000000,0.008547,-0.276840,0.000000,0.001709,-0.000191,0.092796,5.0000,0.1000
0.780018,0.000000,-0.076923,-0.276840,0.000000,-0.015385,-0.000191,0.053724,5.0000,0.1000
0.790081,0.000000,0.042735,-0.285925,0.000000,0.008547,-0.000191,-0.102564,5.0000,0.1000
0.800119,0.000000,0.042735,-0.285925,0.000000,0.008547,-0.000191,0.053724,5.0000,0.1000
0.810000,0.000000,-0.008547,-0.279696,0.000000,-0.001709,-0.000191,-0.053724,5.0000,0.1000
0.820000,0.000000,0.042735,-0.239633,0.000000,0.008547,-0.000191,-0.112332,5.0000,0.1000
0.830204,0.000000,-0.042735,-0.297451,0.000000,-0.008547,-0.000191,-0.073260,5.0000,0.1000
0.840359,0.000000,-0.008547,-0.297451,0.000000,-0.001709,-0.000191,-0.141636,5.0000,0.1000
0.850162,0.000000,-0.059829,-0.286229,0.000000,-0.011966,-0.000191,-0.083028,5.0000,0.1000
0.860271,0.000000,-0.008547,-0.306479,0.000000,-0.001709,-0.000191,-0.053724,5.0000,0.1000
0.870472,0.000000,-0.059829,-0.306479,0.000000,-0.011966,-0.000191,0.004884,5.0000,0.1000
0.880001,0.000000,-0.025641,-0.242146,0.000000,-0.005128,-0.000191,-0.034188,5.0000,0.1000
0.890055,0.000000,-0.059829,-0.242146,0.000000,-0.011966,-0.000191,-0.024420,5.0000,0.1000
0.900074,0.000000,-0.111111,-0.269087,0.000000,-0.022222,-0.000191,-0.102564,5.0000,0.1000
0.911202,0.000000,0.008547,-0.293587,0.000000,0.001709,-0.000191,-0.034188,5.0000,0.1000
0.920383,0.000000,0.059829,-0.293587,0.000000,0.011966,-0.000191,-0.043956,5.0000,0.1000
0.930577,0.000000,-0.059829,-0.302067,0.000000,-0.011966,-0.000191,-0.024420,5.0000,0.1000
0.940679,0.000000,-0.042735,-0.313906,0.000000,-0.008547,-0.000191,0.034188,5.0000,0.1000
0.950104,0.000000,0.042735,-0.313906,0.000000,0.008547,-0.000191,0.043956,5.0000,0.1000
0.960075,0.000000,-0.008547,-0.232836,0.000000,-0.001709,-0.000191,0.024420,5.0000,0.1000
0.970160,0.000000,-0.042735,-0.232836,0.000000,-0.008547,-0.000191,0.083028,5.0000,0.1000
0.980228,0.000000,0.008547,-0.293588,0.000000,0.001709,-0.000191,-0.043956,5.0000,0.1000
0.990115,0.000000,0.008547,-0.297006,0.000000,0.001709,-0.000191,-0.073260,5.0000,0.1000
1.000860,0.000000,-0.008547,-0.312928,0.000000,-0.001709,-0.000191,-0.053724,5.0000,0.1000
1.010229,0.000000,-0.042735,-0.312928,0.000000,-0.008547,-0.000191,-0.034188,5.0000,0.1000
1.020391,0.000000,-0.111111,-0.256867,0.000000,-0.022222,-0.000191,-0.034188,5.0000,0.1000
1.030752,0.000000,-0.076923,-0.265587,0.000000,-0.015385,-0.000191,0.034188,5.0000,0.1000
1.040214,0.000000,-0.094017,-0.265587,0.000000,-0.018803,-0.000191,-0.004884,5.0000,0.1000
1.050395,0.000000,-0.008547,-0.294431,0.000000,-0.001709,-0.000191,-0.004884,5.0000,0.1000
1.060100,0.000000,-0.094017,-0.294431,0.000000,-0.018803,-0.000191,-0.092796,5.0000,0.1000
1.070297,0.000000,0.059829,-0.303243,0.000000,0.011966,-0.000191,-0.034188,5.0000,0.1000
1.080743,0.000000,-0.025641,-0.306865,0.000000,-0.005128,-0.000191,-0.014652,5.0000,0.1000
1.090477,0.000000,-0.042735,-0.306865,0.000000,-0.008547,-0.000191,0.053724,5.0000,0.1000
1.100759,0.000000,-0.025641,-0.232484,0.000000,-0.005128,-0.000191,-0.043956,5.0000,0.1000
1.110475,0.000000,0.008547,-0.274417,0.000000,0.001709,-0.000191,-0.053724,5.0000,0.1000
1.120554,0.000000,-0.008547,-0.274417,0.000000,-0.001709,-0.000191,-0.083028,5.0000,0.1000
1.130070,0.000000,-0.059829,-0.292366,0.000000,-0.011966,-0.000191,0.014652,5.0000,0.1000
1.140050,0.000000,-0.042735,-0.292366,0.000000,-0.008547,-0.000191,0.014652,5.0000,0.1000
1.150104,0.000000,-0.042735,-0.302983,0.000000,-0.008547,-0.000191,-0.024420,5.0000,0.1000
1.162042,0.000000,0.111111,-0.264099,0.000000,0.022222,-0.000191,-0.092796,5.0000,0.1000
1.170207,0.000000,-0.059829,-0.264099,0.000000,-0.011966,-0.000191,0.004884,5.0000,0.1000
1.181280,0.000000,-0.025641,-0.260943,0.000000,-0.005128,-0.000191,-0.043956,5.0000,0.1000
1.190192,0.000000,-0.076923,-0.289772,0.000000,-0.015385,-0.000191,-0.034188,5.0000,0.1000
1.200000,0.000000,-0.025641,-0.289772,0.000000,-0.005128,-0.000191,-0.063492,5.0000,0.1000
1.210063,0.000000,-0.025641,-0.307253,0.000000,-0.005128,-0.000191,-0.083028,5.0000,0.1000
1.220111,0.000000,-0.111111,-0.307253,0.000000,-0.022222,-0.000191,-0.034188,5.0000,0.1000
1.230181,0.000000,-0.042735,-0.323348,0.000000,-0.008547,-0.000191,-0.043956,5.0000,0.1000
1.240263,0.000000,-0.042735,-0.236712,0.000000,-0.008547,-0.000191,-0.034188,5.0000,0.1000
1.250408,0.000000,-0.059829,-0.272363,0.000000,-0.011966,-0.000191,-0.014652,5.0000,0.1000
1.260042,0.000000,-0.025641,-0.272363,0.000000,-0.005128,-0.000191,0.014652,5.0000,0.1000
1.270336,0.000000,-0.076923,-0.303647,0.000000,-0.015385,-0.000191,-0.063492,5.0000,0.1000
1.280204,0.000000,0.059829,-0.303830,0.000000,0.011966,-0.000191,0.004884,5.0000,0.1000
1.290596,0.000000,0.059829,-0.303830,0.000000,0.011966,-0.000191,-0.083028,5.0000,0.1000
1.300036,0.000000,-0.042735,-0.284815,0.000000,-0.008547,-0.000191,-0.063492,5.0000,0.1000
1.310148,0.000000,-0.042735,-0.284815,0.000000,-0.008547,-0.000191,-0.004884,5.0000,0.1000
1.321222,0.000000,-0.094017,-0.253821,0.000000,-0.018803,-0.000191,-0.043956,5.0000,0.1000
1.330000,0.000000,0.042735,-0.290426,0.000000,0.008547,-0.000191,-0.014652,5.0000,0.1000
1.340017,0.000000,-0.145299,-0.290426,0.000000,-0.029060,-0.000191,0.053724,5.0000,0.1000
1.350956,0.000000,-0.042735,-0.304674,0.000000,-0.008547,-0.000191,-0.024420,5.0000,0.1000
1.360449,0.000000,-0.025641,-0.311701,0.000000,-0.005128,-0.000191,0.004884,5.0000,0.1000
1.370493,0.000000,0.025641,-0.311701,0.000000,0.005128,-0.000191,0.102564,5.0000,0.1000
1.380140,0.000000,-0.076923,-0.255731,0.000000,-0.015385,-0.000191,-0.034188,5.0000,0.1000
1.390133,0.000000,-0.025641,-0.255731,0.000000,-0.005128,-0.000191,-0.004884,5.0000,0.1000
1.400196,0.000000,-0.059829,-0.277941,0.000000,-0.011966,-0.000191,-0.034188,5.0000,0.1000
1.410204,0.000000,-0.025641,-0.295109,0.000000,-0.005128,-0.000191,0.053724,5.0000,0.1000
1.420358,0.000000,-0.111111,-0.295109,0.000000,-0.022222,-0.000191,-0.004884,5.0000,0.1000
1.430116,0.000000,0.059829,-0.306916,0.000000,0.011966,-0.000191,-0.014652,5.0000,0.1000
1.440996,0.000000,0.042735,-0.305848,0.000000,0.008547,-0.000191,0.014652,5.0000,0.1000
1.450191,0.000000,-0.076923,-0.305848,0.000000,-0.015385,-0.000191,0.043956,5.0000,0.1000
1.460357,0.000000,0.008547,-0.241842,0.000000,0.001709,-0.000191,-0.053724,5.0000,0.1000
1.470000,0.000000,-0.042735,-0.241842,0.000000,-0.008547,-0.000191,0.004884,5.0000,0.1000
1.480078,0.000000,0.008547,-0.291723,0.000000,0.001709,-0.000191,0.073260,5.0000,0.1000
1.490180,0.000000,-0.042735,-0.298221,0.000000,-0.008547,-0.000191,-0.014652,5.0000,0.1000
1.501727,0.000000,0.042735,-0.318202,0.000000,0.008547,-0.000191,0.043956,5.0000,0.1000
1.510829,0.000000,0.008547,-0.318202,0.000000,0.001709,-0.000191,0.034188,5.0000,0.1000
1.520714,0.000000,-0.076923,-0.254861,0.000000,-0.015385,-0.000191,0.014652,5.0000,0.1000
1.530936,0.000000,-0.042735,-0.266424,0.000000,-0.008547,-0.000191,-0.063492,5.0000,0.1000
1.540138,0.000000,0.008547,-0.266424,0.000000,0.001709,-0.000191,0.122100,5.0000,0.1000
1.550307,0.000000,-0.042735,-0.286507,0.000000,-0.008547,-0.000191,0.024420,5.0000,0.1000
1.560000,0.000000,-0.025641,-0.286507,0.000000,-0.005128,-0.000191,0.024420,5.0000,0.1000
1.570001,0.000000,-0.128205,-0.306212,0.000000,-0.025641,-0.000191,-0.034188,5.0000,0.1000
1.583223,0.000000,0.076923,-0.317146,0.000000,0.015385,-0.000191,-0.004884,5.0000,0.1000
1.590311,0.000000,0.008547,-0.317146,0.000000,0.001709,-0.000191,0.014652,5.0000,0.1000
1.601083,0.000000,-0.076923,-0.232843,0.000000,-0.015385,-0.000191,0.053724,5.0000,0.1000
1.610602,0.000000,-0.076923,-0.301045,0.000000,-0.015385,-0.000191,0.083028,5.0000,0.1000
1.620823,0.000000,0.008547,-0.301045,0.000000,0.001709,-0.000191,0.053724,5.0000,0.1000
1.630193,0.000000,-0.042735,-0.306020,0.000000,-0.008547,-0.000191,-0.073260,5.0000,0.1000
1.640312,0.000000,-0.059829,-0.306020,0.000000,-0.011966,-0.000191,-0.004884,5.0000,0.1000
1.650377,0.000000,-0.025641,-0.326246,0.000000,-0.005128,-0.000191,-0.053724,5.0000,0.1000
1.660759,0.000000,-0.076923,-0.266516,0.000000,-0.015385,-0.000191,0.073260,5.0000,0.1000
1.670556,0.000000,-0.076923,-0.277923,0.000000,-0.015385,-0.000191,-0.073260,5.0000,0.1000
1.680435,0.000000,-0.094017,-0.277923,0.000000,-0.018803,-0.000191,0.122100,5.0000,0.1000
1.690112,0.000000,0.008547,-0.307525,0.000000,0.001709,-0.000191,-0.014652,5.0000,0.1000
1.700208,0.000000,-0.025641,-0.307525,0.000000,-0.005128,-0.000191,-0.092796,5.0000,0.1000
1.710091,0.000000,-0.076923,-0.316700,0.000000,-0.015385,-0.000191,-0.063492,5.0000,0.1000
1.720208,0.000000,-0.094017,-0.335116,0.000000,-0.018803,-0.000191,0.004884,5.0000,0.1000
1.730337,0.000000,0.042735,-0.335116,0.000000,0.008547,-0.000191,-0.043956,5.0000,0.1000
1.740355,0.000000,0.008547,-0.237323,0.000000,0.001709,-0.000191,0.024420,5.0000,0.1000
1.750459,0.000000,0.059829,-0.295081,0.000000,0.011966,-0.000191,-0.043956,5.0000,0.1000
1.760423,0.000000,0.008547,-0.295081,0.000000,0.001709,-0.000191,0.043956,5.0000,0.1000
1.770355,0.000000,-0.059829,-0.311264,0.000000,-0.011966,-0.000191,0.004884,5.0000,0.1000
1.780000,0.000000,0.025641,-0.324111,0.000000,0.005128,-0.000191,0.053724,5.0000,0.1000
1.790000,0.000000,0.008547,-0.324111,0.000000,0.001709,-0.000191,0.073260,5.0000,0.1000
1.800000,0.000000,0.042735,-0.301137,0.000000,0.008547,-0.000191,-0.063492,5.0000,0.1000
1.811371,0.000000,-0.025641,-0.253230,0.000000,-0.005128,-0.000191,0.083028,5.0000,0.1000
1.820933,0.000000,-0.145299,-0.253230,0.000000,-0.029060,-0.000191,0.034188,5.0000,0.1000
1.831526,0.000000,-0.059829,-0.297776,0.000000,-0.011966,-0.000191,0.063492,5.0000,0.1000
1.840248,0.000000,0.042735,-0.297776,0.000000,0.008547,-0.000191,0.151404,5.0000,0.1000
1.850161,0.000000,-0.094017,-0.304986,0.000000,-0.018803,-0.000191,0.063492,5.0000,0.1000
1.860231,0.000000,-0.111111,-0.333679,0.000000,-0.022222,-0.000191,0.043956,5.0000,0.1000
1.870000,0.000000,-0.111111,-0.333679,0.000000,-0.022222,-0.000191,-0.004884,5.0000,0.1000
1.880000,0.000000,0.025641,-0.260754,0.000000,0.005128,-0.000191,-0.034188,5.0000,0.1000
1.890339,0.000000,-0.008547,-0.287731,0.000000,-0.001709,-0.000191,-0.073260,5.0000,0.1000
1.901602,0.000000,-0.025641,-0.287731,0.000000,-0.005128,-0.000191,0.122100,5.0000,0.1000
1.910476,0.000000,-0.111111,-0.301522,0.000000,-0.022222,-0.000191,-0.063492,5.0000,0.1000
1.922505,0.000000,0.008547,-0.316432,0.000000,0.001709,-0.000191,0.083028,5.0000,0.1000
1.930036,0.000000,0.008547,-0.316432,0.000000,0.001709,-0.000191,0.004884,5.0000,0.1000
1.940288,0.000000,-0.042735,-0.312952,0.000000,-0.008547,-0.000191,0.043956,5.0000,0.1000
1.950008,0.000000,0.094017,-0.312952,0.000000,0.018803,-0.000191,-0.092796,5.0000,0.1000
1.960118,0.000000,0.059829,-0.248506,0.000000,0.011966,-0.000191,0.024420,5.0000,0.1000
1.970283,0.000000,-0.059829,-0.289399,0.000000,-0.011966,-0.000191,0.004884,5.0000,0.1000
1.980965,0.000000,0.059829,-0.308714,0.000000,0.011966,-0.000191,-0.024420,5.0000,0.1000
1.990144,0.000000,0.008547,-0.308714,0.000000,0.001709,-0.000191,0.063492,5.0000,0.1000
2.004106,0.000000,0.008547,-0.331990,0.000000,0.001709,-0.000191,0.073260,5.0000,0.1000
2.010143,0.000000,-0.008547,-0.253932,0.000000,-0.001709,-0.000191,0.004884,5.0000,0.1000
2.021464,0.000000,-0.076923,-0.253932,0.000000,-0.015385,-0.000191,-0.024420,5.0000,0.1000
2.030542,0.000000,-0.059829,-0.275902,0.000000,-0.011966,-0.000191,0.043956,5.0000,0.1000
2.040164,0.000000,0.025641,-0.275902,0.000000,0.005128,-0.000191,0.014652,5.0000,0.1000
2.050223,0.000000,-0.042735,-0.318665,0.000000,-0.008547,-0.000191,-0.004884,5.0000,0.1000
2.060329,0.000000,-0.042735,-0.318665,0.000000,-0.008547,-0.000191,0.092796,5.0000,0.1000
2.071144,0.000000,0.042735,-0.322774,0.000000,0.008547,-0.000191,-0.043956,5.0000,0.1000
2.081603,0.000000,-0.008547,-0.322774,0.000000,-0.001709,-0.000191,-0.014652,5.0000,0.1000
2.090254,0.000000,-0.008547,-0.233709,0.000000,-0.001709,-0.000191,-0.004884,5.0000,0.1000
2.100290,0.000000,0.008547,-0.233709,0.000000,0.001709,-0.000191,0.034188,5.0000,0.1000
2.110943,0.000000,-0.025641,-0.297427,0.000000,-0.005128,-0.000191,-0.053724,5.0000,0.1000
2.120085,0.000000,-0.128205,-0.297427,0.000000,-0.025641,-0.000191,0.014652,5.0000,0.1000
2.130000,0.000000,-0.059829,-0.305388,0.000000,-0.011966,-0.000191,-0.053724,5.0000,0.1000
2.140424,0.000000,-0.008547,-0.316458,0.000000,-0.001709,-0.000191,-0.053724,5.0000,0.1000
2.150374,0.000000,0.042735,-0.316458,0.000000,0.008547,-0.000191,-0.004884,5.0000,0.1000
2.160268,0.000000,-0.076923,-0.264166,0.000000,-0.015385,-0.000191,0.102564,5.0000,0.1000
2.170130,0.000000,0.008547,-0.267897,0.000000,0.001709,-0.000191,-0.043956,5.0000,0.1000
2.180470,0.000000,0.042735,-0.267897,0.000000,0.008547,-0.000191,0.102564,5.0000,0.1000
2.190630,0.000000,-0.042735,-0.317128,0.000000,-0.008547,-0.000191,0.043956,5.0000,0.1000
2.200834,0.000000,-0.076923,-0.296685,0.000000,-0.015385,-0.000191,0.024420,5.0000,0.1000
2.210106,0.000000,0.025641,-0.296685,0.000000,0.005128,-0.000191,-0.043956,5.0000,0.1000
2.220186,0.000000,-0.076923,-0.311646,0.000000,-0.015385,-0.000191,-0.004884,5.0000,0.1000
2.230240,0.000000,0.042735,-0.311646,0.000000,0.008547,-0.000191,-0.092796,5.0000,0.1000
2.240210,0.000000,0.008547,-0.242147,0.000000,0.001709,-0.000191,-0.043956,5.0000,0.1000
2.252145,0.000000,-0.008547,-0.286944,0.000000,-0.001709,-0.000191,-0.053724,5.0000,0.1000
2.260873,0.000000,-0.059829,-0.300313,0.000000,-0.011966,-0.000191,0.083028,5.0000,0.1000
2.270795,0.000000,0.025641,-0.300313,0.000000,0.005128,-0.000191,-0.034188,5.0000,0.1000
2.280818,0.000000,-0.094017,-0.317437,0.000000,-0.018803,-0.000191,-0.024420,5.0000,0.1000
2.290143,0.000000,-0.008547,-0.317437,0.000000,-0.001709,-0.000191,-0.014652,5.0000,0.1000
2.300061,0.000000,-0.042735,-0.279406,0.000000,-0.008547,-0.000191,-0.024420,5.0000,0.1000
2.310128,0.000000,-0.059829,-0.279406,0.000000,-0.011966,-0.000191,-0.053724,5.0000,0.1000
2.320207,0.000000,-0.008547,-0.267393,0.000000,-0.001709,-0.000191,-0.063492,5.0000,0.1000
2.330574,0.000000,0.025641,-0.295296,0.000000,0.005128,-0.000191,0.092796,5.0000,0.1000
2.340883,0.000000,0.059829,-0.305030,0.000000,0.011966,-0.000191,0.141636,5.0000,0.1000
2.350736,0.000000,-0.042735,-0.305030,0.000000,-0.008547,-0.000191,0.053724,5.0000,0.1000
2.360215,0.000000,-0.042735,-0.332783,0.000000,-0.008547,-0.000191,-0.034188,5.0000,0.1000
2.370195,0.000000,-0.042735,-0.332783,0.000000,-0.008547,-0.000191,-0.073260,5.0000,0.1000
2.380109,0.000000,-0.008547,-0.252742,0.000000,-0.001709,-0.000191,0.063492,5.0000,0.1000
2.390000,0.000000,0.008547,-0.279549,0.000000,0.001709,-0.000191,-0.004884,5.0000,0.1000
2.400111,0.000000,-0.008547,-0.279549,0.000000,-0.001709,-0.000191,-0.034188,5.0000,0.1000
2.410812,0.000000,-0.025641,-0.301971,0.000000,-0.005128,-0.000191,-0.112332,5.0000,0.1000
2.420431,0.000000,-0.042735,-0.319593,0.000000,-0.008547,-0.000191,-0.014652,5.0000,0.1000
2.430361,0.000000,0.025641,-0.319593,0.000000,0.005128,-0.000191,0.053724,5.0000,0.1000
2.440468,0.000000,-0.076923,-0.312784,0.000000,-0.015385,-0.000191,-0.053724,5.0000,0.1000
2.450612,0.000000,-0.042735,-0.254575,0.000000,-0.008547,-0.000191,0.092796,5.0000,0.1000
2.460245,0.000000,0.008547,-0.254575,0.000000,0.001709,-0.000191,0.024420,5.0000,0.1000
2.470301,0.000000,0.042735,-0.291009,0.000000,0.008547,-0.000191,-0.043956,5.0000,0.1000
2.480126,0.000000,0.042735,-0.291009,0.000000,0.008547,-0.000191,-0.004884,5.0000,0.1000
2.491663,0.000000,0.008547,-0.311891,0.000000,0.001709,-0.000191,-0.043956,5.0000,0.1000
2.500074,0.000000,-0.059829,-0.344192,0.000000,-0.011966,-0.000191,-0.004884,5.0000,0.1000
2.511278,0.000000,-0.042735,-0.344192,0.000000,-0.008547,-0.000191,0.004884,5.0000,0.1000
2.520827,0.000000,-0.059829,-0.263370,0.000000,-0.011966,-0.000191,-0.004884,5.0000,0.1000
2.530391,0.000000,-0.059829,-0.282583,0.000000,-0.011966,-0.000191,-0.053724,5.0000,0.1000
2.540350,0.000000,0.042735,-0.282583,0.000000,0.008547,-0.000191,0.083028,5.0000,0.1000
2.550000,0.000000,-0.076923,-0.299940,0.000000,-0.015385,-0.000191,-0.063492,5.0000,0.1000
2.560024,0.000000,0.008547,-0.299940,0.000000,0.001709,-0.000191,0.034188,5.0000,0.1000
2.570720,0.000000,0.025641,-0.317812,0.000000,0.005128,-0.000191,-0.014652,5.0000,0.1000
