time_s,f_des_N,f_est_raw_N,f_est_filt_N,f_ati_N,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
9.710054,0.000000,-12.418803,-2.524936,0.173747,-2.483761,0.003243,0.493284,5.0000,5.0000
9.722872,0.000000,-9.700855,-4.677712,0.028225,-1.940171,0.000954,-1.284493,5.0000,5.0000
9.730307,0.000000,9.564103,-0.405168,0.028225,1.912821,-0.001717,-1.333333,5.0000,5.0000
9.740343,0.000000,-11.820513,-3.829771,0.266596,-2.364103,0.001717,-0.815629,5.0000,5.0000
9.750000,0.000000,2.675214,-1.878276,0.266596,0.535043,0.002098,1.714286,5.0000,5.0000
9.760133,0.000000,10.982906,1.980079,0.109542,2.196581,-0.001717,-0.932845,5.0000,5.0000
9.770369,0.000000,-9.000000,-1.313945,0.072167,-1.800000,0.000954,-1.255189,5.0000,5.0000
9.780000,0.000000,-0.521368,-1.076172,0.072167,-0.104274,0.002480,1.870574,5.0000,5.0000
9.790324,0.000000,12.846154,3.100526,0.274121,2.569231,-0.001335,-0.376068,5.0000,5.0000
9.800000,0.000000,-10.470085,-0.970657,-0.005101,-2.094017,0.001335,-1.147741,5.0000,5.0000
9.810192,0.000000,-6.829060,-2.728178,-0.005101,-1.365812,0.003243,1.675214,5.0000,5.0000
9.820254,0.000000,12.811966,1.933865,0.220145,2.562393,-0.000572,0.170940,5.0000,5.0000
9.832641,0.000000,9.888889,4.320372,0.211328,1.977778,0.000954,1.235653,5.0000,5.0000
9.840262,0.000000,-10.264957,-0.055227,0.211328,-2.052991,0.003624,1.196581,5.0000,5.0000
9.852834,0.000000,-13.256410,-4.015582,0.028781,-2.651282,0.002861,-0.083028,5.0000,5.0000
9.861069,0.000000,9.153846,-0.064753,0.224230,1.830769,-0.001335,-1.323565,5.0000,5.0000
9.872324,0.000000,2.623932,0.741852,0.224230,0.524786,-0.000954,-1.792430,5.0000,5.0000
9.880000,0.000000,12.401709,4.239809,0.134443,2.480342,-0.000191,0.542125,5.0000,5.0000
9.890039,0.000000,-0.470085,2.826841,0.134443,-0.094017,-0.000572,-1.919414,5.0000,5.0000
9.900051,0.000000,-11.256410,-1.398134,0.083843,-2.251282,0.003624,1.020757,5.0000,5.0000
9.910096,0.000000,11.017094,2.326434,0.305145,2.203419,0.000572,0.952381,5.0000,5.0000
9.920421,0.000000,5.752137,3.354145,-0.021201,1.150427,-0.001335,-1.616606,5.0000,5.0000
9.931218,0.000000,-6.811966,0.304312,-0.021201,-1.362393,0.000954,-1.431013,5.0000,5.0000
9.940639,0.000000,0.350427,0.318146,0.202517,0.070085,0.002861,2.056166,5.0000,5.0000
9.950000,0.000000,4.658120,1.620138,0.202517,0.931624,-0.000954,-1.724054,5.0000,5.0000
9.960091,0.000000,-13.205128,-2.827442,0.231908,-2.641026,0.002861,0.053724,5.0000,5.0000
9.970114,0.000000,4.111111,-0.745876,0.038862,0.822222,0.002098,1.792430,5.0000,5.0000
9.983710,0.000000,-12.794872,-4.360575,0.254832,-2.558974,0.003243,0.473748,5.0000,5.0000
9.990110,0.000000,-12.846154,-6.906248,0.254832,-2.569231,0.002098,-0.493284,5.0000,5.0000
10.000803,0.000000,-8.042735,-7.247194,0.092361,-1.608547,0.003624,1.440781,5.0000,5.0000
10.010503,0.000000,12.487179,-1.326882,0.092361,2.497436,-0.000954,-0.288156,5.0000,5.0000
10.024581,0.000000,-7.410256,-3.151894,0.071177,-1.482051,0.003243,1.577534,5.0000,5.0000
10.030373,0.000000,-5.444444,-3.839659,0.071177,-1.088889,0.003624,1.821734,5.0000,5.0000
10.040000,0.000000,11.854701,0.868649,0.312667,2.370940,-0.000954,-0.493284,5.0000,5.0000
10.050095,0.000000,-7.341880,-1.594510,0.000433,-1.468376,0.000191,-1.733822,5.0000,5.0000
10.060192,0.000000,-7.581197,-3.390516,0.171987,-1.516239,0.003243,1.557998,5.0000,5.0000
10.070157,0.000000,12.863248,1.485613,0.216112,2.572650,-0.000572,0.190476,5.0000,5.0000
10.080652,0.000000,3.854701,2.196339,0.216112,0.770940,-0.000954,-1.782662,5.0000,5.0000
10.090320,0.000000,-10.948718,-1.747178,0.025664,-2.189744,0.003624,0.971917,5.0000,5.0000
10.100598,0.000000,8.504274,1.328258,0.025664,1.700855,0.000954,1.343101,5.0000,5.0000
10.110149,0.000000,0.709402,1.142601,0.252677,0.141880,-0.000954,-1.870574,5.0000,5.0000
10.120000,0.000000,-11.119658,-2.536077,0.252677,-2.223932,0.003624,1.069597,5.0000,5.0000
10.130000,0.000000,10.726496,1.442695,0.129127,2.145299,0.000572,0.913309,5.0000,5.0000
10.140159,0.000000,4.521368,2.366297,0.046777,0.904274,-0.000954,-1.753358,5.0000,5.0000
10.150665,0.000000,-12.282051,-2.028208,0.046777,-2.456410,0.002098,-0.727717,5.0000,5.0000
10.160331,0.000000,5.085470,0.105896,0.284354,1.017094,0.001717,1.636142,5.0000,5.0000
