time_s,f_des_N,f_est_N,f_ati_N,tau_meas_Nm,pos_rad,vel_rad_s,motor_kp,motor_kd
0.010000,0.000000,0.025641,0.023258,0.005128,-0.000572,-0.043956,5.0000,0.1000
0.020001,0.000000,0.076923,0.052298,0.015385,-0.000191,0.102564,5.0000,0.1000
0.030300,0.000000,0.076923,0.052298,0.015385,-0.000191,0.092796,5.0000,0.1000
0.040500,0.000000,-0.094017,0.038201,-0.018803,-0.000191,-0.014652,5.0000,0.1000
0.050078,0.000000,0.042735,0.038201,0.008547,-0.000191,0.014652,5.0000,0.1000
0.061404,0.000000,0.042735,0.029561,0.008547,-0.000191,-0.014652,5.0000,0.1000
0.071188,0.000000,-0.111111,0.029762,-0.022222,-0.000191,0.004884,5.0000,0.1000
0.080417,0.000000,0.025641,0.040896,0.005128,-0.000191,-0.083028,5.0000,0.1000
0.090058,0.000000,-0.042735,0.040896,-0.008547,-0.000191,0.073260,5.0000,0.1000
0.100000,0.000000,0.042735,0.057474,0.008547,-0.000191,0.004884,5.0000,0.1000
0.110000,0.000000,0.025641,0.039644,0.005128,-0.000191,-0.063492,5.0000,0.1000
0.120425,0.000000,-0.042735,0.039644,-0.008547,-0.000191,0.092796,5.0000,0.1000
0.130118,0.000000,-0.059829,0.037199,-0.011966,-0.000191,-0.151404,5.0000,0.1000
0.140016,0.000000,0.076923,0.037199,0.015385,-0.000191,0.102564,5.0000,0.1000
0.150067,0.000000,0.094017,0.022442,0.018803,-0.000191,0.112332,5.0000,0.1000
0.160167,0.000000,-0.025641,0.022442,-0.005128,-0.000191,-0.043956,5.0000,0.1000
0.170217,0.000000,0.008547,0.045211,0.001709,-0.000191,-0.034188,5.0000,0.1000
0.182574,0.000000,0.042735,0.054413,0.008547,-0.000191,0.024420,5.0000,0.1000
0.190430,0.000000,-0.025641,0.039827,-0.005128,-0.000191,0.014652,5.0000,0.1000
0.200022,0.000000,0.076923,0.039827,0.015385,-0.000191,0.053724,5.0000,0.1000
0.210749,0.000000,0.042735,0.023991,0.008547,-0.000191,0.014652,5.0000,0.1000
0.220000,0.000000,-0.042735,0.026125,-0.008547,0.000191,0.083028,5.0000,0.1000
0.230060,0.000000,-0.299145,0.026125,-0.059829,-0.000572,-0.131868,5.0000,0.1000
0.240073,0.000000,-0.128205,0.042328,-0.025641,-0.000572,0.043956,5.0000,0.1000
0.250315,0.000000,-0.162393,0.042328,-0.032479,-0.000191,0.092796,5.0000,0.1000
0.260014,0.000000,-0.162393,0.011479,-0.032479,-0.000191,0.083028,5.0000,0.1000
0.270232,0.000000,-0.179487,0.005441,-0.035897,-0.000572,-0.063492,5.0000,0.1000
0.280024,0.000000,-0.316239,0.005441,-0.063248,-0.000572,-0.102564,5.0000,0.1000
0.291425,0.000000,-0.282051,-0.006342,-0.056410,-0.000572,-0.014652,5.0000,0.1000
0.301478,0.000000,-0.230769,0.016251,-0.046154,-0.000572,0.043956,5.0000,0.1000
0.310000,0.000000,-0.350427,0.016251,-0.070085,-0.000572,0.083028,5.0000,0.1000
0.320000,0.000000,-0.264957,0.027922,-0.052991,-0.000572,-0.083028,5.0000,0.1000
0.331316,0.000000,-0.230769,0.008908,-0.046154,-0.000572,-0.053724,5.0000,0.1000
0.340414,0.000000,-0.264957,0.008908,-0.052991,-0.000191,0.073260,5.0000,0.1000
