time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,tau_meas1_Nm,tau_meas2_Nm,tau_meas3_Nm,f_des_N,f_raw_N,f_filt_N,f_err_N,xdot_des_x,xdot_des_y,xdot_des_z,qdot_des1_rad_s,qdot_des2_rad_s,qdot_des3_rad_s,q_des1_rad,q_des2_rad,q_des3_rad,kp1,kp2,kp3,kd1,kd2,kd3,m_adm,xdot_alpha,b_adm,k_adm,lpf_alpha,vel_limit
359.87972959999934,-0.006294346532387252,0.7992645151445792,-0.791635004196231,-0.06349206349206327,0.05372405372405353,0.004884004884004867,0.04273504273504258,0.39487179487179525,0.2170940170940172,0.0,5.3781819343566895,5.457293723999496,-5.457293723999496,-0.07781420653905738,0.0001009703747400029,-0.00021072439321708926,0.0,0.7290916207338156,-1.0,0.0,0.8191023182994485,-0.7792082827854501,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
359.90131590000055,-0.006294346532387252,0.7992645151445792,-0.7920164797436484,-0.03418803418803407,0.03418803418803407,-0.14163614163614113,0.059829059829059617,0.654700854700855,0.12820512820512864,0.0,5.380627632141113,5.453460419406576,-5.453460419406576,-0.07775946936739567,0.0001009705278364122,-0.00020745469329755406,0.0,0.7283055262130365,-1.0,0.0,0.8348237398808278,-0.8007945827866678,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
359.9167918000003,-0.006294346532387252,0.8061310749980926,-0.80651255054551,0.09279609279609247,0.5030525030525048,-0.8840048840048844,0.08376068376068346,0.9179487179487182,0.20341880341880358,0.0,5.606599807739258,5.46111738882321,-5.46111738882321,-0.07781616613374552,0.00010063888370991775,-0.00019317367392332076,0.0,0.7186362878655715,-1.0,0.0,0.8459452832080114,-0.8162704827863962,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
359.92964159999974,-0.006294346532387252,0.8141420614938581,-0.8210086213473715,-0.024420024420024333,0.2783882783882774,-0.971916971916972,0.059829059829059617,1.2564102564102564,0.27863247863247853,0.0,5.606599807739258,5.4683915097690114,-5.4683915097690114,-0.07785770700661618,0.00010024626777471398,-0.00019676007885735932,0.0,0.7092105214839292,-1.0,0.0,0.8550584965665912,-0.8291202827858541,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
359.9460834999991,-0.006294346532387252,0.8194827191577019,-0.8324528877698938,0.073260073260073,0.41514041514041367,-1.1770451770451764,0.07692307692307665,1.3555555555555552,0.2752136752136751,0.0,0.9886206984519958,5.24440296920316,-5.24440296920316,-0.07461564022336872,9.998045092942869e-05,-0.00018361680847323036,0.0,0.672504895854536,-1.0,0.0,0.8661157548132953,-0.84556218278519,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
359.9662854999988,-0.006294346532387252,0.825204852368963,-0.8515266651407642,0.0439560439560438,0.28815628815628713,-0.971916971916972,0.09401709401709368,1.3555555555555552,0.3128205128205126,0.0,0.3285999894142151,4.9986128202137134,-4.9986128202137134,-0.07105718178483837,9.968353893206425e-05,-0.0001109178524923704,0.0,0.6294482368891768,-1.0,0.0,0.8788318680947411,-0.8657641827848892,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
359.9797945999999,-0.006675822079804661,0.831689936675059,-0.8713633936064695,-0.004884004884004867,0.34676434676434553,-0.9426129426129428,0.08034188034188006,1.3829059829059833,0.2649572649572649,0.0,-0.14385256171226501,4.7414895511174135,-4.7414895511174135,-0.06732897788571585,0.00010535786850057598,-4.351022987072025e-05,0.0,0.5861023410620265,-1.0,0.0,0.8867495832310278,-0.8792732827859908,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
359.9892586999995,-0.006675822079804661,0.8355046921492331,-0.8828076600289918,0.004884004884004867,0.4249084249084234,-1.1672771672771667,0.07008547008546984,1.345299145299145,0.29914529914529897,0.0,-0.14385256171226501,4.497222445475929,-4.497222445475929,-0.06380634547392251,0.00010513687994414066,-5.651494568143749e-06,0.0,0.5500060024177353,-1.0,0.0,0.891954895038292,-0.8887373827855953,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
359.99951820000024,-0.006675822079804661,0.8393194476234072,-0.8969222552834359,0.073260073260073,0.41514041514041367,-1.0402930402930401,0.08717948717948687,1.4000000000000004,0.28547008547008534,0.0,-0.1648191511631012,4.264120365643977,-4.264120365643977,-0.060441323301198065,0.0001049032730310766,5.5151585151105455e-05,0.0,0.5148266381229427,-0.9449409983400465,0.0,0.8972367589325039,-0.8984320049587802,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
360.0020155000002,-0.006675822079804661,0.841989776455329,-0.9003555352101926,0.004884004884004867,0.41514041514041367,-1.118437118437118,0.04615384615384599,1.3863247863247867,0.3059829059829058,0.0,-0.1648191511631012,4.042673389803622,-4.042673389803622,-0.05725609935234884,0.00010475843409571757,4.2597575352616115e-05,0.0,0.48633925863250793,-0.8915394249330224,0.0,0.8984512939630669,-0.9006584463646289,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
