time_s,q1_rad,q2_rad,q3_rad,qdot1_rad_s,qdot2_rad_s,qdot3_rad_s,tau_meas1_Nm,tau_meas2_Nm,tau_meas3_Nm,f_des_N,f_raw_N,f_filt_N,f_err_N,xdot_des_x,xdot_des_y,xdot_des_z,qdot_des1_rad_s,qdot_des2_rad_s,qdot_des3_rad_s,q_des1_rad,q_des2_rad,q_des3_rad,kp1,kp2,kp3,kd1,kd2,kd3,m_adm,xdot_alpha,b_adm,k_adm,lpf_alpha,vel_limit
282.78687720000016,-0.006675822079804661,0.7950682841229877,-0.7790463111314565,-0.0146520146520146,0.004884004884004867,-0.024420024420024333,0.0495726495726494,0.4119658119658123,0.3572649572649569,0.0,6.0872626304626465,6.079504299054542,-6.079504299054542,-0.08673420113432576,0.00010729873805445229,-0.0002512396330201168,0.0,0.8229029404656006,-1.0,0.0,0.8177209364324026,-0.7578169254107395,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.8124663999988,-0.006294346532387252,0.7950682841229877,-0.7790463111314565,-0.03418803418803407,0.004884004884004867,-0.004884004884004867,0.04615384615384599,0.9179487179487182,0.24786324786324787,0.0,6.1180500984191895,6.081431589022775,-6.081431589022775,-0.08676177361053761,0.00010116746502049812,-0.0002512396330201168,0.0,0.8231658057978345,-1.0,0.0,0.8387850908690123,-0.7834061254093884,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.8277388000006,-0.006294346532387252,0.8046051728084229,-0.7943053330281529,0.1025641025641022,0.47374847374847207,-0.8058608058608066,0.07692307692307665,1.1538461538461542,0.12820512820512864,0.0,6.068878173828125,6.080803918263042,-6.080803918263042,-0.0866801655810109,0.00010071022943972686,-0.000273398942075049,0.0,0.8100186810690497,-1.0,0.0,0.8511560201752106,-0.7986785254111654,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.8353354999999,-0.005912870984969842,0.8110902571145189,-0.8026977950713359,0.004884004884004867,0.4835164835164818,-0.8547008547008552,0.07692307692307665,1.3384615384615381,0.2581196581196581,0.0,6.337363243103027,6.093631884505041,-6.093631884505041,-0.08681339080668869,9.43105994474548e-05,-0.0003050672780057614,0.0,0.8046713450880583,-1.0,0.0,0.8572688669819098,-0.8062752254105051,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.8496722,-0.005912870984969842,0.8152864881361104,-0.8122346837567711,0.073260073260073,0.571428571428573,-1.0989010989010985,0.06324786324786302,1.4512820512820515,0.28205128205128194,0.0,1.6970534324645996,5.873802961903018,-5.873802961903018,-0.08364057781044659,9.411902128158946e-05,-0.0002901865971819168,0.0,0.7682295579929531,-1.0,0.0,0.868282743686032,-0.8206119254105632,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.8610981999991,-0.005912870984969842,0.8225345235370412,-0.8286381322957197,0.024420024420024333,0.3369963369963358,-0.9621489621489623,0.07008547008546984,1.5162393162393162,0.34017094017093985,0.0,-0.05118175595998764,5.577553726009867,-5.577553726009867,-0.07935160602343552,9.378293069046227e-05,-0.00026475331418501384,0.0,0.717742478545713,-1.0,0.0,0.876483669245263,-0.8320379254096822,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.8772100999995,-0.006294346532387252,0.8286381322957197,-0.8435156786449987,0.06349206349206327,0.34676434676434553,-0.9816849816849818,0.08717948717948687,1.4376068376068378,0.2717948717948717,0.0,-0.11711796373128891,5.292820141522809,-5.292820141522809,-0.07523509621577056,9.952588045114403e-05,-0.00023389905387547323,0.0,0.6713425003561219,-1.0,0.0,0.8873002724770169,-0.8481498254100787,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.88810980000017,-0.006675822079804661,0.8347417410543982,-0.8564858472571906,0.03418803418803407,0.46398046398046233,-0.9914529914529915,0.07008547008546984,1.3418803418803416,0.2717948717948717,0.0,-0.11711796373128891,5.022323236260104,-5.022323236260104,-0.0713214069938997,0.00010522781701779068,-0.00021910517077140216,0.0,0.6291165976711417,-1.0,0.0,0.8941574546570707,-0.8590495254107425,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.9018264999995,-0.00705729762722207,0.840082398718242,-0.8698374914167999,0.024420024420024333,0.46398046398046233,-0.9816849816849818,0.06324786324786302,1.3384615384615381,0.3264957264957262,0.0,-0.10511714965105057,4.765951216964546,-4.765951216964546,-0.06761463104068756,0.00011092825511308454,-0.00018876572743548433,0.0,0.5895145301750644,-1.0,0.0,0.9022436486127396,-0.8727662254100922,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.90491499999916,-0.00705729762722207,0.8450415808346683,-0.8774670023651481,0.024420024420024333,0.4835164835164818,-1.2063492063492056,0.07008547008546984,1.2495726495726496,0.2136752136752138,0.0,-0.10511714965105057,4.522397798633766,-4.522397798633766,-0.06409492937477886,0.0001106433676150381,-0.00020125177512353827,0.0,0.5552119243593651,-1.0,0.0,0.9039584206409286,-0.875854725409741,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
282.9073900000003,-0.00705729762722207,0.8465674830243379,-0.8801373311970699,-0.11233211233211193,0.67887667887668,-1.0012210012210012,0.08034188034188006,1.2017094017094019,0.2615384615384615,0.0,-0.1443842649459839,4.289058695454779,-4.289058695454779,-0.060748953031668974,0.0001105547223678647,-0.00020228921247479403,0.0,0.5250400232278375,-0.9618087064173739,0.0,0.9052578946990165,-0.8782352019592212,10.0,25.0,15.0,1.0,1.8,1.5,0.0,0.05,70.0,5.0,0.05,1.0
