time_s,f_des_N,f_raw_N,f_filt_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s,accel_rad_s2,kp,ki,kd_f,lpf_alpha
0.010302,0.000000,-0.170817,-0.169014,0.000000,-0.005128,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.020055,0.000000,-0.092450,-0.146045,0.000000,-0.018803,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.030222,0.000000,-0.092450,-0.129966,0.000000,-0.005128,-0.000191,-0.092796,0.000000,0.000000,0.000000,0.000000,0.3000
0.040000,0.000000,-0.144150,-0.134221,0.000000,0.005128,-0.000191,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.050111,0.000000,-0.144150,-0.137200,0.000000,0.001709,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.060000,0.000000,-0.155253,-0.142616,0.000000,-0.008547,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.096460,0.000000,-0.125112,-0.137365,0.000000,0.008547,-0.000191,0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.097563,0.000000,-0.125112,-0.133689,0.000000,-0.011966,-0.000191,0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.099000,0.000000,-0.125112,-0.131116,0.000000,-0.008547,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.100049,0.000000,-0.125112,-0.129315,0.000000,-0.005128,-0.000191,0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.110437,0.000000,-0.125112,-0.128054,0.000000,0.005128,-0.000191,0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.120103,0.000000,-0.164503,-0.138989,0.000000,-0.018803,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.130000,0.000000,-0.161482,-0.145737,0.000000,-0.005128,-0.000191,0.092796,0.000000,0.000000,0.000000,0.000000,0.3000
0.141660,0.000000,-0.161482,-0.150460,0.000000,-0.001709,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.151507,0.000000,-0.190694,-0.162530,0.000000,-0.015385,-0.000191,0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.160616,0.000000,-0.101105,-0.144103,0.000000,0.005128,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.170172,0.000000,-0.101105,-0.131203,0.000000,-0.008547,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.180168,0.000000,-0.137491,-0.133090,0.000000,-0.001709,-0.000191,-0.112332,0.000000,0.000000,0.000000,0.000000,0.3000
0.190253,0.000000,-0.151335,-0.138563,0.000000,-0.008547,-0.000191,-0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.200000,0.000000,-0.151335,-0.142395,0.000000,0.001709,-0.000191,0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.210152,0.000000,-0.175491,-0.152324,0.000000,-0.011966,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.220348,0.000000,-0.143150,-0.149571,0.000000,-0.005128,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.230247,0.000000,-0.143150,-0.147645,0.000000,-0.011966,-0.000191,-0.112332,0.000000,0.000000,0.000000,0.000000,0.3000
0.240315,0.000000,-0.116677,-0.138354,0.000000,0.005128,-0.000191,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.250285,0.000000,-0.167050,-0.146963,0.000000,-0.011966,-0.000191,0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.260280,0.000000,-0.167050,-0.152989,0.000000,-0.001709,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
