time_s,f_des_N,f_raw_N,f_filt_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s,accel_rad_s2,kp,ki,kd_f,lpf_alpha
0.010146,0.000000,0.013133,0.013133,0.000000,0.008547,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.020008,0.000000,0.012056,0.012810,0.000000,-0.011966,-0.000191,-0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.030428,0.000000,-0.000946,0.008683,0.000000,0.001709,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.041794,0.000000,-0.000946,0.005794,0.000000,-0.011966,-0.000191,-0.122100,0.000000,0.000000,0.000000,0.000000,0.3000
0.051326,0.000000,-0.009453,0.001220,0.000000,-0.001709,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.060000,0.000000,-0.002127,0.000216,0.000000,-0.005128,-0.000191,0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.070307,0.000000,-0.002127,-0.000487,0.000000,0.011966,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.080188,0.000000,0.020965,0.005949,0.000000,0.005128,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.090816,0.000000,0.020965,0.010454,0.000000,-0.005128,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.100644,0.000000,0.001916,0.007892,0.000000,-0.001709,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.110000,0.000000,-0.005340,0.003922,0.000000,0.001709,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.120331,0.000000,-0.005340,0.001144,0.000000,-0.008547,-0.000191,-0.102564,0.000000,0.000000,0.000000,0.000000,0.3000
0.130553,0.000000,-0.005599,-0.000879,0.000000,-0.011966,-0.000191,0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.140002,0.000000,0.010340,0.002487,0.000000,0.001709,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.150438,0.000000,0.010340,0.004843,0.000000,0.015385,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.161253,0.000000,0.016904,0.008461,0.000000,0.008547,-0.000191,0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.170413,0.000000,-0.000338,0.005821,0.000000,0.001709,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.181817,0.000000,-0.000338,0.003973,0.000000,0.022222,-0.000191,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.190064,0.000000,-0.004290,0.001495,0.000000,-0.015385,-0.000191,0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.200873,0.000000,-0.004098,-0.000183,0.000000,-0.018803,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.210000,0.000000,-0.004098,-0.001358,0.000000,-0.015385,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.220000,0.000000,0.019506,0.004901,0.000000,-0.018803,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.230462,0.000000,0.019506,0.009283,0.000000,-0.025641,-0.000191,0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
