time_s,f_des_N,f_raw_N,f_filt_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s,accel_rad_s2,kp,ki,kd_f,lpf_alpha
0.011189,0.000000,0.062582,0.045083,0.000000,-0.001709,-0.000191,0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.020538,0.000000,0.062582,0.050333,0.000000,-0.015385,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.030464,0.000000,0.047198,0.049392,0.000000,-0.025641,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.041244,0.000000,0.032945,0.044458,0.000000,-0.008547,-0.000191,-0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.050179,0.000000,0.032945,0.041004,0.000000,-0.011966,-0.000191,0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.061370,0.000000,0.029728,0.037621,0.000000,0.008547,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.070398,0.000000,0.056005,0.043136,0.000000,-0.011966,-0.000191,-0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.080301,0.000000,0.056005,0.046997,0.000000,0.005128,-0.000191,-0.092796,0.000000,0.000000,0.000000,0.000000,0.3000
0.090011,0.000000,0.058691,0.050505,0.000000,-0.022222,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.100175,0.000000,0.058691,0.052961,0.000000,-0.035897,-0.000191,0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.110701,0.000000,0.034071,0.047294,0.000000,-0.011966,-0.000191,0.131868,0.000000,0.000000,0.000000,0.000000,0.3000
0.120476,0.000000,0.036747,0.044130,0.000000,-0.008547,-0.000191,0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.130320,0.000000,0.036747,0.041915,0.000000,0.001709,-0.000191,0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.140000,0.000000,0.034117,0.039576,0.000000,0.015385,-0.000191,0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.150211,0.000000,0.054037,0.043914,0.000000,-0.001709,-0.000191,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.160196,0.000000,0.054037,0.046951,0.000000,-0.018803,-0.000191,0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.171156,0.000000,0.038791,0.044503,0.000000,-0.011966,-0.000191,0.112332,0.000000,0.000000,0.000000,0.000000,0.3000
0.180865,0.000000,0.026852,0.039208,0.000000,0.001709,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.190138,0.000000,0.026852,0.035501,0.000000,0.005128,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.200255,0.000000,0.021538,0.031312,0.000000,-0.008547,-0.000191,-0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.210070,0.000000,0.021538,0.028380,0.000000,-0.008547,-0.000191,-0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.223752,0.000000,0.033187,0.029822,0.000000,-0.008547,-0.000191,0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.231303,0.000000,0.052497,0.036624,0.000000,-0.001709,-0.000191,-0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.242096,0.000000,0.052497,0.041386,0.000000,0.001709,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.251032,0.000000,0.035931,0.039750,0.000000,0.011966,-0.000191,0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.260267,0.000000,0.029129,0.036563,0.000000,0.008547,-0.000191,0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.270376,0.000000,0.029129,0.034333,0.000000,-0.008547,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.280617,0.000000,0.025849,0.031788,0.000000,0.005128,-0.000191,0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.290015,0.000000,0.051238,0.037623,0.000000,-0.005128,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.300458,0.000000,0.051238,0.041707,0.000000,0.015385,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.310454,0.000000,0.045341,0.042797,0.000000,-0.001709,-0.000191,-0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.322515,0.000000,0.035437,0.040589,0.000000,0.001709,-0.000191,-0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.330061,0.000000,0.035437,0.039044,0.000000,-0.022222,-0.000191,-0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.341070,0.000000,0.030337,0.036432,0.000000,-0.005128,-0.000191,0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.350708,0.000000,0.030337,0.034603,0.000000,0.005128,-0.000191,0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.360152,0.000000,0.029157,0.032969,0.000000,-0.022222,-0.000191,-0.092796,0.000000,0.000000,0.000000,0.000000,0.3000
0.370000,0.000000,0.068171,0.043530,0.000000,0.029060,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.382239,0.000000,0.068171,0.050922,0.000000,0.015385,-0.000191,0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.390050,0.000000,0.034982,0.046140,0.000000,-0.008547,-0.000191,-0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.402445,0.000000,0.022171,0.038950,0.000000,0.011966,-0.000191,-0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.411185,0.000000,0.022171,0.033916,0.000000,-0.001709,-0.000191,0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.421173,0.000000,0.010135,0.026782,0.000000,-0.015385,-0.000191,0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.430089,0.000000,0.044636,0.032138,0.000000,0.005128,-0.000191,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.440000,0.000000,0.044636,0.035887,0.000000,0.001709,0.000191,0.102564,0.000000,0.000000,0.000000,0.000000,0.3000
