time_s,f_des_N,f_raw_N,f_filt_N,tau_cmd_Nm,tau_meas_Nm,pos_rad,vel_rad_s,accel_rad_s2,kp,ki,kd_f,lpf_alpha
0.011776,0.000000,-0.000499,0.003384,0.000000,-0.008547,-0.000191,0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.020758,0.000000,-0.009254,-0.000407,0.000000,-0.005128,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.030420,0.000000,-0.009254,-0.003061,0.000000,-0.001709,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.040324,0.000000,0.008554,0.000423,0.000000,0.011966,-0.000572,-0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.050000,0.000000,0.014222,0.004563,0.000000,0.005128,-0.000191,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.060911,0.000000,0.014222,0.007461,0.000000,-0.022222,-0.000191,-0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.070425,0.000000,-0.002614,0.004439,0.000000,-0.022222,-0.000191,0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.080416,0.000000,-0.005796,0.001368,0.000000,-0.025641,-0.000191,0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.090776,0.000000,-0.005796,-0.000781,0.000000,-0.018803,-0.000572,-0.102564,0.000000,0.000000,0.000000,0.000000,0.3000
0.100275,0.000000,-0.001712,-0.001060,0.000000,0.015385,-0.000191,0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.110218,0.000000,-0.001712,-0.001256,0.000000,-0.011966,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.120076,0.000000,0.018698,0.004730,0.000000,-0.008547,-0.000191,0.092796,0.000000,0.000000,0.000000,0.000000,0.3000
0.130382,0.000000,0.005541,0.004974,0.000000,0.015385,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.140495,0.000000,0.005541,0.005144,0.000000,-0.011966,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.150160,0.000000,-0.002994,0.002702,0.000000,0.005128,-0.000191,-0.092796,0.000000,0.000000,0.000000,0.000000,0.3000
0.160793,0.000000,-0.008348,-0.000613,0.000000,-0.035897,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.170168,0.000000,-0.008348,-0.002933,0.000000,0.008547,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.180268,0.000000,0.006320,-0.000157,0.000000,-0.008547,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.190143,0.000000,0.020092,0.005918,0.000000,0.011966,-0.000191,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.200088,0.000000,0.020092,0.010170,0.000000,-0.001709,-0.000572,-0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.214287,0.000000,-0.001127,0.006781,0.000000,0.008547,-0.000572,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.220490,0.000000,-0.006172,0.002895,0.000000,-0.015385,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.231065,0.000000,-0.006172,0.000175,0.000000,-0.022222,-0.000572,-0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.240148,0.000000,-0.004530,-0.001237,0.000000,0.015385,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.251687,0.000000,0.018300,0.004624,0.000000,0.011966,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.260026,0.000000,0.018300,0.008727,0.000000,0.022222,-0.000572,-0.102564,0.000000,0.000000,0.000000,0.000000,0.3000
0.270000,0.000000,0.008103,0.008540,0.000000,0.005128,-0.000572,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.280108,0.000000,0.008103,0.008409,0.000000,0.008547,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.290330,0.000000,-0.001338,0.005485,0.000000,0.022222,-0.000191,0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.300322,0.000000,-0.006998,0.001740,0.000000,-0.001709,-0.000191,0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.310539,0.000000,-0.006998,-0.000882,0.000000,-0.022222,-0.000572,-0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.320088,0.000000,0.004621,0.000769,0.000000,-0.005128,-0.000572,-0.102564,0.000000,0.000000,0.000000,0.000000,0.3000
0.331602,0.000000,0.021896,0.007107,0.000000,-0.018803,-0.000191,-0.004884,0.000000,0.000000,0.000000,0.000000,0.3000
0.340516,0.000000,0.021896,0.011544,0.000000,0.039316,-0.000191,0.122100,0.000000,0.000000,0.000000,0.000000,0.3000
0.350199,0.000000,-0.001528,0.007622,0.000000,-0.015385,-0.000572,-0.092796,0.000000,0.000000,0.000000,0.000000,0.3000
0.361695,0.000000,-0.005373,0.003724,0.000000,-0.005128,-0.000191,0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.370132,0.000000,-0.005373,0.000995,0.000000,0.011966,-0.000572,-0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.380572,0.000000,-0.010235,-0.002374,0.000000,0.011966,-0.000572,-0.092796,0.000000,0.000000,0.000000,0.000000,0.3000
0.390556,0.000000,0.011221,0.001704,0.000000,0.011966,-0.000572,-0.161172,0.000000,0.000000,0.000000,0.000000,0.3000
0.400638,0.000000,0.011221,0.004559,0.000000,-0.005128,-0.000572,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.410295,0.000000,0.011040,0.006504,0.000000,-0.025641,-0.000572,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.420508,0.000000,0.011040,0.007865,0.000000,0.035897,-0.000572,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.431613,0.000000,0.000390,0.005622,0.000000,0.008547,-0.000572,-0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.440434,0.000000,-0.010106,0.000904,0.000000,-0.008547,-0.000191,-0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.450376,0.000000,-0.010106,-0.002399,0.000000,-0.015385,-0.000191,0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.460424,0.000000,0.003086,-0.000754,0.000000,-0.011966,-0.000572,-0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.470193,0.000000,0.022567,0.006243,0.000000,-0.008547,-0.000572,-0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.480207,0.000000,0.022567,0.011140,0.000000,-0.011966,-0.000191,0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.490315,0.000000,0.002444,0.008531,0.000000,-0.011966,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.500307,0.000000,-0.005239,0.004400,0.000000,0.011966,-0.000191,0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.510000,0.000000,-0.005239,0.001508,0.000000,0.001709,-0.000191,0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.521126,0.000000,-0.010190,-0.002001,0.000000,-0.008547,-0.000191,0.034188,0.000000,0.000000,0.000000,0.000000,0.3000
0.530357,0.000000,-0.010190,-0.004458,0.000000,-0.011966,-0.000572,-0.131868,0.000000,0.000000,0.000000,0.000000,0.3000
0.540376,0.000000,0.011807,0.000421,0.000000,0.015385,-0.000191,0.063492,0.000000,0.000000,0.000000,0.000000,0.3000
0.550067,0.000000,0.015136,0.004836,0.000000,-0.005128,-0.000572,-0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.560000,0.000000,0.015136,0.007926,0.000000,-0.029060,-0.000572,-0.053724,0.000000,0.000000,0.000000,0.000000,0.3000
0.570056,0.000000,-0.000623,0.005361,0.000000,-0.001709,-0.000572,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.580339,0.000000,-0.005363,0.002144,0.000000,-0.022222,-0.000572,-0.083028,0.000000,0.000000,0.000000,0.000000,0.3000
0.590184,0.000000,-0.005363,-0.000108,0.000000,0.011966,-0.000572,-0.043956,0.000000,0.000000,0.000000,0.000000,0.3000
0.600000,0.000000,-0.002209,-0.000739,0.000000,0.001709,-0.000572,-0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.610463,0.000000,0.020299,0.005573,0.000000,0.022222,-0.000572,-0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.620341,0.000000,0.020299,0.009991,0.000000,-0.008547,-0.000572,-0.122100,0.000000,0.000000,0.000000,0.000000,0.3000
0.630086,0.000000,0.002615,0.007778,0.000000,-0.025641,-0.000572,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.641492,0.000000,-0.004026,0.004237,0.000000,0.001709,-0.000191,-0.014652,0.000000,0.000000,0.000000,0.000000,0.3000
0.650709,0.000000,-0.004026,0.001758,0.000000,-0.008547,-0.000191,0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
0.661330,0.000000,-0.007660,-0.001067,0.000000,-0.008547,-0.000572,-0.024420,0.000000,0.000000,0.000000,0.000000,0.3000
0.670928,0.000000,-0.007660,-0.003045,0.000000,0.032479,-0.000191,0.112332,0.000000,0.000000,0.000000,0.000000,0.3000
0.680965,0.000000,0.010743,0.001091,0.000000,-0.029060,-0.000572,-0.073260,0.000000,0.000000,0.000000,0.000000,0.3000
